"Time_Iter","Outer_Iter","Inner_Iter",   "rms[A_Rho]"   ,   "rms[A_RhoU]"  ,   "rms[A_RhoV]"  ,    "rms[A_E]"    
          0,           0,           0,      -5.479051836,      -5.266761812,      -5.518242439,      -5.443108233
          0,           0,           1,      -5.321350644,      -5.269604617,      -5.234008672,      -5.730748734
          0,           0,           2,      -5.238716292,      -5.154609301,      -5.311776416,      -5.717715666
          0,           0,           3,      -5.252457457,      -5.160714803,      -5.325431489,      -5.725309384
          0,           0,           4,       -5.23289928,      -5.142339924,      -5.364917903,      -5.743617551
          0,           0,           5,      -5.212106022,      -5.106362333,      -5.383436417,      -5.714381403
          0,           0,           6,       -5.20151488,      -5.084320399,      -5.404602959,      -5.724322049
          0,           0,           7,      -5.195794381,      -5.064771139,      -5.447862287,      -5.734653087
          0,           0,           8,      -5.202354184,       -5.05103933,      -5.489964189,      -5.730602701
          0,           0,           9,       -5.20946715,      -5.042637751,      -5.528581154,      -5.732351078
          0,           0,          10,      -5.216478472,      -5.039026229,      -5.556710569,      -5.737096893
          0,           0,          11,      -5.226668733,      -5.040540734,      -5.559482773,      -5.741304805
          0,           0,          12,       -5.23522445,      -5.044574888,      -5.553065573,      -5.747010507
          0,           0,          13,      -5.239505934,      -5.049190232,      -5.549469204,      -5.754416288
          0,           0,          14,      -5.242019172,      -5.054251538,      -5.546094823,      -5.762191133
          0,           0,          15,      -5.244849682,      -5.059191264,      -5.541117127,      -5.769520828
          0,           0,          16,      -5.247884581,      -5.062311674,      -5.535983776,      -5.775421665
          0,           0,          17,      -5.250396435,       -5.06167108,      -5.531464179,      -5.778122059
          0,           0,          18,      -5.251887158,      -5.055960724,      -5.527191071,      -5.775963697
          0,           0,          19,      -5.251972383,      -5.044988008,      -5.522949057,      -5.768595278
          0,           0,          20,      -5.250390978,      -5.029773742,      -5.519159997,      -5.757287102
          0,           0,          21,      -5.247308388,      -5.012224021,       -5.51664358,      -5.744322393
          0,           0,          22,       -5.24348756,      -4.994549449,       -5.51627892,      -5.732142081
          0,           0,          23,      -5.240123254,      -4.978759451,      -5.518782788,      -5.722789139
          0,           0,          24,      -5.238500968,      -4.966415342,      -5.524596068,      -5.717750005
          0,           0,          25,      -5.239731469,      -4.958619272,      -5.533877186,      -5.718072826
          0,           0,          26,      -5.244706807,      -4.956151208,      -5.546673909,      -5.724789733
          0,           0,          27,      -5.254284492,      -4.959638583,      -5.563697675,      -5.740559215
          0,           0,          28,      -5.264220225,      -4.966026084,      -5.583514808,      -5.762703832
          0,           0,          29,      -5.275303555,      -4.977232817,      -5.591157538,      -5.771659789
          0,           0,          30,      -5.289859494,      -4.994104486,      -5.609280111,      -5.795891362
          0,           0,          31,        -5.3072463,      -5.015489501,      -5.629426969,      -5.822275203
