"PointID","x","y","Adjoint_Density","Adjoint_Momentum_x","Adjoint_Momentum_y","Adjoint_Energy","Sensitivity_x","Sensitivity_y","Surface_Sensitivity"
0, 9.997500181200000e-01, -3.633240963563842e-05, 2.750453660499662e-01, -7.009189973709639e-01, -1.116645614267566e-01, 2.038986168012658e-01, 0.000000000000000e+00, 0.000000000000000e+00, -1.587308010023607e+00
1, 9.990000128750000e-01, -1.454711742732867e-04, -6.815874048242675e-02, 4.578725951982044e-03, -8.710660969720704e-02, -3.546267316795517e-03, 0.000000000000000e+00, 0.000000000000000e+00, 8.733722646416026e-01
2, 9.977599978450000e-01, -3.274946038480025e-04, -8.231397175652211e-02, 5.352266652055203e-02, -1.125727060852455e-01, -1.096369318970948e-02, 0.000000000000000e+00, 0.000000000000000e+00, 7.423810530200305e-02
3, 9.960200190539999e-01, -5.898571438973935e-04, -1.009996731829830e-01, 8.980380653330923e-02, -1.122761011341480e-01, -1.838988350281239e-02, 0.000000000000000e+00, 0.000000000000000e+00, 6.945113312304055e-02
4, 9.937800168990000e-01, -9.468361523376828e-04, -1.205740552212399e-01, 1.251411895866662e-01, -1.213700781906621e-01, -2.624577049131586e-02, 0.000000000000000e+00, 0.000000000000000e+00, 5.343941733128543e-02
5, 9.910500049590000e-01, -1.421358502036365e-03, -1.287720222717852e-01, 1.416038183750340e-01, -1.351117770876279e-01, -2.933380373924035e-02, 0.000000000000000e+00, 0.000000000000000e+00, 3.401012639280866e-02
6, 9.878399968150000e-01, -2.043767052258233e-03, -1.294372105526070e-01, 1.469436282980711e-01, -1.534919273222947e-01, -3.022949888291715e-02, 0.000000000000000e+00, 0.000000000000000e+00, 2.807155567884059e-02
7, 9.841300249100000e-01, -2.850043665582219e-03, -1.209590171669314e-01, 1.391192479257495e-01, -1.752664186012645e-01, -2.858821587777066e-02, 0.000000000000000e+00, 0.000000000000000e+00, 2.360738994774012e-02
8, 9.799500107769999e-01, -3.852141794751433e-03, -1.020172729980733e-01, 1.164721156743886e-01, -1.977206262016851e-01, -2.417468102439048e-02, 0.000000000000000e+00, 0.000000000000000e+00, 1.909258673873837e-02
9, 9.752799868580000e-01, -5.046828312386716e-03, -7.266741385949974e-02, 7.921679091888359e-02, -2.170204313107366e-01, -1.701849200045145e-02, 0.000000000000000e+00, 0.000000000000000e+00, 1.383395122810884e-02
10, 9.701499938960000e-01, -6.386997149175386e-03, -3.507935531340210e-02, 3.055669498722473e-02, -2.290460760954343e-01, -7.666673273538873e-03, 0.000000000000000e+00, 0.000000000000000e+00, 8.479833085236499e-03
11, 9.645400047300000e-01, -7.813934950894521e-03, 6.151433272026542e-03, -2.320280021599039e-02, -2.305409375517186e-01, 2.709827174058918e-03, 0.000000000000000e+00, 0.000000000000000e+00, 3.037334952172826e-03
12, 9.584699869160000e-01, -9.252258747463759e-03, 4.393016172972766e-02, -7.292292585785581e-02, -2.206114748197368e-01, 1.232203584498778e-02, 0.000000000000000e+00, 0.000000000000000e+00, -1.627281684674220e-03
