"Time_Iter","Outer_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoW]"   ,    "rms[RhoE]"   
          0,           0,         280,      -5.137730742,      -2.253781522,      -2.174204657,      -2.165828988,      0.3402072567
          0,           0,         281,      -5.158273163,       -2.27297342,      -2.185406754,      -2.176008764,      0.3187329954
          0,           0,         282,      -5.178654666,       -2.29402617,      -2.196823745,      -2.186737704,      0.2973419284
          0,           0,         283,      -5.198226839,      -2.316519895,      -2.208296248,       -2.19789535,      0.2767378788
          0,           0,         284,      -5.216297323,      -2.339876472,      -2.219654811,      -2.209337795,      0.2576890623
          0,           0,         285,      -5.232187681,      -2.363329692,      -2.230727111,      -2.220901404,      0.2409640087
          0,           0,         286,      -5.245303734,      -2.385912759,      -2.241346964,      -2.232408424,      0.2272467001
          0,           0,         287,      -5.255212544,      -2.406489768,      -2.251365904,      -2.243676396,      0.2170406149
          0,           0,         288,       -5.26170963,      -2.423854708,      -2.260665345,      -2.254530385,       0.210584379
          0,           0,         289,      -5.264864948,      -2.436914497,      -2.269166586,      -2.264814521,      0.2077977803
          0,           0,         290,      -5.265028032,       -2.44492623,      -2.276836646,      -2.274401497,       0.208281238
          0,           0,         291,      -5.262785833,      -2.447695455,      -2.283689166,      -2.283198974,      0.2113731615
          0,           0,         292,        -5.2588765,      -2.445639837,      -2.289781959,       -2.29115543,      0.2162529018
          0,           0,         293,      -5.254093375,      -2.439682654,      -2.295213929,      -2.298265977,      0.2220518534
          0,           0,         294,      -5.249199639,      -2.431030704,      -2.300118194,      -2.304574574,      0.2279466462
          0,           0,         295,      -5.244868586,      -2.420938909,       -2.30465306,      -2.310171535,      0.2332206366
          0,           0,         296,      -5.241649115,       -2.41053782,      -2.308990692,      -2.315185899,      0.2372957888
          0,           0,         297,      -5.239956422,      -2.400747307,      -2.313304715,      -2.319773598,      0.2397380249
          0,           0,         298,      -5.240078362,      -2.392259228,        -2.3177607,      -2.324106753,      0.2402470325
          0,           0,         299,      -5.242193296,      -2.385562052,      -2.322508343,      -2.328360933,       0.238635571
          0,           0,         300,      -5.246388681,      -2.380981346,      -2.327675913,      -2.332705815,       0.234809306
          0,           0,         301,      -5.252678404,      -2.378720092,      -2.333367957,      -2.337295416,      0.2287485917
          0,           0,         302,       -5.26101492,      -2.378893578,      -2.339660295,      -2.342262766,      0.2204958485
          0,           0,         303,      -5.271294036,      -2.381554205,      -2.346601062,      -2.347715329,      0.2101506767
          0,           0,         304,      -5.283353974,       -2.38670894,      -2.354208716,      -2.353731609,       0.197871348
          0,           0,         305,      -5.296970575,      -2.394328877,        -2.3624713,      -2.360359671,      0.1838805797
          0,           0,         306,      -5.311849737,      -2.404354009,      -2.371346117,       -2.36761632,      0.1684750329
          0,           0,         307,      -5.327623153,      -2.416689731,      -2.380762761,      -2.375490622,       0.152032168
          0,           0,         308,      -5.343846393,      -2.431200172,      -2.390632206,      -2.383953374,      0.1350149321
          0,           0,         309,      -5.360020556,      -2.447688738,      -2.400859548,      -2.392968619,      0.1179538033
          0,           0,         310,      -5.375644378,      -2.465888638,      -2.411302156,      -2.402450707,      0.1014012121
          0,           0,         311,      -5.390198198,      -2.485463998,      -2.421723539,      -2.412215913,     0.08594512901
          0,           0,         312,      -5.403123733,      -2.505973795,      -2.431898979,      -2.422072507,     0.07221272404
          0,           0,         313,      -5.413929345,      -2.526838371,      -2.441628373,      -2.431839153,     0.06076383332
          0,           0,         314,      -5.422242621,      -2.547332196,       -2.45071571,      -2.441327915,     0.05202943235
          0,           0,         315,      -5.427840852,      -2.566589765,      -2.458986908,      -2.450353873,     0.04626757169
          0,           0,         316,      -5.430684169,      -2.583652424,      -2.466308244,      -2.458750663,     0.04352339443
          0,           0,         317,      -5.430946422,       -2.59757016,      -2.472605878,      -2.466388243,     0.04359926452
          0,           0,         318,      -5.429019338,      -2.607562471,      -2.477877034,       -2.47318696,     0.04605833661
          0,           0,         319,      -5.425461847,      -2.613189925,      -2.482188851,      -2.479121457,     0.05028548728
          0,           0,         320,      -5.420916883,      -2.614471109,      -2.485666836,      -2.484216916,     0.05558023867
          0,           0,         321,      -5.416037842,      -2.611891207,      -2.488481041,      -2.488544128,     0.06123783963
          0,           0,         322,      -5.411436022,      -2.606295666,      -2.490831407,      -2.492213347,      0.0666057433
          0,           0,         323,      -5.407644316,      -2.598720423,      -2.492933248,      -2.495366093,     0.07112049775
          0,           0,         324,      -5.405095365,      -2.590217775,      -2.494999926,         -2.498164,     0.07432756376
          0,           0,         325,      -5.404114893,      -2.581730974,      -2.497231891,      -2.500779816,     0.07588513024
          0,           0,         326,      -5.404927886,      -2.574031088,      -2.499808288,      -2.503388072,     0.07555583535
          0,           0,         327,      -5.407671994,      -2.567707027,      -2.502881779,      -2.506156418,     0.07319214751
          0,           0,         328,      -5.412413422,       -2.56318176,      -2.506575302,      -2.509239137,     0.06871927203
          0,           0,         329,      -5.419161258,      -2.560745632,      -2.510981976,      -2.512772082,     0.06212104757
          0,           0,         330,      -5.427876124,      -2.560586029,      -2.516164855,      -2.516868678,     0.05343050707
          0,           0,         331,      -5.438474668,      -2.562814409,      -2.522157277,      -2.521617638,     0.04272565811
          0,           0,         332,      -5.450826729,      -2.567485254,      -2.528964192,      -2.527081609,     0.03013218736
          0,           0,         333,      -5.464749943,      -2.574609474,      -2.536562954,      -2.533296361,     0.01582963886
          0,           0,         334,      -5.480001866,      -2.584160784,      -2.544904595,      -2.540271786,   6.042955541e-05
          0,           0,         335,      -5.496270073,      -2.596076735,      -2.553916731,      -2.547993984,    -0.01685830102
          0,           0,         336,      -5.513166693,      -2.610253789,       -2.56350925,      -2.556429842,    -0.03452646907
          0,           0,         337,      -5.530233435,      -2.626536802,      -2.573582687,      -2.565533958,    -0.05246239992
          0,           0,         338,      -5.546969182,      -2.644702167,      -2.584018413,      -2.575238726,    -0.07012605372
          0,           0,         339,      -5.562859972,      -2.664446437,      -2.594633457,       -2.58540924,    -0.08694634445
          0,           0,         340,      -5.577366613,       -2.68537573,      -2.605202498,      -2.595854465,     -0.1023158584
          0,           0,         341,      -5.589959731,      -2.706977471,      -2.615519802,      -2.606381095,     -0.1156339622
          0,           0,         342,      -5.600186079,      -2.728599136,      -2.625393877,      -2.616797131,     -0.1263810223
          0,           0,         343,      -5.607708584,      -2.749442731,      -2.634645019,      -2.626908421,     -0.1341697672
          0,           0,         344,      -5.612342104,      -2.768588075,      -2.643118613,      -2.636526895,     -0.1387912147
          0,           0,         345,       -5.61409621,      -2.785065754,      -2.650701473,      -2.645484553,     -0.1402618611
          0,           0,         346,      -5.613217212,      -2.797989417,      -2.657335929,      -2.653649499,     -0.1388619757
          0,           0,         347,      -5.610189217,       -2.80672834,      -2.663025634,      -2.660937704,     -0.1351275612
          0,           0,         348,      -5.605666259,      -2.811059711,      -2.667833104,      -2.667317069,     -0.1297717112
          0,           0,         349,      -5.600366992,      -2.811234465,      -2.671870653,      -2.672806451,     -0.1235709778
          0,           0,         350,      -5.594989832,      -2.807927395,      -2.675290089,      -2.677472654,     -0.1172737019
          0,           0,         351,      -5.590161146,      -2.802093519,      -2.678270049,      -2.681424527,     -0.1115452209
          0,           0,         352,      -5.586406466,      -2.794790803,       -2.68100225,      -2.684804612,     -0.1069394338
          0,           0,         353,      -5.584139625,      -2.787029764,      -2.683678925,      -2.687778938,     -0.1038904931
          0,           0,         354,      -5.583664965,      -2.779680063,      -2.686482579,       -2.69052639,     -0.1027177171
          0,           0,         355,      -5.585187822,      -2.773435259,      -2.689578246,       -2.69322847,     -0.1036383546
          0,           0,         356,      -5.588828944,       -2.76881671,       -2.69310845,       -2.69606022,     -0.1067834247
          0,           0,         357,      -5.594640249,      -2.766197806,      -2.697189898,      -2.699182799,     -0.1122143994
          0,           0,         358,      -5.602618729,      -2.765835642,      -2.701912605,      -2.702738111,     -0.1199374256
          0,           0,         359,      -5.612713634,      -2.767900303,      -2.707339482,      -2.706844856,     -0.1299108068
          0,           0,         360,      -5.624828212,      -2.772497629,      -2.713506358,       -2.71159701,     -0.1420468185
          0,           0,         361,      -5.638816137,      -2.779685545,      -2.720423962,      -2.717064352,     -0.1562080356
          0,           0,         362,      -5.654471679,       -2.78948256,      -2.728081969,      -2.723295646,     -0.1721972272
          0,           0,         363,      -5.671519016,      -2.801865243,      -2.736448818,       -2.73031793,     -0.1897448597
          0,           0,         364,      -5.689610442,      -2.816758015,      -2.745451409,      -2.738115343,     -0.2085030178
          0,           0,         365,      -5.708328763,      -2.834037548,      -2.754964114,      -2.746617101,     -0.2280442972
          0,           0,         366,      -5.727173619,      -2.853532864,      -2.764842988,      -2.755727957,     -0.2478473234
          0,           0,         367,      -5.745568073,      -2.874992397,      -2.774936407,      -2.765337978,     -0.2672979668
          0,           0,         368,      -5.762893511,      -2.898044529,      -2.785074532,      -2.775314476,     -0.2857199575
          0,           0,         369,      -5.778533235,      -2.922158756,      -2.795074339,      -2.785502207,     -0.3024209174
          0,           0,         370,      -5.791925642,      -2.946604312,      -2.804747965,      -2.795727243,     -0.3167538563
          0,           0,         371,      -5.802616934,      -2.970421256,      -2.813914779,      -2.805803327,     -0.3281842386
          0,           0,         372,      -5.810308914,      -2.992426746,      -2.822415114,      -2.815542836,     -0.3363533587
          0,           0,         373,      -5.814901439,      -3.011294033,      -2.830125117,       -2.82477138,     -0.3411325632
          0,           0,         374,       -5.81652745,      -3.025735365,      -2.836970323,      -2.833343038,     -0.3426610182
          0,           0,         375,      -5.815558462,      -3.034774381,      -2.842933296,      -2.841151468,     -0.3413460444
          0,           0,         376,      -5.812558982,      -3.038014947,      -2.848053604,      -2.848135564,     -0.3378075566
          0,           0,         377,      -5.808207112,      -3.035768834,      -2.852422149,      -2.854282464,     -0.3327868908
          0,           0,         378,      -5.803215642,      -3.028976641,       -2.85617501,      -2.859628754,     -0.3270569315
          0,           0,         379,      -5.798263823,      -3.018959441,      -2.859481641,      -2.864257934,     -0.3213479602
          0,           0,         380,      -5.793951752,      -3.007132882,      -2.862531739,      -2.868293442,     -0.3162989863
          0,           0,         381,      -5.790772732,      -2.994786774,       -2.86551994,      -2.871887866,     -0.3124319366
          0,           0,         382,      -5.789105561,      -2.982971744,      -2.868633396,      -2.875211203,     -0.3101463068
          0,           0,         383,      -5.789220104,      -2.972475525,      -2.872042358,      -2.878439206,     -0.3097273591
          0,           0,         384,      -5.791291704,      -2.963852382,      -2.875893977,      -2.881743663,     -0.3113621717
          0,           0,         385,      -5.795419178,      -2.957470208,        -2.8803088,      -2.885284493,     -0.3151589706
          0,           0,         386,      -5.801639844,      -2.953559742,      -2.885379515,      -2.889203741,     -0.3211629693
          0,           0,         387,      -5.809940763,      -2.952255113,      -2.891170744,      -2.893621817,     -0.3293681459
          0,           0,         388,      -5.820263726,      -2.953623931,      -2.897719424,      -2.898634862,     -0.3397225476
          0,           0,         389,      -5.832504744,      -2.957687555,      -2.905035164,      -2.904313353,     -0.3521278094
          0,           0,         390,      -5.846508851,      -2.964433259,      -2.913100929,      -2.910701664,     -0.3664336289
          0,           0,         391,      -5.862061062,      -2.973818736,      -2.921873325,      -2.917818155,     -0.3824276641
          0,           0,         392,      -5.878875564,      -2.985771443,      -2.931284049,      -2.925655786,     -0.3998228625
          0,           0,         393,      -5.896586983,       -3.00018292,      -2.941241983,       -2.93418411,     -0.4182459365
          0,           0,         394,      -5.914746201,      -3.016896877,      -2.951636809,      -2.943351864,     -0.4372294768
          0,           0,         395,       -5.93282852,      -3.035690388,      -2.962344105,      -2.953090197,     -0.4562159569
          0,           0,         396,      -5.950260933,        -3.0562497,      -2.973230073,      -2.963314068,     -0.4745817477
          0,           0,         397,       -5.96646666,      -3.078143051,      -2.984142275,      -2.973909689,     -0.4916816509
          0,           0,         398,      -5.980894862,      -3.100800527,      -2.994877875,      -2.984702283,      -0.506884953
          0,           0,         399,      -5.993026375,      -3.123492595,      -3.005202432,      -2.995468676,     -0.5195946466
          0,           0,         400,      -6.002433047,      -3.145311803,      -3.014912763,       -3.00599118,     -0.5293203625
          0,           0,         401,      -6.008850957,      -3.165198206,      -3.023849342,      -3.016074375,     -0.5357637827
          0,           0,         402,      -6.012230045,      -3.182027666,      -3.031897169,      -3.025549321,      -0.538875262
          0,           0,         403,      -6.012768887,      -3.194775929,       -3.03899619,      -3.034282952,     -0.5388861292
          0,           0,         404,      -6.010906936,      -3.202733695,      -3.045147567,      -3.042186439,     -0.5362922222
          0,           0,         405,      -6.007263198,      -3.205693037,      -3.050411236,      -3.049218705,     -0.5317801983
          0,           0,         406,      -6.002544772,      -3.204014931,      -3.054897802,      -3.055386956,     -0.5261239431
          0,           0,         407,      -5.997463402,      -3.198543562,      -3.058758394,      -3.060745576,     -0.5200923931
          0,           0,         408,      -5.992675349,      -3.190412043,      -3.062172466,      -3.065391878,     -0.5143856002
          0,           0,         409,       -5.98874321,      -3.180824224,      -3.065334075,      -3.069458509,     -0.5095970439
          0,           0,         410,      -5.986117027,      -3.170886151,      -3.068438604,       -3.07310341,     -0.5061975913
          0,           0,         411,      -5.985130074,       -3.16151454,      -3.071670633,      -3.076498494,     -0.5045348744
          0,           0,         412,      -5.986008844,      -3.153411892,      -3.075196398,      -3.079819564,     -0.5048457391
          0,           0,         413,      -5.988886866,      -3.147084079,      -3.079158145,      -3.083236362,     -0.5072720533
          0,           0,         414,      -5.993821814,      -3.142875752,       -3.08367099,       -3.08690511,     -0.5118786721
          0,           0,         415,      -6.000810084,      -3.141008548,      -3.088821554,      -3.090962851,     -0.5186684666
          0,           0,         416,      -6.009795807,      -3.141614315,      -3.094667573,      -3.095523394,     -0.5275915552
          0,           0,         417,      -6.020673509,      -3.144760178,      -3.101237856,      -3.100674482,     -0.5385480113
          0,           0,         418,       -6.03328526,      -3.150465578,      -3.108532284,      -3.106476249,     -0.5513846713
          0,           0,         419,      -6.047414427,      -3.158712418,      -3.116522314,      -3.112960496,     -0.5658880413
          0,           0,         420,      -6.062777697,      -3.169448655,      -3.125152169,      -3.120131701,     -0.5817746939
          0,           0,         421,      -6.079017404,      -3.182585876,      -3.134343385,      -3.127971054,     -0.5986812626
          0,           0,         422,      -6.095701127,      -3.197990025,      -3.144007705,      -3.136448315,      -0.616161035
          0,           0,         423,      -6.112343557,        -3.2154618,      -3.154055397,      -3.145528444,      -0.633701523
          0,           0,         424,      -6.128444383,      -3.234721483,      -3.164326176,      -3.155105105,     -0.6507554434
          0,           0,         425,      -6.143461926,      -3.255408216,      -3.174577436,      -3.164982283,     -0.6667193477
          0,           0,         426,      -6.156836783,      -3.277042857,      -3.184603893,      -3.174975987,      -0.680967877
          0,           0,         427,      -6.168078213,      -3.298993414,       -3.19421872,      -3.184907244,     -0.6929402143
          0,           0,         428,      -6.176803916,      -3.320462723,      -3.203238466,       -3.19458948,     -0.7021922034
          0,           0,         429,      -6.182771584,      -3.340494442,      -3.211500227,      -3.203838609,     -0.7084399483
          0,           0,         430,      -6.185913581,      -3.358030074,      -3.218879484,      -3.212487296,     -0.7116022423
          0,           0,         431,      -6.186377739,      -3.372035385,      -3.225307197,      -3.220401908,     -0.7118416736
          0,           0,         432,      -6.184541976,      -3.381689643,      -3.230779095,      -3.227495609,     -0.7095729847
          0,           0,         433,      -6.180967483,      -3.386581262,      -3.235353609,      -3.233732481,     -0.7054076645
          0,           0,         434,       -6.17631297,      -3.386825343,      -3.239142745,      -3.239125921,     -0.7000592812
          0,           0,         435,      -6.171255857,      -3.383046069,      -3.242300889,      -3.243735595,     -0.6942566974
          0,           0,         436,      -6.166434084,      -3.376232694,      -3.245011784,      -3.247662423,     -0.6886808581
          0,           0,         437,       -6.16240591,      -3.367534844,      -3.247474007,      -3.251040675,     -0.6839233117
          0,           0,         438,      -6.159626702,      -3.358075696,      -3.249887166,      -3.254028278,     -0.6804643929
          0,           0,         439,      -6.158442386,      -3.348830337,      -3.252440595,      -3.256796539,     -0.6786689614
          0,           0,         440,      -6.159095561,       -3.34057526,      -3.255305143,      -3.259520242,     -0.6787945295
          0,           0,         441,      -6.161739026,      -3.333888956,      -3.258627926,      -3.262368915,     -0.6810062083
          0,           0,         442,      -6.166452061,      -3.329179841,      -3.262529378,      -3.265499701,     -0.6853938073
          0,           0,         443,      -6.173254863,      -3.326722468,      -3.267102001,      -3.269051655,     -0.6919867668
          0,           0,         444,      -6.182118603,      -3.326691741,      -3.272410112,       -3.27314211,     -0.7007645481
          0,           0,         445,      -6.192969485,       -3.32919032,      -3.278490005,      -3.277863911,     -0.7116608859
          0,           0,         446,      -6.205687143,      -3.334268195,      -3.285350404,      -3.283284018,     -0.7245621324
          0,           0,         447,      -6.220098553,       -3.34193519,      -3.292972978,      -3.289442839,     -0.7393007395
          0,           0,         448,      -6.235968692,      -3.352166618,      -3.301313792,      -3.296355141,     -0.7556448028
          0,           0,         449,      -6.252989981,      -3.364903018,      -3.310306687,      -3.304012939,     -0.7732855536
          0,           0,         450,      -6.270774475,      -3.380044176,      -3.319870559,      -3.312392084,     -0.7918265292
          0,           0,         451,      -6.288858357,      -3.397433854,      -3.329915502,      -3.321457152,     -0.8107838547
          0,           0,         452,      -6.306730948,          -3.41684,       -3.34031533,      -3.331134094,     -0.8296095022
          0,           0,         453,      -6.323847814,      -3.437942858,      -3.350867685,      -3.341268798,     -0.8477028817
          0,           0,         454,      -6.339619044,      -3.460315167,      -3.361355297,      -3.351674853,     -0.8644056488
          0,           0,         455,      -6.353465242,      -3.483381926,      -3.371584481,       -3.36217075,     -0.8790617917
          0,           0,         456,      -6.364885338,      -3.506392762,      -3.381368341,      -3.372570599,     -0.8910946115
          0,           0,         457,      -6.373502922,      -3.528411866,      -3.390531326,      -3.382684637,      -0.900067049
          0,           0,         458,      -6.379105952,      -3.548347889,      -3.398924807,       -3.39232911,     -0.9057342917
          0,           0,         459,      -6.381690803,      -3.565052479,      -3.406443395,      -3.401341127,     -0.9080944079
          0,           0,         460,      -6.381500414,      -3.577499262,      -3.413038235,      -3.409594099,     -0.9074234031
          0,           0,         461,      -6.379018659,      -3.585009818,      -3.418721286,       -3.41700752,     -0.9042596846
          0,           0,         462,       -6.37489906,      -3.587438442,      -3.423560796,      -3.423550046,     -0.8993210937
          0,           0,         463,      -6.369864517,      -3.585223624,      -3.427673074,      -3.429239343,     -0.8933939164
          0,           0,         464,      -6.364624832,      -3.579281243,      -3.431212685,      -3.434140161,     -0.8872425056
          0,           0,         465,      -6.359821896,      -3.570793975,      -3.434360113,      -3.438359222,     -0.8815509983
          0,           0,         466,      -6.355997931,      -3.560988512,      -3.437307938,      -3.442036803,     -0.8768918347
          0,           0,         467,      -6.353581274,        -3.5509721,      -3.440247819,      -3.445336189,     -0.8737143951
          0,           0,         468,      -6.352887004,       -3.54164996,      -3.443359814,       -3.44843259,     -0.8723486981
          0,           0,         469,      -6.354127595,      -3.533709008,      -3.446804656,      -3.451502653,     -0.8730184969
          0,           0,         470,       -6.35742865,      -3.527640553,      -3.450718873,      -3.454715476,     -0.8758586332
          0,           0,         471,      -6.362845577,      -3.523778637,      -3.455212258,      -3.458225583,     -0.8809326227
          0,           0,         472,      -6.370377023,      -3.522339127,      -3.460366909,      -3.462167878,     -0.8882466252
          0,           0,         473,      -6.379972877,      -3.523452777,      -3.466237263,      -3.466654376,     -0.8977577766
          0,           0,         474,      -6.391535956,      -3.527189919,      -3.472850942,      -3.471772755,     -0.9093760345
          0,           0,         475,      -6.404917029,      -3.533576378,      -3.480210893,      -3.477587204,     -0.9229591756
          0,           0,         476,      -6.419905718,      -3.542600761,      -3.488298917,      -3.484141136,     -0.9383031313
          0,           0,         477,      -6.436223162,       -3.55421123,      -3.497073537,      -3.491454009,     -0.9551325047
          0,           0,         478,      -6.453527129,      -3.568309644,      -3.506451917,      -3.499502564,     -0.9731013445
          0,           0,         479,      -6.471407939,      -3.584757307,      -3.516307783,      -3.508217031,     -0.9917866931
          0,           0,         480,      -6.489369891,      -3.603367493,      -3.526498568,      -3.517505303,      -1.010669118
          0,           0,         481,      -6.506846094,      -3.623874547,       -3.53686978,      -3.527257639,      -1.029142094
          0,           0,         482,      -6.523235642,       -3.64590095,      -3.547249468,      -3.537341599,      -1.046546433
          0,           0,         483,      -6.537946693,       -3.66892269,      -3.557453203,      -3.547603098,      -1.062216516
          0,           0,         484,      -6.550446365,      -3.692235905,      -3.567293272,      -3.557869739,      -1.075539181
          0,           0,         485,      -6.560309711,      -3.714936605,      -3.576589979,      -3.567957158,       -1.08601657
          0,           0,         486,      -6.567262424,      -3.735932944,      -3.585184809,       -3.57767987,      -1.093323128
          0,           0,         487,      -6.571221044,      -3.754019098,      -3.592955509,      -3.586866089,      -1.097355182
          0,           0,         488,      -6.572329049,      -3.768036071,      -3.599830326,      -3.595373694,      -1.098268312
          0,           0,         489,      -6.570963855,      -3.777105153,      -3.605796173,      -3.603101992,      -1.096478458
          0,           0,         490,      -6.567691043,      -3.780856364,      -3.610897895,      -3.609996717,      -1.092606315
          0,           0,         491,      -6.563183534,      -3.779543225,      -3.615232041,      -3.616051423,      -1.087385602
          0,           0,         492,      -6.558142026,      -3.773982829,      -3.618938432,      -3.621307551,      -1.081574003
          0,           0,         493,      -6.553232371,      -3.765354169,      -3.622188932,       -3.62585145,      -1.075884734
          0,           0,         494,      -6.549040682,      -3.754950394,       -3.62517372,      -3.629807294,      -1.070940172
          0,           0,         495,      -6.546047473,      -3.743977943,      -3.628087271,      -3.633327167,      -1.067247484
          0,           0,         496,      -6.544619347,      -3.733443015,      -3.631116281,      -3.636579912,      -1.065192893
          0,           0,         497,      -6.545014674,      -3.724117849,      -3.634430509,      -3.639740183,      -1.065049694
          0,           0,         498,      -6.547397518,      -3.716557636,      -3.638176706,      -3.642978726,      -1.066993856
          0,           0,         499,      -6.551854539,      -3.711139881,      -3.642475207,      -3.646454506,      -1.071121961
          0,           0,         500,      -6.558410447,       -3.70810761,      -3.647418473,       -3.65030882,      -1.077467268
          0,           0,         501,      -6.567038637,      -3.707606884,      -3.653070719,      -3.654661098,      -1.086010748
          0,           0,         502,      -6.577665785,      -3.709715243,      -3.659467902,      -3.659606107,      -1.096685905
          0,           0,         503,      -6.590170722,      -3.714461796,      -3.666618298,      -3.665212381,      -1.109377542
          0,           0,         504,        -6.6043786,        -3.7218386,      -3.674502574,      -3.671521415,      -1.123915435
          0,           0,         505,      -6.620052047,      -3.731805745,      -3.683074471,      -3.678547717,      -1.140064275
          0,           0,         506,      -6.636881417,      -3.744290593,      -3.692262124,      -3.686279701,      -1.157511837
          0,           0,         507,        -6.6544773,      -3.759181217,      -3.701970286,      -3.694681417,      -1.175858453
          0,           0,         508,      -6.672370322,       -3.77631395,       -3.71208377,       -3.70369497,      -1.194612972
          0,           0,         509,      -6.690024544,      -3.795454822,      -3.722471075,      -3.713242254,      -1.213202208
          0,           0,         510,      -6.706867515,       -3.81627576,      -3.732984705,      -3.723222401,      -1.230998596
          0,           0,         511,      -6.722328667,      -3.838328213,       -3.74345589,      -3.733503018,      -1.247360372
          0,           0,         512,      -6.735872401,       -3.86101727,      -3.753692136,      -3.743913683,      -1.261672459
          0,           0,         513,      -6.747028912,      -3.883580147,      -3.763488962,       -3.75425359,      -1.273389843
          0,           0,         514,      -6.755432926,      -3.905080967,      -3.772651394,      -3.764310714,      -1.282090346
          0,           0,         515,      -6.760870772,      -3.924444236,      -3.781015877,      -3.773883494,      -1.287533147
          0,           0,         516,       -6.76333463,      -3.940553385,      -3.788469653,      -3.782800758,      -1.289717392
          0,           0,         517,      -6.763066008,      -3.952425873,      -3.794964304,      -3.790936766,      -1.288921427
          0,           0,         518,       -6.76054779,      -3.959430278,      -3.800518514,      -3.798217953,       -1.28568489
          0,           0,         519,      -6.756430033,      -3.961458817,      -3.805210898,      -3.804622579,       -1.28072293
          0,           0,         520,      -6.751430283,      -3.958969251,      -3.809169135,      -3.810178167,      -1.274816031
          0,           0,         521,      -6.746252223,      -3.952875513,      -3.812558233,      -3.814958186,      -1.268721206
          0,           0,         522,      -6.741531441,      -3.944342115,       -3.81556716,      -3.819076135,      -1.263114711
          0,           0,         523,       -6.73780284,      -3.934569865,      -3.818394537,      -3.822676678,      -1.258560306
          0,           0,         524,      -6.735486295,      -3.924639185,      -3.821235572,      -3.825925133,      -1.255497811
          0,           0,         525,      -6.734887387,      -3.915431522,      -3.824271678,      -3.828996664,      -1.254246934
          0,           0,         526,      -6.736208459,       -3.90761437,      -3.827663185,      -3.832066247,      -1.255020702
          0,           0,         527,       -6.73956497,      -3.901663749,      -3.831544927,      -3.835300195,      -1.257943301
          0,           0,         528,      -6.745002311,      -3.897901565,      -3.836024112,      -3.838849536,      -1.263067718
          0,           0,         529,      -6.752509185,      -3.896533693,       -3.84117963,      -3.842845164,      -1.270389554
          0,           0,         530,      -6.762025194,      -3.897681963,      -3.847062078,       -3.84739449,      -1.279854862
          0,           0,         531,      -6.773442205,      -3.901407969,      -3.853694135,      -3.852579429,      -1.291361571
          0,           0,         532,       -6.78660027,      -3.907728948,      -3.861071524,      -3.858455891,      -1.304755158
          0,           0,         533,      -6.801279384,      -3.916626569,      -3.869165767,      -3.865055806,      -1.319819665
          0,           0,         534,      -6.817189117,       -3.92804839,      -3.877930844,      -3.872393326,      -1.336265953
          0,           0,         535,      -6.833964742,      -3.941898878,      -3.887306456,      -3.880467401,      -1.353724858
          0,           0,         536,       -6.85118519,      -3.958024958,      -3.897186365,      -3.889229905,      -1.371758644
          0,           0,         537,      -6.868374757,      -3.976219052,      -3.907399795,      -3.898564815,      -1.389859992
          0,           0,         538,      -6.884982027,      -3.996208762,      -3.917770425,      -3.908338866,      -1.407434709
          0,           0,         539,      -6.900423802,      -4.017618624,       -3.92812453,      -3.918411513,      -1.423841427
          0,           0,         540,      -6.914141606,       -4.03993843,      -3.938275971,      -3.928622844,      -1.438450121
          0,           0,         541,       -6.92564594,      -4.062494392,      -3.948034384,       -3.93879636,      -1.450696259
          0,           0,         542,      -6.934555675,      -4.084432692,       -3.95721783,      -3.948745638,      -1.460133635
          0,           0,         543,      -6.940633302,      -4.104734094,      -3.965667208,      -3.958284962,      -1.466482703
          0,           0,         544,      -6.943824364,      -4.122283849,       -3.97326212,       -3.96724464,      -1.469677031
          0,           0,         545,       -6.94429739,      -4.136017748,      -3.979935518,      -3.975487814,      -1.469902255
          0,           0,         546,      -6.942451208,      -4.145130155,      -3.985681603,      -3.982922376,      -1.467596794
          0,           0,         547,      -6.938863419,       -4.14927572,      -3.990554002,      -3.989505008,      -1.463391361
          0,           0,         548,      -6.934205122,      -4.148672709,      -3.994658134,      -3.995241065,      -1.458014169
          0,           0,         549,      -6.929163009,      -4.144056264,      -3.998141462,      -4.000183141,      -1.452204721
          0,           0,         550,      -6.924381295,      -4.136505535,      -4.001181338,      -4.004426892,      -1.446650788
          0,           0,         551,      -6.920421594,       -4.12722384,      -4.003970934,      -4.008103352,      -1.441947304
          0,           0,         552,      -6.917740429,      -4.117352645,      -4.006705588,       -4.01136902,      -1.438575538
          0,           0,         553,      -6.916683276,      -4.107860245,      -4.009571406,      -4.014395115,      -1.436899593
          0,           0,         554,      -6.917491263,      -4.099502863,      -4.012736779,      -4.017357135,      -1.437175213
          0,           0,         555,      -6.920315176,      -4.092834371,      -4.016346788,      -4.020425594,      -1.439565233
          0,           0,         556,      -6.925231891,      -4.088239404,      -4.020520069,      -4.023758507,      -1.444156865
          0,           0,         557,      -6.932258946,      -4.085972086,      -4.025347442,      -4.027495714,      -1.450976784
          0,           0,         558,      -6.941364379,       -4.08619081,      -4.030891537,      -4.031754857,      -1.460001284
          0,           0,         559,      -6.952470467,       -4.08898529,      -4.037186861,      -4.036628697,       -1.47116021
          0,           0,         560,      -6.965451763,      -4.094395411,      -4.044240045,      -4.042183569,       -1.48433492
