Point ID,Density,Eddy_Viscosity,Energy,Heat_Flux,Laminar_Viscosity,Mach,Momentum_0,Momentum_1,Momentum_2,Momentum_Magnitude,Nu_Tilde,Points_0,Points_1,Points_2,Points_Magnitude,Pressure,Pressure_Coefficient,Skin_Friction_Coefficient_0,Skin_Friction_Coefficient_1,Skin_Friction_Coefficient_2,Skin_Friction_Coefficient_Magnitude,Temperature,Velocity_0,Velocity_1,Velocity_2,Velocity_Magnitude,Y_Plus
0,0.851857,0,2.45183,-0,6.05684e-08,0,0,0,0,0,0,1.02812,1.07667,-0.00972689,1.48874,0.980734,-0.0767168,0.00103718,0.00014368,0.000105095,0.00105235,1.12972,0,0,0,0,8.55051
1,0.84889,0,2.44311,-0,6.0565e-08,0,0,0,0,0,0,1.01817,1.07667,-0.0107583,1.48189,0.977244,-0.083697,0.00104677,0.000140751,0.000102263,0.00106113,1.12963,0,0,0,0,8.59418
2,0.845258,0,2.43242,-0,6.05606e-08,0,0,0,0,0,0,1.00545,1.07667,-0.0120195,1.47319,0.97297,-0.0922453,0.00105686,0.000138385,9.89928e-05,0.00107046,1.12953,0,0,0,0,8.63726
3,0.841359,0,2.42095,-0,6.05558e-08,0,0,0,0,0,0,0.991997,1.07667,-0.0132988,1.46405,0.968379,-0.101427,0.00106639,0.000136679,9.59996e-05,0.00107939,1.12941,0,0,0,0,8.67852
4,0.836702,0,2.40724,-0,6.05499e-08,0,0,0,0,0,0,0.977844,1.07667,-0.0145919,1.45451,0.962896,-0.112393,0.00107792,0.000135311,9.33639e-05,0.00109038,1.12926,0,0,0,0,8.71467
5,0.831076,0,2.39068,-0,6.05429e-08,0,0,0,0,0,0,0.963043,1.07667,-0.0158912,1.44462,0.956273,-0.125638,0.00109269,0.000133626,9.08662e-05,0.00110458,1.12909,0,0,0,0,8.75677
6,0.824236,0,2.37057,-0,6.05344e-08,0,0,0,0,0,0,0.947657,1.07667,-0.0171831,1.43442,0.948226,-0.141732,0.00111211,0.000131111,8.81542e-05,0.00112328,1.12888,0,0,0,0,8.81054
7,0.881053,0,2.53957,-0,6.06351e-08,0,0,0,0,0,0,1.10761,1.07667,0,1.54467,1.01583,-0.0065256,1.24795e-05,4.45696e-05,-0.000545554,0.000547514,1.13137,0,0,0,0,6.12997
8,0.88704,0,2.55472,-0,6.05973e-08,0,0,0,0,0,0,1.10079,1.07667,-0.000927906,1.53979,1.02189,0.00559031,0.001049,0.000249814,0.000131735,0.00108635,1.13044,0,0,0,0,8.71282
9,0.883449,0,2.54415,-0,6.05934e-08,0,0,0,0,0,0,1.09379,1.07667,-0.00185834,1.5348,1.01766,-0.00286237,0.000946838,0.000203344,0.000117339,0.00097551,1.13034,0,0,0,0,8.22446
10,0.879076,0,2.53172,-0,6.05962e-08,0,0,0,0,0,0,1.08648,1.07667,-0.00281508,1.52959,1.01269,-0.0128086,0.000937495,0.000188336,0.000114782,0.00096309,1.13041,0,0,0,0,8.15445
11,0.874386,0,2.51805,-0,6.05932e-08,0,0,0,0,0,0,1.0787,1.07667,-0.00381622,1.52408,1.00722,-0.0237477,0.000949104,0.00017857,0.000114705,0.000972545,1.13033,0,0,0,0,8.18139
12,0.869572,0,2.50394,-0,6.05888e-08,0,0,0,0,0,0,1.07037,1.07667,-0.00486925,1.5182,1.00158,-0.0350317,0.000966828,0.000170273,0.000114545,0.000988367,1.13023,0,0,0,0,8.24604
13,0.864825,0,2.49,-0,6.05837e-08,0,0,0,0,0,0,1.0614,1.07667,-0.00597182,1.5119,0.995999,-0.0461874,0.000986069,0.000162494,0.000113528,0.0010058,1.1301,0,0,0,0,8.32238
14,0.860257,0,2.47656,-0,6.05786e-08,0,0,0,0,0,0,1.05173,1.07667,-0.00711873,1.50513,0.990626,-0.0569327,0.00100507,0.000155476,0.000111641,0.00102313,1.12997,0,0,0,0,8.39823
15,0.85619,0,2.46459,-0,6.05738e-08,0,0,0,0,0,0,1.04131,1.07667,-0.00830308,1.49787,0.985838,-0.0665091,0.00102142,0.000149302,0.000108901,0.001038,1.12985,0,0,0,0,8.47369
16,0.852426,0,2.45351,-0,6.05691e-08,0,0,0,0,0,0,1.03013,1.07667,-0.00951812,1.49013,0.981404,-0.075377,0.00103523,0.000144308,0.000105667,0.00105057,1.12974,0,0,0,0,8.54149
17,0.816273,0,2.34716,-0,6.05245e-08,0,0,0,0,0,0,0.931754,1.07667,-0.0184465,1.42398,0.938863,-0.160459,0.00113781,0.000127434,8.4798e-05,0.00114806,1.12863,0,0,0,0,8.87405
18,0.807387,0,2.32106,-0,6.05138e-08,0,0,0,0,0,0,0.915415,1.07667,-0.0196526,1.41336,0.928423,-0.181339,0.00117007,0.000122458,8.0243e-05,0.00117919,1.12837,0,0,0,0,8.94759
19,0.798096,0,2.29381,-0,6.0503e-08,0,0,0,0,0,0,0.898722,1.07667,-0.020767,1.40262,0.917522,-0.20314,0.00120737,0.000116178,7.38886e-05,0.0012152,1.1281,0,0,0,0,9.03557
20,0.789169,0,2.2677,-0,6.0494e-08,0,0,0,0,0,0,0.881769,1.07667,-0.0217531,1.39184,0.90708,-0.224024,0.00124624,0.00010886,6.52307e-05,0.00125269,1.12788,0,0,0,0,9.12284
21,0.781672,0,2.24582,-0,6.04872e-08,0,0,0,0,0,0,0.864651,1.07667,-0.022577,1.38107,0.89833,-0.241526,0.00128427,0.000101363,5.418e-05,0.0012894,1.12771,0,0,0,0,9.20757
22,0.77663,0,2.2311,-0,6.04823e-08,0,0,0,0,0,0,0.84747,1.07667,-0.0232123,1.37039,0.892439,-0.253307,0.0013207,9.47842e-05,4.10627e-05,0.00132473,1.12759,0,0,0,0,9.29863
23,0.774817,0,2.22575,-0,6.04796e-08,0,0,0,0,0,0,0.830329,1.07667,-0.0236431,1.35986,0.890302,-0.257581,0.00135422,8.98705e-05,2.64467e-05,0.00135746,1.12752,0,0,0,0,9.38979
24,0.776489,0,2.23055,-0,6.04793e-08,0,0,0,0,0,0,0.813335,1.07667,-0.023866,1.34956,0.892219,-0.253746,0.00138239,8.67995e-05,1.10619e-05,0.00138516,1.12752,0,0,0,0,9.48259
25,0.781424,0,2.24485,-0,6.04819e-08,0,0,0,0,0,0,0.796591,1.07667,-0.0238896,1.33953,0.89794,-0.242304,0.00140409,8.52692e-05,-4.31817e-06,0.00140668,1.12758,0,0,0,0,9.56866
26,0.78906,0,2.26707,-0,6.04876e-08,0,0,0,0,0,0,0.7802,1.07667,-0.0237312,1.32985,0.906829,-0.224527,0.00141827,8.45707e-05,-1.91015e-05,0.00142092,1.12772,0,0,0,0,9.64255
27,0.798761,0,2.29541,-0,6.04968e-08,0,0,0,0,0,0,0.764261,1.07667,-0.023413,1.32055,0.918164,-0.201857,0.00142448,8.38736e-05,-3.29744e-05,0.00142733,1.12795,0,0,0,0,9.69895
28,0.809945,0,2.32816,-0,6.05088e-08,0,0,0,0,0,0,0.748869,1.07667,-0.0229577,1.3117,0.931264,-0.175656,0.00142546,8.25622e-05,-4.60528e-05,0.00142859,1.12824,0,0,0,0,9.74274
29,0.822194,0,2.36413,-0,6.05234e-08,0,0,0,0,0,0,0.73411,1.07667,-0.0223851,1.30332,0.945652,-0.146881,0.00142116,8.02037e-05,-5.8703e-05,0.00142463,1.12861,0,0,0,0,9.76835
30,0.586925,0,1.69444,-0,6.06992e-08,0,0,0,0,0,0,0.73411,1.07667,0.0223851,1.30332,0.677777,-0.68263,-0.000158866,2.16565e-05,-7.64654e-06,0.000160518,1.13296,0,0,0,0,3.72139
