Point ID,Density,Eddy_Viscosity,Energy,Heat_Flux,Laminar_Viscosity,Mach,Momentum_0,Momentum_1,Momentum_2,Momentum_Magnitude,Nu_Tilde,Points_0,Points_1,Points_2,Points_Magnitude,Pressure,Pressure_Coefficient,Skin_Friction_Coefficient_0,Skin_Friction_Coefficient_1,Skin_Friction_Coefficient_2,Skin_Friction_Coefficient_Magnitude,Temperature,Velocity_0,Velocity_1,Velocity_2,Velocity_Magnitude,Y_Plus
39,0.834118,0,2.39993,-0,6.05524e-08,0,0,0,0,0,0,0.429962,0.23926,-0.0359234,0.493359,0.959974,-0.118237,0.00114064,-5.21101e-05,7.7586e-06,0.00114185,1.12932,0,0,0,0,9.12964
40,0.84443,0,2.43014,-0,6.05624e-08,0,0,0,0,0,0,0.404759,0.23926,-0.035959,0.471559,0.972057,-0.0940716,0.00114152,-5.03213e-05,-5.46325e-06,0.00114264,1.12957,0,0,0,0,9.16561
41,0.855745,0,2.4633,-0,6.05735e-08,0,0,0,0,0,0,0.380087,0.23926,-0.0357206,0.450542,0.98532,-0.0675441,0.00113968,-4.69341e-05,-1.78036e-05,0.00114078,1.12985,0,0,0,0,9.19459
42,0.867398,0,2.49746,-0,6.05848e-08,0,0,0,0,0,0,0.356096,0.23926,-0.0352416,0.430455,0.998986,-0.0402129,0.00113733,-4.25935e-05,-2.91928e-05,0.0011385,1.13013,0,0,0,0,9.2152
43,1.24568,0,3.61263,-0,6.09149e-08,0,0,0,0,0,0,0.139949,0.23926,-0.00727798,0.27728,1.44505,0.851916,0.000530124,0.000615841,-0.000263573,0.000854261,1.13832,0,0,0,0,7.86434
44,1.25247,0,3.63264,-0,6.09191e-08,0,0,0,0,0,0,0.138175,0.23926,-0.00366595,0.276317,1.45305,0.867925,0.000325269,0.000714561,0.000262886,0.000827953,1.13842,0,0,0,0,7.6437
45,1.18699,0,3.43996,-0,6.08823e-08,0,0,0,0,0,0,0.137575,0.23926,0,0.275993,1.37598,0.713784,0.000368873,0.000641518,0.000853643,0.00112974,1.13751,0,0,0,0,9.33887
46,1.05259,0,3.04503,-0,6.08005e-08,0,0,0,0,0,0,0.138175,0.23926,0.00366595,0.276317,1.21801,0.397839,0.000745505,0.000470048,0.00145615,0.00170208,1.13547,0,0,0,0,10.075
47,0.890167,0,2.56828,-0,6.0678e-08,0,0,0,0,0,0,0.139949,0.23926,0.00727798,0.27728,1.02731,0.0164414,0.00125304,0.000159412,0.00174491,0.00215412,1.13244,0,0,0,0,10.5898
48,0.725995,0,2.08818,-0,6.05373e-08,0,0,0,0,0,0,0.142917,0.23926,0.0107924,0.278903,0.835273,-0.367638,0.00175094,-0.000168857,0.00173684,0.00247203,1.12895,0,0,0,0,10.4629
49,0.571288,0,1.63845,-0,6.0405e-08,0,0,0,0,0,0,0.147197,0.23926,0.0140893,0.281266,0.655382,-0.727421,0.00216882,-0.000455668,0.00149382,0.00267262,1.12568,0,0,0,0,9.92946
50,0.55495,0,1.59239,-0,6.04286e-08,0,0,0,0,0,0,0.558488,0.23926,0.0312588,0.608384,0.636957,-0.764271,0.000949424,2.88518e-05,-5.89013e-05,0.000951687,1.12626,0,0,0,0,6.841
51,0.610246,0,1.75415,-0,6.05074e-08,0,0,0,0,0,0,0.583614,0.23926,0.0295814,0.631447,0.70166,-0.634865,0.000604817,7.65226e-05,-4.12644e-05,0.000611033,1.12821,0,0,0,0,5.69767
52,0.68455,0,1.97124,-0,6.05878e-08,0,0,0,0,0,0,0.608208,0.23926,0.027766,0.654167,0.788498,-0.46119,0.00030477,0.000106048,-2.13847e-05,0.000323401,1.1302,0,0,0,0,4.34384
53,0.745647,0,2.14987,-0,6.06459e-08,0,0,0,0,0,0,0.632145,0.23926,0.0258643,0.676403,0.859949,-0.318287,0.000147416,0.000117065,-9.65085e-06,0.000188491,1.13164,0,0,0,0,3.55006
54,0.785186,0,2.26584,-0,6.06867e-08,0,0,0,0,0,0,0.655305,0.23926,0.0239196,0.698027,0.906335,-0.225514,8.96354e-05,0.000120976,-5.03802e-06,0.000150649,1.13265,0,0,0,0,3.26826
55,0.810709,0,2.34083,-0,6.07133e-08,0,0,0,0,0,0,0.677583,0.23926,0.0219639,0.71892,0.936333,-0.165519,8.09835e-05,0.000123413,-4.37544e-06,0.000147676,1.13331,0,0,0,0,3.24106
56,0.829077,0,2.39478,-0,6.07309e-08,0,0,0,0,0,0,0.698886,0.23926,0.0200175,0.738978,0.957912,-0.122361,8.59143e-05,0.00012477,-4.93693e-06,0.000151569,1.13375,0,0,0,0,3.29985
57,0.8443,0,2.43938,-0,6.07427e-08,0,0,0,0,0,0,0.71914,0.23926,0.018092,0.758113,0.975753,-0.0866795,9.03577e-05,0.000125498,-5.51557e-06,0.000154741,1.13404,0,0,0,0,3.352
58,0.857992,0,2.47939,-0,6.07511e-08,0,0,0,0,0,0,0.738284,0.23926,0.0161936,0.776255,0.991758,-0.0546691,8.97571e-05,0.000126496,-5.63419e-06,0.000155207,1.13425,0,0,0,0,3.37098
59,0.854447,0,2.45968,-0,6.05757e-08,0,0,0,0,0,0,0.71914,0.23926,-0.018092,0.758113,0.983873,-0.0704377,0.000918999,5.04429e-06,8.90658e-05,0.000923318,1.1299,0,0,0,0,8.27126
60,0.849386,0,2.44481,-0,6.05701e-08,0,0,0,0,0,0,0.698886,0.23926,-0.0200175,0.738978,0.977926,-0.0823334,0.000935346,1.66514e-06,8.71056e-05,0.000939394,1.12976,0,0,0,0,8.34375
