"Time_Iter","Outer_Iter","Inner_Iter",   "rms[A_Rho]"   ,   "rms[A_RhoU]"  ,   "rms[A_RhoV]"  ,    "rms[A_E]"    
          0,           0,           0,      -5.694991998,      -5.440698891,      -5.553739778,      -5.563709612
          0,           0,           1,      -5.389770047,      -5.335068537,      -5.306689093,      -5.751297775
          0,           0,           2,      -5.147375754,      -5.119534708,       -5.18578394,      -5.641457215
          0,           0,           3,      -5.046444296,      -5.013489125,      -5.127346036,      -5.566504399
          0,           0,           4,      -5.028616934,      -4.999262068,      -5.147391406,      -5.557814634
          0,           0,           5,      -5.047556725,      -5.017004096,      -5.197226913,      -5.581796591
          0,           0,           6,      -5.073925832,      -5.032408053,       -5.23805446,      -5.618081109
          0,           0,           7,      -5.090689393,       -5.03355317,      -5.268497592,      -5.643624721
          0,           0,           8,      -5.099146824,      -5.027276067,       -5.30867871,      -5.664865028
          0,           0,           9,      -5.102357998,      -5.018497282,      -5.358481268,       -5.69173937
          0,           0,          10,      -5.106715114,      -5.013910808,      -5.406073353,      -5.714789871
          0,           0,          11,      -5.117153741,      -5.015988457,      -5.431734163,      -5.731038754
          0,           0,          12,      -5.130028428,      -5.018879235,      -5.445692321,      -5.740495261
          0,           0,          13,      -5.140868957,      -5.017603982,      -5.463249216,      -5.743665979
          0,           0,          14,      -5.150678202,      -5.013258521,      -5.479804962,      -5.742241615
          0,           0,          15,       -5.16229041,      -5.008150476,      -5.488079776,      -5.738033902
          0,           0,          16,      -5.176398674,      -5.002305592,      -5.491353906,      -5.732444078
          0,           0,          17,      -5.191859723,      -4.994892959,       -5.49614394,      -5.726706408
          0,           0,          18,      -5.207251444,      -4.986023029,      -5.505402293,      -5.722200131
          0,           0,          19,      -5.221680026,      -4.976840822,       -5.51941958,      -5.720328924
          0,           0,          20,      -5.234992715,      -4.968891825,      -5.537643758,       -5.72222789
          0,           0,          21,      -5.247735166,      -4.963674865,      -5.559127213,      -5.728742635
          0,           0,          22,      -5.261045313,      -4.962537577,      -5.582835528,      -5.740995947
          0,           0,          23,      -5.276764082,      -4.966854408,      -5.609626921,       -5.76335736
          0,           0,          24,      -5.291276918,      -4.974124516,      -5.647465687,      -5.795756349
          0,           0,          25,      -5.304385199,      -4.984175403,      -5.661971588,      -5.798728978
          0,           0,          26,      -5.322226827,      -5.001345059,      -5.674422824,      -5.821065969
          0,           0,          27,       -5.34327823,      -5.023027253,      -5.698442672,      -5.846719313
          0,           0,          28,      -5.371284238,      -5.051938117,      -5.725693851,      -5.878066851
          0,           0,          29,      -5.406972705,      -5.088070798,      -5.756395675,      -5.916710156
          0,           0,          30,      -5.448626117,      -5.130160726,      -5.794211272,      -5.959873701
          0,           0,          31,      -5.495023624,      -5.177348948,      -5.839457536,      -6.006653586
          0,           0,          32,      -5.545832366,      -5.229251627,      -5.888829052,      -6.056639287
          0,           0,          33,      -5.600355173,      -5.285457244,      -5.939668762,      -6.109869252
          0,           0,          34,      -5.657159532,      -5.345183711,       -5.99117492,       -6.16589671
          0,           0,          35,      -5.714341359,      -5.407321151,      -6.042705026,      -6.223509392
          0,           0,          36,      -5.769619516,      -5.470473449,      -6.093513152,      -6.281460433
          0,           0,          37,      -5.820498869,      -5.532904918,      -6.142841917,      -6.339111315
          0,           0,          38,      -5.864409341,      -5.592101114,      -6.186000256,      -6.394403885
          0,           0,          39,      -5.898010667,      -5.642552447,      -6.212424522,      -6.433596841
          0,           0,          40,      -5.922820093,      -5.681187896,      -6.235760381,      -6.463521764
          0,           0,          41,      -5.940289188,      -5.707343475,      -6.261970783,      -6.490764346
          0,           0,          42,      -5.951121816,      -5.720924369,      -6.283870754,      -6.510307023
          0,           0,          43,      -5.960365902,      -5.726239707,       -6.30017494,      -6.522593258
          0,           0,          44,       -5.97179246,      -5.728197515,      -6.312630426,      -6.531420568
          0,           0,          45,      -5.983276214,      -5.726861511,      -6.315915734,      -6.528525493
          0,           0,          46,      -5.995923996,      -5.726233908,      -6.313257734,       -6.52143967
          0,           0,          47,      -6.011436122,      -5.728853282,      -6.316544907,      -6.523279059
          0,           0,          48,      -6.030780965,        -5.7351628,      -6.323368143,       -6.52721644
          0,           0,          49,      -6.054276448,      -5.746482024,      -6.334370083,      -6.536820007
          0,           0,          50,      -6.080593418,      -5.762586201,      -6.349669892,      -6.553163879
          0,           0,          51,      -6.107994879,      -5.782401291,      -6.369749833,      -6.574150152
          0,           0,          52,       -6.13535196,      -5.805021735,      -6.394575753,      -6.598442698
          0,           0,          53,      -6.162162198,      -5.829985803,      -6.422904645,      -6.625769204
          0,           0,          54,      -6.188145727,      -5.856979614,       -6.45364353,      -6.656073353
          0,           0,          55,      -6.213348906,      -5.885730253,      -6.485978758,      -6.689011273
          0,           0,          56,      -6.238233708,      -5.916101971,      -6.518956661,      -6.724123341
          0,           0,          57,      -6.263473228,      -5.948108367,      -6.551563563,      -6.761008164
          0,           0,          58,      -6.289631606,      -5.981774682,       -6.58291804,       -6.79917164
          0,           0,          59,      -6.316862818,      -6.016913888,      -6.612481236,      -6.837725957
          0,           0,          60,      -6.344823557,      -6.053011653,       -6.64047524,      -6.875492908
          0,           0,          61,      -6.373017844,      -6.089418692,       -6.66773433,      -6.911748175
          0,           0,          62,      -6.401265464,      -6.125641004,      -6.694787307,      -6.946524761
          0,           0,          63,      -6.429835762,      -6.161473928,      -6.721522659,      -6.980201141
          0,           0,          64,      -6.459245589,      -6.196976165,       -6.74758718,      -7.013095017
          0,           0,          65,      -6.489997236,       -6.23235958,      -6.772845507,      -7.045297449
          0,           0,          66,       -6.52242959,      -6.267878337,      -6.797445773,      -7.076636367
          0,           0,          67,      -6.556661844,      -6.303744218,      -6.821678737,      -7.106815606
          0,           0,          68,      -6.592531452,      -6.340041187,      -6.845948308,      -7.135695925
          0,           0,          69,      -6.629545045,      -6.376651064,      -6.870703859,      -7.163383568
          0,           0,          70,      -6.666929442,      -6.413235992,      -6.896298079,      -7.190072395
          0,           0,          71,       -6.70376903,      -6.449274161,      -6.922864009,      -7.215901804
          0,           0,          72,      -6.739169606,      -6.484112361,      -6.950221868,      -7.240930464
          0,           0,          73,      -6.772421667,      -6.517019632,      -6.978184788,      -7.265090694
          0,           0,          74,      -6.803122593,      -6.547281193,      -7.006886744,      -7.288193789
          0,           0,          75,      -6.831161508,      -6.574336984,      -7.036310927,      -7.310137171
          0,           0,          76,      -6.856502759,      -6.597754917,      -7.066129926,      -7.330893629
          0,           0,          77,      -6.879084599,      -6.617225338,       -7.09609054,      -7.350202088
          0,           0,          78,      -6.899023064,      -6.632831147,      -7.125912384,      -7.367779955
          0,           0,          79,      -6.916744659,      -6.645182797,      -7.155076045,      -7.383673882
          0,           0,          80,      -6.932877656,      -6.655214446,      -7.182998412,      -7.398178606
          0,           0,          81,      -6.948056848,        -6.6638891,      -7.209332045,       -7.41160427
          0,           0,          82,      -6.962793829,      -6.672020148,      -7.234022672,      -7.424191226
          0,           0,          83,      -6.977438628,      -6.680216095,      -7.257144065,      -7.436153387
          0,           0,          84,      -6.992187822,      -6.688883514,      -7.278765826,      -7.447728489
          0,           0,          85,      -7.007109156,      -6.698251508,      -7.298974664,      -7.459179496
          0,           0,          86,      -7.022184347,      -6.708413959,      -7.317958827,      -7.470771434
          0,           0,          87,      -7.037372318,      -6.719387933,       -7.33604012,       -7.48276186
          0,           0,          88,      -7.052677902,      -6.731174643,      -7.353633457,      -7.495407246
          0,           0,          89,      -7.068203419,      -6.743806471,      -7.371176956,       -7.50896495
          0,           0,          90,      -7.084168574,      -6.757371896,      -7.389073191,      -7.523683614
          0,           0,          91,      -7.100897893,      -6.772019685,      -7.407658317,      -7.539792184
          0,           0,          92,      -7.118785311,      -6.787948718,       -7.42719811,      -7.557496599
          0,           0,          93,      -7.138249869,      -6.805390839,      -7.447901236,      -7.576983847
          0,           0,          94,      -7.159695136,      -6.824593017,      -7.469939274,      -7.598429371
