"Time_Iter","Outer_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoW]"   ,    "rms[RhoE]"   ,     "rms[nu]"    
          0,           0,          84,       -6.19961934,      -6.119593179,       -6.31165347,      -6.273985075,      -5.576505875,      -9.474224378
          0,           0,          85,      -6.195934152,      -6.125717226,      -6.321705478,      -6.280553487,      -5.573049886,      -9.474098927
          0,           0,          86,      -6.192365686,      -6.132046696,      -6.331968218,      -6.287171084,      -5.569571708,      -9.474121728
          0,           0,          87,      -6.189800295,      -6.138660895,      -6.342349886,      -6.294035833,      -5.566960258,       -9.47432308
          0,           0,          88,      -6.188968326,      -6.145313417,      -6.352755869,      -6.301194856,      -5.565958605,        -9.4747084
          0,           0,          89,      -6.190411864,      -6.151853068,      -6.363121652,      -6.308524444,      -5.567146718,      -9.475345567
          0,           0,          90,      -6.191830229,      -6.158680181,      -6.373329263,      -6.315863188,      -5.568346973,      -9.476247617
          0,           0,          91,      -6.194087355,      -6.165408998,      -6.383203768,      -6.322899103,      -5.570264586,        -9.4774197
          0,           0,          92,      -6.197903153,      -6.172108467,      -6.392723181,      -6.329570649,      -5.573605184,      -9.478861805
          0,           0,          93,      -6.204204504,      -6.178842195,      -6.401848186,      -6.336022485,      -5.579346344,      -9.480562135
          0,           0,          94,      -6.213774005,      -6.185809915,      -6.410609374,      -6.342614623,      -5.588321428,      -9.482481405
          0,           0,          95,      -6.225333056,      -6.193011087,      -6.419056012,      -6.349455348,      -5.599395564,      -9.484555761
          0,           0,          96,       -6.23856055,      -6.200360567,      -6.427243876,      -6.356385949,      -5.612211855,      -9.486746905
          0,           0,          97,      -6.254050834,      -6.207801903,      -6.435283356,      -6.363297339,      -5.627275513,      -9.489016301
          0,           0,          98,      -6.271249857,      -6.215376063,      -6.443234817,      -6.370377635,      -5.644112799,      -9.491330486
          0,           0,          99,      -6.289155996,      -6.223049832,       -6.45114791,      -6.377672282,      -5.661757952,      -9.493840532
          0,           0,         100,      -6.307652865,       -6.23090018,      -6.459069292,      -6.385087626,      -5.680028263,       -9.49624462
          0,           0,         101,      -6.326733121,      -6.238773969,      -6.467049057,      -6.392532889,      -5.698905049,      -9.498495328
          0,           0,         102,      -6.346267897,      -6.246645791,      -6.475106274,      -6.400078182,      -5.718249956,      -9.500599211
          0,           0,         103,      -6.365765206,      -6.254525573,      -6.483245474,      -6.407791705,      -5.737584568,      -9.502562271
          0,           0,         104,       -6.38566582,      -6.262386171,      -6.491435544,      -6.415659054,       -5.75733639,      -9.504394284
          0,           0,         105,      -6.407810703,      -6.270246907,      -6.499655619,      -6.423666564,      -5.779302032,      -9.506084298
          0,           0,         106,      -6.426325895,      -6.278331589,      -6.508007426,      -6.431772009,      -5.797886334,      -9.507617495
          0,           0,         107,      -6.441853068,      -6.286167053,       -6.51633655,      -6.439754229,      -5.813535724,      -9.508981364
          0,           0,         108,      -6.455763253,      -6.293650629,      -6.524592591,      -6.447717162,      -5.827530316,      -9.510218636
          0,           0,         109,      -6.467324054,      -6.300805399,      -6.532792385,       -6.45556164,      -5.839228134,      -9.511380067
          0,           0,         110,      -6.476241423,      -6.307695348,      -6.540937767,      -6.463188329,      -5.848359955,      -9.512303253
          0,           0,         111,      -6.483066009,      -6.314382331,      -6.549014258,      -6.470652892,      -5.855433318,      -9.513128171
          0,           0,         112,      -6.487537732,      -6.320779005,      -6.556996556,      -6.477851928,      -5.860189628,      -9.513903308
          0,           0,         113,      -6.490535445,      -6.326835191,      -6.564867094,      -6.484884824,      -5.863452728,      -9.514653218
          0,           0,         114,       -6.49378708,      -6.332586324,      -6.572600906,      -6.492102038,      -5.866924793,      -9.515418825
          0,           0,         115,       -6.49593832,      -6.338171221,      -6.580188483,      -6.499136226,      -5.869356505,      -9.516223462
          0,           0,         116,      -6.497958457,      -6.343523764,      -6.587578431,      -6.505986107,      -5.871601312,      -9.517110505
          0,           0,         117,      -6.498925114,      -6.348559149,      -6.594711514,      -6.512578406,      -5.872781109,      -9.518111846
          0,           0,         118,      -6.501170797,      -6.353396395,      -6.601529538,       -6.51886957,      -5.875101714,      -9.519248564
          0,           0,         119,      -6.503489126,      -6.357967294,      -6.608027875,      -6.525052528,      -5.877439597,       -9.52054713
          0,           0,         120,      -6.505441511,      -6.362163049,      -6.614175601,       -6.53084964,      -5.879370139,      -9.522028194
          0,           0,         121,      -6.508240726,      -6.366237893,      -6.619918108,      -6.536193095,      -5.882094247,       -9.52370687
          0,           0,         122,      -6.511656101,       -6.37019694,      -6.625269856,      -6.541171018,      -5.885363479,      -9.525562865
          0,           0,         123,      -6.516026396,      -6.374097902,      -6.630261165,      -6.545744811,      -5.889493367,      -9.527598146
          0,           0,         124,      -6.526200185,      -6.377943498,      -6.634908854,      -6.550081157,      -5.899167549,      -9.529806306
          0,           0,         125,      -6.538030737,      -6.382298891,      -6.639447934,      -6.554855562,      -5.910673751,      -9.532154375
          0,           0,         126,      -6.550256295,      -6.386974557,      -6.643875175,      -6.559856581,      -5.922711729,      -9.534622605
          0,           0,         127,      -6.562039874,      -6.391675728,      -6.648160148,      -6.564576254,      -5.934363231,      -9.537198862
          0,           0,         128,       -6.57321442,      -6.396222651,      -6.652314177,       -6.56910682,      -5.945405586,      -9.539848478
          0,           0,         129,      -6.584271514,      -6.400635541,      -6.656388544,       -6.57346088,      -5.956280937,      -9.542532603
          0,           0,         130,      -6.595902086,      -6.404853761,      -6.660436795,      -6.577697904,      -5.967670188,      -9.545222366
          0,           0,         131,      -6.607812711,      -6.408964501,      -6.664533805,      -6.581983602,      -5.979337415,      -9.547873058
          0,           0,         132,       -6.61973378,      -6.413002543,      -6.668724858,      -6.586384855,      -5.991043242,      -9.550484699
          0,           0,         133,      -6.631287741,      -6.417004038,      -6.673047369,      -6.590977957,      -6.002419698,      -9.553071231
          0,           0,         134,      -6.642291353,      -6.420949897,      -6.677504688,      -6.595750371,      -6.013302393,      -9.555631437
          0,           0,         135,      -6.652830229,       -6.42480285,      -6.682069289,      -6.600627121,      -6.023758554,      -9.558169166
          0,           0,         136,      -6.662716292,       -6.42864131,      -6.686751357,      -6.605681812,       -6.03359114,      -9.560696919
          0,           0,         137,      -6.672234125,      -6.432553587,      -6.691547221,      -6.610881959,      -6.043082448,      -9.563150405
          0,           0,         138,      -6.681681406,      -6.436559855,      -6.696465528,      -6.616246518,      -6.052522524,      -9.565551655
          0,           0,         139,       -6.69120241,      -6.440646912,       -6.70150468,       -6.62179738,      -6.062067988,      -9.567916546
          0,           0,         140,      -6.699417368,      -6.444797366,      -6.706677515,      -6.627414808,      -6.070402417,      -9.570204021
          0,           0,         141,       -6.70630647,      -6.448890066,      -6.711952514,      -6.633016307,      -6.077412883,      -9.572441491
          0,           0,         142,      -6.712513654,      -6.452873241,      -6.717287189,      -6.638579741,      -6.083721989,      -9.574640823
          0,           0,         143,      -6.718387205,      -6.456801322,      -6.722676718,      -6.644132917,       -6.08966215,      -9.576801527
          0,           0,         144,      -6.727004027,      -6.460618793,      -6.728105082,      -6.649713709,      -6.098180648,      -9.578928428
          0,           0,         145,      -6.735094777,      -6.464444914,      -6.733635633,      -6.655435966,      -6.106328559,       -9.58103427
          0,           0,         146,      -6.741168642,      -6.468257654,      -6.739198929,       -6.66118801,       -6.11257808,      -9.583134353
          0,           0,         147,      -6.747090134,      -6.471943192,      -6.744671697,       -6.66680391,      -6.118580165,      -9.585241664
          0,           0,         148,      -6.752296861,      -6.475519158,      -6.750038307,      -6.672235927,      -6.123843901,       -9.58737263
          0,           0,         149,      -6.757281716,      -6.479008695,      -6.755275383,       -6.67747862,      -6.128845177,      -9.589540692
          0,           0,         150,      -6.762063393,      -6.482449564,      -6.760372459,      -6.682540401,      -6.133612629,       -9.59175378
          0,           0,         151,      -6.767259024,      -6.485867849,      -6.765309877,      -6.687443152,      -6.138761616,      -9.594017996
          0,           0,         152,      -6.773231188,      -6.489284003,        -6.7700791,      -6.692193159,      -6.144646519,      -9.596332783
          0,           0,         153,      -6.779977252,      -6.492730227,      -6.774699736,      -6.696839811,      -6.151293652,      -9.598706541
          0,           0,         154,      -6.787440235,      -6.496197245,      -6.779171391,      -6.701373667,      -6.158647867,      -9.601119009
          0,           0,         155,      -6.795293956,      -6.499654154,      -6.783493422,      -6.705744567,      -6.166380952,      -9.603574707
          0,           0,         156,      -6.803876184,      -6.503118905,      -6.787693048,      -6.710009652,      -6.174838727,       -9.60606963
          0,           0,         157,      -6.812662692,       -6.50661607,      -6.791776953,      -6.714247209,      -6.183527881,      -9.608602026
          0,           0,         158,      -6.822031312,       -6.51012404,      -6.795755007,      -6.718432553,      -6.192794487,      -9.611171289
          0,           0,         159,      -6.832251652,      -6.513657687,      -6.799637445,      -6.722588326,      -6.202878471,      -9.613780682
          0,           0,         160,      -6.842794215,       -6.51720816,      -6.803472668,      -6.726676141,      -6.213287591,      -9.616443578
          0,           0,         161,      -6.853212736,      -6.520762059,      -6.807288085,      -6.730738712,      -6.223584655,      -9.619148794
          0,           0,         162,      -6.865679272,      -6.524301194,      -6.811101069,      -6.734819434,      -6.235829308,      -9.621878391
          0,           0,         163,      -6.877589005,      -6.527920199,      -6.814984369,      -6.739006258,      -6.247634987,      -9.624629654
          0,           0,         164,      -6.888614227,       -6.53158268,        -6.8189124,      -6.743243314,       -6.25859876,      -9.627391061
          0,           0,         165,      -6.899103448,      -6.535240946,      -6.822879798,      -6.747459203,      -6.269009956,      -9.630153724
          0,           0,         166,      -6.908882717,      -6.538895977,       -6.82690843,      -6.751697612,      -6.278711835,      -9.632910263
          0,           0,         167,      -6.918164962,       -6.54257146,       -6.83101129,      -6.756003679,      -6.287919835,      -9.635648921
          0,           0,         168,      -6.927082265,      -6.546316263,      -6.835207946,      -6.760417909,      -6.296765888,      -9.638362688
          0,           0,         169,      -6.935599584,      -6.550076035,      -6.839500427,      -6.764947185,       -6.30522959,      -9.641043031
          0,           0,         170,      -6.944439601,      -6.553887388,      -6.843887633,      -6.769822288,       -6.31402956,      -9.643683948
          0,           0,         171,      -6.952435019,      -6.557756917,      -6.848383457,      -6.774802719,      -6.322067177,      -9.646278472
          0,           0,         172,      -6.959644907,      -6.561632289,      -6.852970707,      -6.779840129,      -6.329361834,      -9.648822839
          0,           0,         173,      -6.966053092,      -6.565483411,      -6.857637148,      -6.784936728,      -6.335870938,      -9.651321464
          0,           0,         174,      -6.972500072,      -6.569294184,      -6.862373269,      -6.790116135,      -6.342369378,      -9.653775274
          0,           0,         175,      -6.978183233,      -6.573053037,      -6.867172571,      -6.795360542,      -6.348135481,      -9.656186193
          0,           0,         176,      -6.985159773,      -6.576765773,      -6.872008905,       -6.80068133,      -6.355108032,      -9.658556285
          0,           0,         177,      -6.992124865,      -6.580477868,      -6.876876982,      -6.806126734,      -6.362109115,      -9.660887364
          0,           0,         178,      -6.997606357,      -6.584154572,      -6.881775938,      -6.811798229,      -6.367715147,      -9.663181606
          0,           0,         179,      -7.002175131,      -6.587756918,      -6.886670606,      -6.817374634,      -6.372421927,      -9.665441143
          0,           0,         180,      -7.006397867,      -6.591292701,      -6.891543279,      -6.822875024,      -6.376733739,      -9.667669752
