"PointID","x","y","Adjoint_Density","Adjoint_Momentum_x","Adjoint_Momentum_y","Adjoint_Energy","Sensitivity_x","Sensitivity_y","Surface_Sensitivity"
0, 9.997500181200000e-01, -3.633214858845617e-05, 5.724071374597878e-01, -1.321478593703220e+00, -1.345064929465321e-01, 3.564298253507717e-01, 0.000000000000000e+00, 0.000000000000000e+00, -2.300662639187539e+00
1, 9.990000128750000e-01, -1.454547005935436e-04, 4.052063238554355e-02, -2.138349835963056e-01, -9.886953431145282e-02, 3.306020056947893e-02, 0.000000000000000e+00, 0.000000000000000e+00, 1.346526720213734e+00
2, 9.977599978450000e-01, -3.273141054461319e-04, 1.436868573629547e-02, -1.256055647778128e-01, -1.359021460440700e-01, 1.997486802203303e-02, 0.000000000000000e+00, 0.000000000000000e+00, 1.104350236481905e-01
3, 9.960200190539999e-01, -5.888841250333482e-04, -1.868808665567214e-02, -6.005101514425246e-02, -1.313923301627275e-01, 7.025202650331562e-03, 0.000000000000000e+00, 0.000000000000000e+00, 1.053835005711890e-01
4, 9.937800168990000e-01, -9.433293878972609e-04, -5.140206345895387e-02, -3.999685754624214e-04, -1.394868642601306e-01, -5.948455675612250e-03, 0.000000000000000e+00, 0.000000000000000e+00, 7.923879267712673e-02
5, 9.910500049590000e-01, -1.411702200974749e-03, -6.706713501047737e-02, 2.970125892478050e-02, -1.523338420557116e-01, -1.157810700404859e-02, 0.000000000000000e+00, 0.000000000000000e+00, 4.909263278924966e-02
6, 9.878399968150000e-01, -2.021932110551110e-03, -7.324031195731387e-02, 4.488180314134781e-02, -1.697926420582443e-01, -1.432017461914204e-02, 0.000000000000000e+00, 0.000000000000000e+00, 3.924814726431165e-02
7, 9.841300249100000e-01, -2.807537917425454e-03, -6.883650211752974e-02, 4.416006866072837e-02, -1.907010210135210e-01, -1.401744974762548e-02, 0.000000000000000e+00, 0.000000000000000e+00, 3.208055915804166e-02
8, 9.799500107769999e-01, -3.779370407502561e-03, -5.302993852072500e-02, 2.679905736580531e-02, -2.122045149738027e-01, -1.061373177438866e-02, 0.000000000000000e+00, 0.000000000000000e+00, 2.598376217384089e-02
9, 9.752799868580000e-01, -4.934896118284454e-03, -2.644459241507698e-02, -6.115361039512258e-03, -2.303899314590746e-01, -4.308533203881365e-03, 0.000000000000000e+00, 0.000000000000000e+00, 1.995124027137269e-02
10, 9.701499938960000e-01, -6.230588464162476e-03, 8.292134843949774e-03, -5.068154174857369e-02, -2.411659292299122e-01, 4.217732358550958e-03, 0.000000000000000e+00, 0.000000000000000e+00, 1.418702171572008e-02
11, 9.645400047300000e-01, -7.612816324300713e-03, 4.627693106901033e-02, -1.001056258088706e-01, -2.414918413336054e-01, 1.370297171949955e-02, 0.000000000000000e+00, 0.000000000000000e+00, 8.539755539233237e-03
