"Time_Iter","Outer_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoW]"   ,    "rms[RhoE]"   ,     "rms[nu]"    
          0,           0,         117,      -6.918829143,      -6.378380919,      -7.013255698,      -7.050848978,      -6.317796444,       -9.56420524
          0,           0,         118,      -6.923222583,      -6.381448023,      -7.023829359,       -7.06219584,      -6.322898796,      -9.563405427
          0,           0,         119,      -6.927472227,      -6.384704418,      -7.034513872,      -7.073982122,      -6.327695077,      -9.562577629
          0,           0,         120,      -6.931865236,      -6.388158707,      -7.045182136,      -7.085998306,       -6.33241018,      -9.561737051
          0,           0,         121,      -6.936665608,      -6.391813353,      -7.055678237,      -7.097955329,      -6.337277617,      -9.560896597
          0,           0,         122,      -6.942099787,      -6.395664366,      -7.065847536,      -7.109542095,      -6.342526065,      -9.560067706
          0,           0,         123,      -6.948344185,      -6.399702237,      -7.075570176,      -7.120481243,      -6.348365925,      -9.559260375
          0,           0,         124,       -6.95552154,      -6.403912608,      -7.084785957,      -7.130583176,      -6.354980332,      -9.558480482
          0,           0,         125,      -6.963696419,       -6.40827542,      -7.093509832,      -7.139785061,      -6.362510545,      -9.557735367
          0,           0,         126,      -6.972875121,      -6.412765086,      -7.101830789,      -7.148165951,      -6.371043665,      -9.557031377
          0,           0,         127,       -6.98300778,      -6.417350109,      -7.109899099,      -7.155932299,      -6.380603479,      -9.556372189
          0,           0,         128,      -6.993992346,      -6.421993413,      -7.117900813,       -7.16337594,      -6.391145988,      -9.555758543
          0,           0,         129,      -7.005678719,      -6.426653092,      -7.126032126,      -7.170826879,       -6.40255783,      -9.555190855
          0,           0,         130,      -7.017880227,      -6.431284373,      -7.134473085,      -7.178603688,      -6.414664845,      -9.554669213
          0,           0,         131,       -7.03037557,      -6.435841373,      -7.143364557,      -7.186973907,      -6.427233704,      -9.554190577
          0,           0,         132,      -7.042914779,      -6.440279595,      -7.152793633,      -7.196122328,      -6.439978335,      -9.553749755
          0,           0,         133,      -7.055248885,      -6.444558797,      -7.162788481,      -7.206140696,      -6.452596986,      -9.553341623
          0,           0,         134,      -7.067138914,      -6.448645149,       -7.17331736,      -7.217019246,      -6.464787634,      -9.552961498
          0,           0,         135,      -7.078360506,      -6.452513017,       -7.18429395,      -7.228657138,      -6.476262708,      -9.552604978
          0,           0,         136,      -7.088705267,      -6.456146145,       -7.19558911,      -7.240879272,      -6.486761881,      -9.552266873
          0,           0,         137,      -7.098001219,       -6.45953873,      -7.207049294,      -7.253466081,       -6.49608448,      -9.551940992
          0,           0,         138,      -7.106162202,       -6.46269508,      -7.218517396,      -7.266169369,      -6.504146536,      -9.551622178
          0,           0,         139,      -7.113123986,      -6.465628581,      -7.229846785,      -7.278731233,      -6.510908687,       -9.55130645
          0,           0,         140,      -7.118883181,      -6.468360525,      -7.240925685,       -7.29095238,       -6.51641727,      -9.550989266
          0,           0,         141,      -7.123474778,      -6.470918575,       -7.25168665,       -7.30270784,      -6.520768424,       -9.55066681
          0,           0,         142,      -7.126977204,      -6.473334758,      -7.262112785,      -7.313961082,       -6.52410031,      -9.550335481
          0,           0,         143,      -7.129507183,        -6.4756435,      -7.272233824,      -7.324765506,       -6.52657585,      -9.549992466
          0,           0,         144,      -7.131213853,      -6.477879633,      -7.282115875,      -7.335248474,        -6.5283691,      -9.549634505
          0,           0,         145,      -7.132273566,      -6.480077375,      -7.291845642,      -7.345583761,      -6.529657497,      -9.549259302
          0,           0,         146,      -7.132877496,      -6.482269088,      -7.301511378,      -7.355958611,      -6.530611579,      -9.548867038
          0,           0,         147,       -7.13322706,      -6.484484705,      -7.311185204,      -7.366537467,      -6.531396688,      -9.548459522
