"Time_Iter","Outer_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoE]"   ,     "rms[nu]"    
          0,           0,           0,      -4.458644697,      -13.62176498,      -13.66945285,      -2.410937265,      -9.860216072
          0,           0,           1,      -4.664823508,      -4.286399701,      -3.833720827,      -2.611356389,      -10.20890658
          0,           0,           2,      -5.151566309,      -4.621383268,      -4.402404996,      -3.104584217,      -10.64372498
          0,           0,           3,      -5.301890112,      -4.735805706,      -4.486280884,       -3.25411712,      -11.02566078
          0,           0,           4,      -5.346953183,      -4.806079154,      -4.534985721,      -3.299232626,      -11.17205347
          0,           0,           5,      -5.375135047,      -4.862342497,       -4.56269525,      -3.327470575,      -11.25879513
          0,           0,           6,      -5.394427111,      -4.905279852,      -4.580927516,      -3.346766482,      -11.32465587
          0,           0,           7,      -5.406881441,      -4.935039337,      -4.591649484,      -3.359222038,      -11.39155733
          0,           0,           8,       -5.41316035,      -4.951282749,      -4.595237883,      -3.365514218,      -11.43853228
          0,           0,           9,      -5.413699458,       -4.95314693,      -4.592013787,      -3.366091152,      -11.47647525
          0,           0,          10,      -5.409165338,      -4.940219667,      -4.582776945,      -3.361641424,      -11.51150466
          0,           0,          11,       -5.40068485,      -4.913696083,      -4.568933904,       -3.35331214,      -11.54531588
          0,           0,          12,      -5.389711576,       -4.87666613,      -4.552319136,       -3.34256708,      -11.57105982
          0,           0,          13,      -5.377723494,      -4.833328213,       -4.53481034,      -3.330881494,      -11.59257815
          0,           0,          14,      -5.365890449,      -4.787668985,       -4.51796295,      -3.319412623,      -11.61104025
          0,           0,          15,      -5.354958854,      -4.742736483,      -4.502801369,      -3.308887029,      -11.62982275
          0,           0,          16,      -5.345276642,      -4.700454542,      -4.489798991,      -3.299629363,      -11.64749031
          0,           0,          17,      -5.336867551,      -4.661782939,      -4.478973718,      -3.291640967,      -11.66190835
          0,           0,          18,      -5.329536612,      -4.627007044,      -4.470044265,      -3.284709393,      -11.67430785
          0,           0,          19,      -5.322946953,      -4.596007178,      -4.462579052,      -3.278487468,       -11.6849542
          0,           0,          20,      -5.316704683,      -4.568468377,      -4.456125064,      -3.272578249,      -11.69418766
          0,           0,          21,       -5.31044108,      -4.544014917,      -4.450288572,      -3.266615854,      -11.70327782
          0,           0,          22,      -5.303855499,      -4.522278726,      -4.444773274,      -3.260304593,      -11.71124051
          0,           0,          23,      -5.296770444,      -4.502924469,      -4.439377031,      -3.253471434,       -11.7170867
          0,           0,          24,      -5.289133206,      -4.485649369,      -4.433975872,      -3.246065042,       -11.7212693
          0,           0,          25,      -5.280999545,      -4.470176812,      -4.428499177,      -3.238139037,      -11.72392426
          0,           0,          26,      -5.272489074,      -4.456252769,      -4.422911563,      -3.229807205,      -11.72519813
          0,           0,          27,      -5.263745454,      -4.443650384,      -4.417211145,      -3.221205775,      -11.72537093
          0,           0,          28,      -5.254886069,      -4.432176748,      -4.411421595,      -3.212444118,      -11.72493665
          0,           0,          29,      -5.245972974,      -4.421678629,      -4.405593722,      -3.203577246,      -11.72382396
          0,           0,          30,      -5.237008958,      -4.412043614,      -4.399799593,      -3.194603123,      -11.72142441
          0,           0,          31,       -5.22794207,      -4.403193386,      -4.394128665,      -3.185468272,      -11.71791877
          0,           0,          32,      -5.218691825,      -4.395073525,      -4.388676815,      -3.176094831,      -11.71337878
          0,           0,          33,      -5.209178228,      -4.387641506,       -4.38353042,      -3.166409647,      -11.70784746
          0,           0,          34,      -5.199345312,      -4.380856558,      -4.378751721,      -3.156366998,      -11.70140736
          0,           0,          35,      -5.189180649,      -4.374675241,      -4.374373515,      -3.145966888,      -11.69419315
          0,           0,          36,      -5.178718376,      -4.369050854,      -4.370393107,      -3.135256237,        -11.686426
          0,           0,          37,      -5.168030879,      -4.363935126,      -4.366770881,      -3.124318791,      -11.67832927
          0,           0,          38,      -5.157218814,      -4.359279812,       -4.36343679,      -3.113264005,      -11.66982817
          0,           0,          39,      -5.146396919,       -4.35503482,      -4.360293945,       -3.10221235,      -11.66106779
          0,           0,          40,      -5.135682251,      -4.351143333,      -4.357225475,      -3.091283684,      -11.65225017
          0,           0,          41,      -5.125184081,      -4.347533354,      -4.354101664,      -3.080587662,      -11.64349429
          0,           0,          42,      -5.114997508,      -4.344109506,       -4.35078763,      -3.070218099,      -11.63489972
          0,           0,          43,       -5.10519602,      -4.340746648,      -4.347153352,      -3.060246094,      -11.62654129
          0,           0,          44,      -5.095827714,      -4.337290131,      -4.343083707,      -3.050716763,      -11.61846013
          0,           0,          45,      -5.086913902,      -4.333563156,      -4.338490807,      -3.041648199,         -11.61066
          0,           0,          46,       -5.07844869,      -4.329382642,      -4.333326055,      -3.033031315,      -11.60311992
          0,           0,          47,      -5.070403937,      -4.324580974,      -4.327586163,       -3.02483509,      -11.59577916
          0,           0,          48,      -5.062736965,      -4.319029551,       -4.32131642,      -3.017014489,      -11.58853273
          0,           0,          49,      -5.055398168,      -4.312659112,      -4.314604677,       -3.00951829,      -11.58128825
          0,           0,          50,      -5.048338745,      -4.305471237,      -4.307570463,      -3.002296894,      -11.57397891
          0,           0,          51,      -5.041516301,      -4.297538632,      -4.300349419,      -2.995307924,      -11.56653496
          0,           0,          52,      -5.034897001,      -4.288993737,        -4.2930771,      -2.988518256,      -11.55888201
          0,           0,          53,      -5.028454804,      -4.280009568,      -4.285875491,       -2.98190305,      -11.55098219
          0,           0,          54,       -5.02216821,      -4.270777263,       -4.27884245,      -2.975442252,      -11.54282529
          0,           0,          55,      -5.016017886,      -4.261484885,      -4.272048121,      -2.969118029,      -11.53439839
          0,           0,          56,      -5.009983611,      -4.252300649,      -4.265534225,      -2.962911604,      -11.52569254
          0,           0,          57,      -5.004042483,      -4.243362331,      -4.259317066,      -2.956801371,      -11.51673785
          0,           0,          58,      -4.998169947,       -4.23477162,       -4.25339249,      -2.950763896,      -11.50756711
          0,           0,          59,      -4.992341298,      -4.226593244,      -4.247741438,      -2.944775434,      -11.49819904
          0,           0,          60,       -4.98653327,      -4.218858726,      -4.242334519,      -2.938813532,      -11.48866331
          0,           0,          61,      -4.980727552,      -4.211570241,      -4.237136889,       -2.93286056,      -11.47902083
          0,           0,          62,      -4.974912081,      -4.204705995,      -4.232110938,      -2.926904992,      -11.46931797
          0,           0,          63,      -4.969082122,      -4.198227317,      -4.227218531,      -2.920942498,      -11.45958628
          0,           0,          64,      -4.963240692,      -4.192084486,      -4.222422317,        -2.9149764,      -11.44993219
          0,           0,          65,      -4.957397322,      -4.186220294,      -4.217686547,      -2.909016398,        -11.440441
          0,           0,          66,      -4.951566546,      -4.180576331,      -4.212977112,      -2.903077095,      -11.43107665
          0,           0,          67,      -4.945765927,      -4.175096957,      -4.208261938,       -2.89717606,      -11.42180145
          0,           0,          68,      -4.940014217,      -4.169729918,      -4.203511416,      -2.891331983,      -11.41264653
          0,           0,          69,      -4.934329592,      -4.164429763,      -4.198698228,       -2.88556293,      -11.40362954
          0,           0,          70,      -4.928728185,      -4.159159401,      -4.193797666,      -2.879884897,      -11.39472154
          0,           0,          71,      -4.923223035,      -4.153889261,      -4.188788039,       -2.87431077,      -11.38592272
          0,           0,          72,      -4.917823491,      -4.148596909,      -4.183650946,      -2.868849729,      -11.37726613
          0,           0,          73,      -4.912534892,      -4.143268021,      -4.178371392,       -2.86350693,      -11.36873778
          0,           0,          74,       -4.90735867,      -4.137894855,      -4.172938456,       -2.85828362,      -11.36030765
          0,           0,          75,      -4.902292442,      -4.132473885,       -4.16734566,      -2.853177225,      -11.35200661
          0,           0,          76,      -4.897330476,       -4.12700707,      -4.161590831,      -2.848181838,      -11.34385541
          0,           0,          77,      -4.892464088,      -4.121500102,       -4.15567681,      -2.843288593,      -11.33579341
          0,           0,          78,        -4.8876822,       -4.11596147,      -4.149611401,      -2.838486243,      -11.32784983
          0,           0,          79,      -4.882971821,      -4.110400671,      -4.143407157,       -2.83376163,      -11.32005287
          0,           0,          80,      -4.878318663,      -4.104829333,      -4.137080979,      -2.829100324,      -11.31233215
          0,           0,          81,      -4.873707741,      -4.099259189,      -4.130653634,      -2.824487212,      -11.30470651
          0,           0,          82,      -4.869123961,      -4.093701607,      -4.124148715,      -2.819907081,      -11.29722217
          0,           0,          83,      -4.864552622,      -4.088166438,      -4.117591992,      -2.815345125,       -11.2897807
          0,           0,          84,      -4.859979973,       -4.08266329,       -4.11101031,      -2.810787493,      -11.28239259
          0,           0,          85,      -4.855393772,      -4.077199119,         -4.104431,      -2.806221834,      -11.27512398
          0,           0,          86,      -4.850783472,      -4.071779926,      -4.097880225,      -2.801637505,      -11.26787862
          0,           0,          87,      -4.846140657,      -4.066409598,      -4.091383024,      -2.797025989,      -11.26062985
          0,           0,          88,      -4.841459126,      -4.061090935,      -4.084962027,      -2.792380941,      -11.25343673
          0,           0,          89,      -4.836735068,      -4.055826066,      -4.078637315,      -2.787698418,      -11.24626454
          0,           0,          90,      -4.831966957,      -4.050616517,      -4.072426357,      -2.782976756,      -11.23903679
          0,           0,          91,      -4.827155592,      -4.045463938,      -4.066343634,      -2.778216568,      -11.23181139
          0,           0,          92,      -4.822303865,       -4.04037088,      -4.060400617,      -2.773420558,      -11.22459989
          0,           0,          93,      -4.817416567,      -4.035341352,      -4.054606509,      -2.768593319,      -11.21726928
          0,           0,          94,      -4.812500243,      -4.030380721,      -4.048968068,       -2.76374114,      -11.20987942
          0,           0,          95,      -4.807563002,      -4.025496031,      -4.043490187,      -2.758871842,      -11.20245128
          0,           0,          96,      -4.802614353,      -4.020696175,      -4.038176404,      -2.753994613,      -11.19495356
          0,           0,          97,      -4.797665072,      -4.015991523,      -4.033029262,      -2.749119831,      -11.18734745
          0,           0,          98,      -4.792726969,      -4.011393574,       -4.02805053,      -2.744258854,      -11.17967352
          0,           0,          99,       -4.78781287,      -4.006914056,      -4.023241638,      -2.739424024,      -11.17190238
          0,           0,         100,      -4.782936411,      -4.002564558,      -4.018603815,      -2.734628456,      -11.16406966
          0,           0,         101,      -4.778111852,      -3.998355278,      -4.014137914,      -2.729885845,      -11.15618652
          0,           0,         102,      -4.773353932,      -3.994293932,      -4.009844587,       -2.72521039,      -11.14821233
          0,           0,         103,      -4.768677572,      -3.990384912,      -4.005724177,      -2.720616564,      -11.14018134
          0,           0,         104,      -4.764097587,      -3.986627842,      -4.001776353,      -2.716118825,      -11.13215432
          0,           0,         105,      -4.759628256,      -3.983016703,        -3.9979995,      -2.711731259,      -11.12407504
          0,           0,         106,      -4.755282935,      -3.979538951,      -3.994390451,      -2.707467263,      -11.11597288
          0,           0,         107,      -4.751073632,      -3.976175107,      -3.990944273,      -2.703339171,      -11.10790155
          0,           0,         108,      -4.747010441,      -3.972898703,      -3.987653649,      -2.699357712,      -11.09982236
          0,           0,         109,      -4.743101183,      -3.969676602,      -3.984508519,      -2.695531653,      -11.09175175
          0,           0,         110,      -4.739350959,      -3.966470343,       -3.98149585,      -2.691867348,      -11.08371921
          0,           0,         111,      -4.735761914,      -3.963237856,      -3.978599888,      -2.688368457,      -11.07571856
          0,           0,         112,      -4.732333081,      -3.959935292,      -3.975802173,      -2.685035682,      -11.06772837
          0,           0,         113,      -4.729060459,      -3.956521101,      -3.973081916,      -2.681866725,      -11.05977523
          0,           0,         114,      -4.725937215,      -3.952958937,      -3.970417136,      -2.678856341,      -11.05189324
          0,           0,         115,      -4.722954115,      -3.949221052,      -3.967785843,      -2.675996603,      -11.04401221
          0,           0,         116,      -4.720100067,      -3.945291051,      -3.965167373,      -2.673277252,      -11.03615321
          0,           0,         117,      -4.717362818,      -3.941167183,      -3.962543979,      -2.670686241,      -11.02839364
          0,           0,         118,       -4.71472975,      -3.936863366,      -3.959902822,      -2.668210399,       -11.0206363
          0,           0,         119,      -4.712188602,      -3.932409114,      -3.957237518,      -2.665836078,      -11.01294819
          0,           0,         120,        -4.7097281,      -3.927848602,      -3.954549386,      -2.663549797,      -11.00534543
          0,           0,         121,      -4.707338542,       -3.92323842,      -3.951848438,      -2.661338904,      -10.99779499
          0,           0,         122,      -4.705012099,      -3.918643458,      -3.949153819,      -2.659192024,      -10.99032328
          0,           0,         123,      -4.702742956,      -3.914132843,      -3.946493351,      -2.657099422,      -10.98294732
          0,           0,         124,      -4.700527165,      -3.909775458,      -3.943902315,      -2.655053144,      -10.97565512
          0,           0,         125,      -4.698362324,      -3.905635336,      -3.941421845,      -2.653047024,      -10.96848079
          0,           0,         126,      -4.696247111,      -3.901767234,      -3.939096706,      -2.651076524,      -10.96140553
          0,           0,         127,      -4.694180726,      -3.898213276,      -3.936972441,      -2.649138456,       -10.9544262
          0,           0,         128,      -4.692162335,      -3.895000503,      -3.935092488,      -2.647230661,       -10.9475664
          0,           0,         129,      -4.690190526,      -3.892139037,      -3.933495509,      -2.645351627,      -10.94080519
          0,           0,         130,       -4.68826285,      -3.889620984,      -3.932212596,      -2.643500087,      -10.93413819
          0,           0,         131,      -4.686375585,      -3.887420869,      -3.931264835,      -2.641674746,      -10.92755659
          0,           0,         132,      -4.684523627,      -3.885497142,      -3.930661418,      -2.639874043,      -10.92106572
          0,           0,         133,       -4.68270053,      -3.883794465,      -3.930398186,      -2.638095964,      -10.91463736
          0,           0,         134,      -4.680898716,      -3.882247002,      -3.930456911,      -2.636337979,      -10.90826815
          0,           0,         135,      -4.679109752,      -3.880782179,      -3.930805135,      -2.634596966,      -10.90195895
          0,           0,         136,      -4.677324776,      -3.879326144,      -3.931396827,       -2.63286931,      -10.89568478
          0,           0,         137,      -4.675534924,      -3.877808082,      -3.932173841,      -2.631150961,      -10.88944925
          0,           0,         138,      -4.673731776,      -3.876166223,      -3.933067853,      -2.629437587,      -10.88321796
          0,           0,         139,      -4.671907723,      -3.874351595,      -3.934003489,      -2.627724674,      -10.87701504
          0,           0,         140,      -4.670056338,      -3.872331511,      -3.934901932,      -2.626007728,      -10.87085434
          0,           0,         141,      -4.668172629,      -3.870092254,      -3.935684742,      -2.624282451,      -10.86468005
          0,           0,         142,      -4.666253226,      -3.867639469,      -3.936278268,      -2.622544914,      -10.85853621
          0,           0,         143,      -4.664296484,      -3.864996784,      -3.936617771,      -2.620791758,      -10.85241887
          0,           0,         144,       -4.66230235,      -3.862203302,       -3.93665096,      -2.619020232,      -10.84632119
          0,           0,         145,      -4.660272241,      -3.859309794,      -3.936341002,      -2.617228306,      -10.84022818
          0,           0,         146,      -4.658208729,      -3.856373557,      -3.935668094,      -2.615414627,      -10.83419832
          0,           0,         147,      -4.656115202,      -3.853454336,      -3.934629425,      -2.613578455,      -10.82823336
          0,           0,         148,      -4.653995358,      -3.850608738,      -3.933238462,      -2.611719427,       -10.8222646
          0,           0,         149,      -4.651852585,      -3.847885797,      -3.931522707,      -2.609837183,      -10.81632752
