"PointID","x","y","Adjoint_Density","Adjoint_Momentum_x","Adjoint_Momentum_y","Adjoint_Energy","Sensitivity_x","Sensitivity_y","Surface_Sensitivity"
0, 9.997500181200000e-01, -3.633204908770108e-05, -1.584144901648870e-01, 2.145784357027148e-01, -5.784277630199271e-02, -1.630900407666995e-02, 0.000000000000000e+00, 0.000000000000000e+00, -6.030339572850605e-01
1, 9.990000128750000e-01, -1.454484167485404e-04, -2.264855122910912e-01, 3.288460892642239e-01, -6.345319306459632e-02, -5.798151847864524e-02, 0.000000000000000e+00, 0.000000000000000e+00, 1.996954530856434e-01
2, 9.977599978450000e-01, -3.272451590466525e-04, -2.174897382424178e-01, 3.056015059022342e-01, -7.617028082060408e-02, -5.491418608198814e-02, 0.000000000000000e+00, 0.000000000000000e+00, 1.984425315701548e-02
3, 9.960200190539999e-01, -5.885116162162654e-04, -2.128975932077470e-01, 2.933591936023547e-01, -8.334957602521564e-02, -5.361314025537339e-02, 0.000000000000000e+00, 0.000000000000000e+00, 1.881228636587226e-02
4, 9.937800168990000e-01, -9.419822673546265e-04, -2.112910110498597e-01, 2.890209044699413e-01, -9.341879488658794e-02, -5.343030712753333e-02, 0.000000000000000e+00, 0.000000000000000e+00, 1.618285510066435e-02
5, 9.910500049590000e-01, -1.407974213221463e-03, -2.072382740080452e-01, 2.826997999748022e-01, -1.064497147436958e-01, -5.241595443710610e-02, 0.000000000000000e+00, 0.000000000000000e+00, 1.162325213308125e-02
6, 9.878399968150000e-01, -2.013442597857447e-03, -1.996681287615701e-01, 2.725980279803664e-01, -1.229897243988453e-01, -5.053788003584735e-02, 0.000000000000000e+00, 0.000000000000000e+00, 1.086022350476823e-02
7, 9.841300249100000e-01, -2.790847009942408e-03, -1.865002065989274e-01, 2.554287226585589e-01, -1.420150157890669e-01, -4.724435282664849e-02, 0.000000000000000e+00, 0.000000000000000e+00, 9.912805682006984e-03
8, 9.799500107769999e-01, -3.750402970854402e-03, -1.661074853439660e-01, 2.286952671671390e-01, -1.613896247387792e-01, -4.213081722937893e-02, 0.000000000000000e+00, 0.000000000000000e+00, 7.773537356309709e-03
9, 9.752799868580000e-01, -4.889499578827287e-03, -1.381158520238796e-01, 1.917860077227462e-01, -1.780008525613213e-01, -3.508063110916220e-02, 0.000000000000000e+00, 0.000000000000000e+00, 4.317620528493358e-03
10, 9.701499938960000e-01, -6.165525452256071e-03, -1.041388004294067e-01, 1.469044181007788e-01, -1.885399311852059e-01, -2.647653580079528e-02, 0.000000000000000e+00, 0.000000000000000e+00, 4.026337468118032e-04
11, 9.645400047300000e-01, -7.526236046521992e-03, -6.780715613731242e-02, 9.887842694410398e-02, -1.904564319645210e-01, -1.723228307553866e-02, 0.000000000000000e+00, 0.000000000000000e+00, -3.672740760805258e-03
12, 9.584699869160000e-01, -8.903865244323440e-03, -3.466757251196402e-02, 5.478933779042291e-02, -1.832148025402162e-01, -8.738618869283569e-03, 0.000000000000000e+00, 0.000000000000000e+00, -6.784418307784342e-03
13, 9.519400000570000e-01, -1.024892911469725e-02, -1.022813451522519e-02, 2.154789431395272e-02, -1.691652380420785e-01, -2.449023059544392e-03, 0.000000000000000e+00, 0.000000000000000e+00, -7.028916476237714e-03
14, 9.449599981310000e-01, -1.153646827282558e-02, 2.731304124204074e-03, 2.724944881986098e-03, -1.527110099416036e-01, 8.826620825813499e-04, 0.000000000000000e+00, 0.000000000000000e+00, -4.473998269327431e-03
15, 9.375399947170000e-01, -1.277059610162593e-02, 5.775158967651920e-03, -3.350522176939290e-03, -1.381712420417839e-01, 1.642278000803772e-03, 0.000000000000000e+00, 0.000000000000000e+00, -1.176862295310643e-03
16, 9.296900033950000e-01, -1.397604286259468e-02, 3.597672372872374e-03, -2.230387863365674e-03, -1.280238303539497e-01, 1.027572544240562e-03, 0.000000000000000e+00, 0.000000000000000e+00, 9.283876304152481e-04
17, 9.214000105860000e-01, -1.518769943540579e-02, 8.133834682384482e-04, 3.713294535502391e-04, -1.224402672375681e-01, 2.681879878964532e-04, 0.000000000000000e+00, 0.000000000000000e+00, 1.641129398625917e-03
18, 9.126999974250000e-01, -1.643011641867343e-02, 3.235157167656353e-04, 7.243644394282207e-04, -1.203314813377675e-01, 9.658440460284993e-05, 0.000000000000000e+00, 0.000000000000000e+00, 1.560196119656031e-03
19, 9.035800099370001e-01, -1.772278908047219e-02, 2.943220176059845e-03, -2.397589436334910e-03, -1.201698957683496e-01, 7.429078856562582e-04, 0.000000000000000e+00, 0.000000000000000e+00, 1.191710578263945e-03
20, 8.940600156780000e-01, -1.906921074581915e-02, 8.404746803145107e-03, -8.822604620539886e-03, -1.206873181286037e-01, 2.120797050343789e-03, 0.000000000000000e+00, 0.000000000000000e+00, 7.266502854109002e-04
21, 8.841500282290000e-01, -2.046552489567590e-02, 1.589597702853503e-02, -1.764849975816513e-02, -1.210755925566638e-01, 4.019311065040171e-03, 0.000000000000000e+00, 0.000000000000000e+00, 3.184719342128726e-04
22, 8.738499879840000e-01, -2.190469491522636e-02, 2.447403344780099e-02, -2.778375097038852e-02, -1.209168554362491e-01, 6.205066100554050e-03, 0.000000000000000e+00, 0.000000000000000e+00, 6.272074000840263e-05
23, 8.631799817090000e-01, -2.337582662723152e-02, 3.349705305588948e-02, -3.843952856117876e-02, -1.201947122735896e-01, 8.489296570347599e-03, 0.000000000000000e+00, 0.000000000000000e+00, -8.846214593182476e-05
24, 8.521599769590000e-01, -2.486923014603557e-02, 4.245393402133023e-02, -4.901312928727356e-02, -1.189749860731607e-01, 1.076429075462952e-02, 0.000000000000000e+00, 0.000000000000000e+00, -1.067174887549991e-04
