"PointID","x","y","Adjoint_Density","Adjoint_Momentum_x","Adjoint_Momentum_y","Adjoint_Energy","Sensitivity_x","Sensitivity_y","Surface_Sensitivity"
0, 9.997500181200000e-01, -3.632811555491704e-05, -2.527216220398093e+00, 5.446396282898363e+00, 3.160120883505018e-01, -1.193727896448914e+00, 0.000000000000000e+00, 0.000000000000000e+00, 3.984983882064713e+00
1, 9.990000128750000e-01, -1.452001126742276e-04, -1.179866598295571e+00, 2.433694108241912e+00, 1.219449188324913e-01, -3.895937917811277e-01, 0.000000000000000e+00, 0.000000000000000e+00, -3.293162892703821e+00
2, 9.977599978450000e-01, -3.245230513567186e-04, -1.039307132513960e+00, 1.940791114610683e+00, 1.395721014983947e-01, -3.208597670044329e-01, 0.000000000000000e+00, 0.000000000000000e+00, -2.895256750006636e-01
3, 9.960200190539999e-01, -5.738243754308370e-04, -9.136091319521863e-01, 1.643038695115323e+00, 6.880980953809421e-02, -2.720677305262436e-01, 0.000000000000000e+00, 0.000000000000000e+00, -2.571415201743373e-01
4, 9.937800168990000e-01, -8.889775376449125e-04, -7.958841874755520e-01, 1.409597794352968e+00, 3.653898839810701e-02, -2.275488651553396e-01, 0.000000000000000e+00, 0.000000000000000e+00, -1.971041336625703e-01
5, 9.910500049590000e-01, -1.261729689834298e-03, -7.204830106559912e-01, 1.263833826903252e+00, 1.498783342232976e-02, -2.023897605411685e-01, 0.000000000000000e+00, 0.000000000000000e+00, -1.210447490960637e-01
6, 9.878399968150000e-01, -1.681819088980281e-03, -6.601833451885091e-01, 1.151771156574295e+00, -2.154266487803119e-03, -1.832189242106272e-01, 0.000000000000000e+00, 0.000000000000000e+00, -9.165347405576896e-02
7, 9.841300249100000e-01, -2.142710028150566e-03, -6.109071702376090e-01, 1.062531254130162e+00, -1.461817719724180e-02, -1.680227154248395e-01, 0.000000000000000e+00, 0.000000000000000e+00, -7.043740198049873e-02
8, 9.799500107769999e-01, -2.634644708905174e-03, -5.704960350055797e-01, 9.896398667911005e-01, -2.410367557176779e-02, -1.558114103108443e-01, 0.000000000000000e+00, 0.000000000000000e+00, -5.463757344832694e-02
9, 9.752799868580000e-01, -3.160182385886305e-03, -5.368785241322543e-01, 9.292189764259730e-01, -3.145567403341971e-02, -1.457795661851190e-01, 0.000000000000000e+00, 0.000000000000000e+00, -4.319866895922766e-02
10, 9.701499938960000e-01, -3.723643131464784e-03, -5.088504134328676e-01, 8.786826114206066e-01, -3.769556700740406e-02, -1.374526057590475e-01, 0.000000000000000e+00, 0.000000000000000e+00, -3.439921307317720e-02
11, 9.645400047300000e-01, -4.340790401101552e-03, -4.849268383660252e-01, 8.354901812637830e-01, -4.334730760779817e-02, -1.303911851798807e-01, 0.000000000000000e+00, 0.000000000000000e+00, -2.805448689141234e-02
12, 9.584699869160000e-01, -5.024465221911016e-03, -4.637656493788279e-01, 7.975773526938841e-01, -4.883797374418066e-02, -1.242236792488807e-01, 0.000000000000000e+00, 0.000000000000000e+00, -2.357685622707939e-02
13, 9.519400000570000e-01, -5.786058289455798e-03, -4.444041549075300e-01, 7.633886207966036e-01, -5.414986006851888e-02, -1.186558167056956e-01, 0.000000000000000e+00, 0.000000000000000e+00, -2.049956459186527e-02
14, 9.449599981310000e-01, -6.628617756099350e-03, -4.260398048084362e-01, 7.316760870025789e-01, -5.919132093202815e-02, -1.134830774701238e-01, 0.000000000000000e+00, 0.000000000000000e+00, -1.848299978426388e-02
15, 9.375399947170000e-01, -7.547378948031222e-03, -4.084246119708056e-01, 7.019029296542812e-01, -6.370221429867208e-02, -1.085869771074683e-01, 0.000000000000000e+00, 0.000000000000000e+00, -1.701855964099614e-02
16, 9.296900033950000e-01, -8.532081485680210e-03, -3.914384147707994e-01, 6.736919061751329e-01, -6.754300840559190e-02, -1.039289754402567e-01, 0.000000000000000e+00, 0.000000000000000e+00, -1.583754973872611e-02
17, 9.214000105860000e-01, -9.573091791282247e-03, -3.751010038656299e-01, 6.470236521524867e-01, -7.082598504997538e-02, -9.951234877356348e-02, 0.000000000000000e+00, 0.000000000000000e+00, -1.476797334941816e-02
18, 9.126999974250000e-01, -1.065700664688067e-02, -3.598185924430022e-01, 6.222607895101303e-01, -7.344301981176327e-02, -9.536201609598437e-02, 0.000000000000000e+00, 0.000000000000000e+00, -1.358926785207715e-02
19, 9.035800099370001e-01, -1.177839480447644e-02, -3.453441227740535e-01, 5.990335788756843e-01, -7.570787379033692e-02, -9.148634908076213e-02, 0.000000000000000e+00, 0.000000000000000e+00, -1.255111285556979e-02
20, 8.940600156780000e-01, -1.293127625368252e-02, -3.318706680162820e-01, 5.775190009677126e-01, -7.762159565518398e-02, -8.784674644246145e-02, 0.000000000000000e+00, 0.000000000000000e+00, -1.151199552231862e-02
21, 8.841500282290000e-01, -1.411328098728474e-02, -3.191206328571944e-01, 5.573192969031316e-01, -7.936860897118049e-02, -8.443851079455743e-02, 0.000000000000000e+00, 0.000000000000000e+00, -1.061771490530062e-02
22, 8.738499879840000e-01, -1.532442303860298e-02, -3.070322814387395e-01, 5.383125326020378e-01, -8.096837346804768e-02, -8.119315989626635e-02, 0.000000000000000e+00, 0.000000000000000e+00, -9.842857630872760e-03
23, 8.631799817090000e-01, -1.656256952833734e-02, -2.954342554378207e-01, 5.202673030320432e-01, -8.244451204798002e-02, -7.810442663760810e-02, 0.000000000000000e+00, 0.000000000000000e+00, -9.164913835482617e-03
24, 8.521599769590000e-01, -1.782532465216900e-02, -2.842644539876593e-01, 5.030499480429230e-01, -8.377989341082817e-02, -7.512672891061156e-02, 0.000000000000000e+00, 0.000000000000000e+00, -8.573342420272953e-03
25, 8.407700061800000e-01, -1.911430390243542e-02, -2.733815230734560e-01, 4.864918051241066e-01, -8.503995334392188e-02, -7.225435120867410e-02, 0.000000000000000e+00, 0.000000000000000e+00, -8.105119607381691e-03
26, 8.290500044819999e-01, -2.042381641779659e-02, -2.629106154086518e-01, 4.706669257251704e-01, -8.606411063721915e-02, -6.946252009315890e-02, 0.000000000000000e+00, 0.000000000000000e+00, -7.623991908138198e-03
27, 8.170099854470000e-01, -2.175129674388348e-02, -2.525793653113811e-01, 4.552734509557808e-01, -8.704030400879167e-02, -6.675392138542995e-02, 0.000000000000000e+00, 0.000000000000000e+00, -7.276022310957792e-03
28, 8.046399950980000e-01, -2.309617716060977e-02, -2.425778382016722e-01, 4.404977594294708e-01, -8.782416983834898e-02, -6.411382286856812e-02, 0.000000000000000e+00, 0.000000000000000e+00, -6.924762817513801e-03
29, 7.919700145720000e-01, -2.445347953171223e-02, -2.327812700578674e-01, 4.261347229008065e-01, -8.846858803360635e-02, -6.153226873108056e-02, 0.000000000000000e+00, 0.000000000000000e+00, -6.639126935491717e-03
30, 7.790099978450000e-01, -2.582048134336775e-02, -2.230866229762737e-01, 4.121533374280295e-01, -8.905966327642817e-02, -5.901867899584665e-02, 0.000000000000000e+00, 0.000000000000000e+00, -6.408038181090820e-03
31, 7.657799720760000e-01, -2.719347967715668e-02, -2.137567113096657e-01, 3.987059285445703e-01, -8.939924544306690e-02, -5.654351243985584e-02, 0.000000000000000e+00, 0.000000000000000e+00, -6.097154922791210e-03
32, 7.522799968720000e-01, -2.857091524519343e-02, -2.043481366261807e-01, 3.853992371712507e-01, -8.978677899281536e-02, -5.412635529689560e-02, 0.000000000000000e+00, 0.000000000000000e+00, -5.944559717900163e-03
33, 7.385200262070000e-01, -2.995021314909781e-02, -1.953447164394801e-01, 3.727316572107523e-01, -8.991341707150963e-02, -5.174507363439659e-02, 0.000000000000000e+00, 0.000000000000000e+00, -5.611019180891349e-03
34, 7.245299816130000e-01, -3.132686910420057e-02, -1.863058514306956e-01, 3.601868865770200e-01, -9.006271183517468e-02, -4.942418866394276e-02, 0.000000000000000e+00, 0.000000000000000e+00, -5.429785487902696e-03
35, 7.103199958800001e-01, -3.269842128890523e-02, -1.775842377837660e-01, 3.481385086596862e-01, -8.996011224050661e-02, -4.712378861910591e-02, 0.000000000000000e+00, 0.000000000000000e+00, -5.190995158559215e-03
36, 6.958900094030001e-01, -3.406335358597642e-02, -1.687267985079365e-01, 3.360825890130871e-01, -8.989624759945200e-02, -4.486000021578555e-02, 0.000000000000000e+00, 0.000000000000000e+00, -5.152715214819250e-03
37, 6.812700033190000e-01, -3.541729642079490e-02, -1.601016217543195e-01, 3.244285099587051e-01, -8.960132147627706e-02, -4.259843166996186e-02, 0.000000000000000e+00, 0.000000000000000e+00, -4.992818555298650e-03
38, 6.664699912070000e-01, -3.675779916594965e-02, -1.513235696360917e-01, 3.127389689866751e-01, -8.933055147035934e-02, -4.036222351906109e-02, 0.000000000000000e+00, 0.000000000000000e+00, -4.943214548153864e-03
39, 6.514999866490000e-01, -3.808237542434943e-02, -1.427595282593973e-01, 3.014106651724845e-01, -8.883253859729254e-02, -3.812449412504932e-02, 0.000000000000000e+00, 0.000000000000000e+00, -4.767975385648522e-03
40, 6.363800168040000e-01, -3.938764126540688e-02, -1.340390761753021e-01, 2.900367771479482e-01, -8.834422280477311e-02, -3.590781845399024e-02, 0.000000000000000e+00, 0.000000000000000e+00, -4.698976692773497e-03
41, 6.211299896240000e-01, -4.067026037246576e-02, -1.255099836931754e-01, 2.789946871244415e-01, -8.763009753391827e-02, -3.368693530724257e-02, 0.000000000000000e+00, 0.000000000000000e+00, -4.513675446505968e-03
