"Time_Iter","Outer_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoE]"   ,     "rms[nu]"    
          0,           0,           0,      -4.590575734,      -13.61675562,      -13.66975376,      -2.542868302,      -9.860287014
          0,           0,           1,      -4.828891157,      -4.327500481,      -3.993551475,       -2.77230181,      -10.20973833
          0,           0,           2,      -5.268807118,      -4.633209283,      -4.546028507,      -3.220743655,      -10.64470408
          0,           0,           3,       -5.42885754,      -4.751298025,      -4.619163727,      -3.380377536,      -11.02803857
          0,           0,           4,      -5.474589737,      -4.821773507,      -4.671011232,      -3.426553008,      -11.17562625
          0,           0,           5,      -5.501658011,      -4.879380941,      -4.697226645,      -3.453737008,      -11.26292914
          0,           0,           6,      -5.519012029,      -4.923911459,      -4.712957099,      -3.471129029,       -11.3296331
          0,           0,           7,      -5.529032377,      -4.955328462,      -4.720233381,      -3.481195385,      -11.39780496
          0,           0,           8,      -5.532627352,      -4.973108997,      -4.719743552,      -3.484856871,      -11.44584767
          0,           0,           9,      -5.530686978,      -4.976550568,      -4.712520382,       -3.48302853,      -11.48507802
          0,           0,          10,      -5.524437965,        -4.9655984,      -4.700123526,       -3.47697332,      -11.52206295
          0,           0,          11,       -5.51540002,      -4.941677466,      -4.684473388,      -3.468238868,      -11.55814975
          0,           0,          12,      -5.505265853,      -4.907920446,      -4.667587741,      -3.458528186,      -11.58633523
          0,           0,          13,      -5.495363188,      -4.868168919,      -4.651178896,      -3.449168392,      -11.61059898
          0,           0,          14,      -5.486437864,      -4.826035717,      -4.636402291,      -3.440890217,      -11.63200873
          0,           0,          15,      -5.478744654,      -4.784323219,      -4.623853065,      -3.433920563,       -11.6544047
          0,           0,          16,      -5.472177576,      -4.744858047,      -4.613642746,      -3.428118376,      -11.67560578
          0,           0,          17,      -5.466390797,      -4.708613071,      -4.605518512,      -3.423101215,      -11.69334511
          0,           0,          18,      -5.460940099,      -4.675949386,      -4.599013183,      -3.418392758,      -11.70890661
          0,           0,          19,      -5.455363461,      -4.646847444,      -4.593577666,      -3.413507511,       -11.7225102
          0,           0,          20,      -5.449256522,      -4.621083685,      -4.588697394,      -3.408028085,      -11.73450456
          0,           0,          21,      -5.442316299,      -4.598347102,      -4.583954281,      -3.401647123,      -11.74671702
