Point ID,Density,Energy,Grid_Velocity_0,Grid_Velocity_1,Grid_Velocity_2,Grid_Velocity_Magnitude,Mach,Momentum_0,Momentum_1,Momentum_2,Momentum_Magnitude,Points_0,Points_1,Points_2,Points_Magnitude,Pressure,Pressure_Coefficient,Temperature,Velocity_0,Velocity_1,Velocity_2,Velocity_Magnitude
20,0.875075,164731,0,-285.361,-7.65661,285.464,0.230767,-29.279,57.8043,5.57897,65.0363,-0.0203517,-0.0292461,1.09,1.09058,64923.5,-0.667277,258.453,-33.4591,66.0473,6.36107,74.3116
21,1.67427,424749,0,-285.361,-10.8021,285.566,0.817961,-76.935,-466.997,19.4997,473.693,-0.0153114,-0.0412612,1.09,1.09089,143091,0.76562,297.728,-45.9495,-278.931,11.6511,282.931
22,1.55893,316791,0,-285.361,32.4064,287.196,0.948193,-2.21009,-444.726,32.4653,445.914,0.00788501,0.123784,1.09,1.09703,101204,-0.00221226,226.295,-1.40434,-285.15,20.7837,285.91
23,1.60199,377884,0,-285.361,32.1548,287.167,0.404936,68.6785,-219.543,-6.11934,230.116,0.00760861,0.122822,1.09,1.09692,144518,0.791777,314.269,42.8724,-137.044,-3.79472,143.644
24,1.24771,277577,0,-285.361,-9.34351,285.514,0.392569,134.083,-101.644,15.1894,168.939,-0.00923217,-0.0356896,1.09,1.09062,106433,0.0936419,297.195,107.5,-81.3601,12.1073,135.36
25,1.20522,262687,0,-285.361,-8.80258,285.497,0.345433,122.981,-71.9325,10.5548,142.863,-0.00822011,-0.0336234,1.09,1.09055,101677,0.00645486,293.916,102.039,-59.6706,8.71815,118.526
26,1.33191,308028,0,-285.361,-9.77985,285.529,0.448394,141.99,-152.671,12.3151,208.857,-0.0101906,-0.0373563,1.09,1.09069,116641,0.280749,305.175,106.625,-114.553,9.11784,156.762
27,1.38669,325444,0,-285.361,-10.1247,285.541,0.514025,149.03,-198.962,15.7729,249.088,-0.0110977,-0.0386735,1.09,1.09074,121205,0.364419,304.557,107.512,-143.394,11.3012,179.578
28,1.48151,359080,0,-285.361,-10.3891,285.55,0.587996,148.532,-266.991,20.3722,306.204,-0.0119561,-0.0396835,1.09,1.09079,130960,0.543231,307.977,100.26,-180.199,13.7208,206.669
29,1.46617,362308,0,-285.361,-10.5819,285.557,0.66265,135.701,-311.8,18.3334,340.544,-0.0127662,-0.0404199,1.09,1.09082,129086,0.508878,306.47,92.6735,-212.625,12.6146,232.286
30,0.838087,155541,0,-285.361,-6.81097,285.443,0.255643,-15.4379,66.4792,5.17657,68.4442,-0.0205869,-0.026016,1.09,1.0905,61097.6,-0.737408,253.96,-18.4204,79.3245,6.17724,81.6691
31,0.828788,153064,0,-285.361,-5.81623,285.421,0.268983,-3.4759,70.6394,5.81579,70.9636,-0.0207046,-0.0222164,1.09,1.09042,60007.8,-0.757386,252.228,-4.19402,85.2444,7.01979,85.6357
32,0.828367,152535,0,-285.361,-4.65839,285.399,0.284463,7.35344,74.2199,5.9414,74.8196,-0.0206775,-0.0177937,1.09,1.09034,59661.8,-0.763729,250.902,8.87698,89.6052,7.17272,90.329
33,0.833997,153781,0,-285.361,-3.32613,285.381,0.287965,17.2689,74.1905,3.86361,76.2717,-0.0204768,-0.0127049,1.09,1.09027,60114.7,-0.755426,251.098,20.7064,88.9733,4.63417,91.4685
34,0.867348,161932,0,-285.361,-1.81253,285.367,0.266605,26.5938,68.9933,2.57094,73.9859,-0.0200742,-0.00692334,1.09,1.09021,63507.8,-0.693227,255.065,30.662,79.5808,2.97345,85.3352
35,0.954821,183523,0,-285.361,-0.116957,285.361,0.191932,35.3036,48.0272,-1.29012,59.6206,-0.0194455,-0.000446744,1.09,1.09017,72656.7,-0.525519,265.067,36.9781,50.3666,-1.32783,62.4974
36,1.28292,278429,0,-285.361,30.4289,286.979,0.192245,1.95945,-82.725,21.8219,85.5772,0.0078661,0.11623,1.09,1.09621,110223,0.163117,299.28,1.52794,-64.4016,17.0301,66.6328
37,1.41541,306191,0,-285.361,30.9825,287.038,0.176498,1.57392,-83.5286,22.4161,86.4985,0.00787708,0.118344,1.09,1.09643,121408,0.368132,298.8,1.11216,-58.9648,15.8526,61.0687
38,1.2965,279007,0,-285.361,29.7683,286.91,0.171265,2.76938,-74.2817,18.5013,76.6012,0.00784746,0.113707,1.09,1.09594,110687,0.17161,297.408,2.13604,-57.2935,14.2704,59.0826
39,1.08932,220989,0,-285.361,-5.2836,285.41,0.227577,81.9799,3.80689,11.4734,82.8663,-0.00368439,-0.0201819,1.09,1.09019,87131.9,-0.260174,278.649,75.2574,3.49421,10.53,76.0708
40,1.08401,218700,0,-285.361,-3.98847,285.389,0.204155,72.3901,9.29678,11.5688,73.8958,-0.00247458,-0.0152348,1.09,1.09011,86471.1,-0.272287,277.877,66.7826,8.57973,10.6801,68.1732
41,1.1132,228826,0,-285.361,-6.39854,285.433,0.249558,92.3525,-7.98132,10.5633,93.2967,-0.00487743,-0.0244406,1.09,1.09028,89961.8,-0.208298,281.526,82.961,-7.16999,9.48717,83.809
42,1.14299,238525,0,-285.361,-7.34626,285.456,0.275351,102.658,-25.4069,11.4022,106.368,-0.00603789,-0.0280606,1.09,1.09038,93426,-0.144796,284.77,89.8113,-22.2191,9.94277,93.0517
43,1.15243,242828,0,-285.361,-8.14217,285.477,0.308918,114.029,-37.7564,10.3821,120.565,-0.00715438,-0.0311008,1.09,1.09047,94603.5,-0.123211,285.987,98.9435,-32.7618,8.99355,104.614
44,1.12217,230465,0,-285.361,12.8247,285.649,0.180268,65.7862,-14.6859,-9.00744,68.0046,-0.0109537,0.0489868,1.09,1.09116,91354.4,-0.182772,283.595,58.624,-13.0812,-8.01524,60.5981
45,1.10745,225955,0,-285.361,10.5077,285.555,0.172003,62.7953,-7.34688,-8.65151,63.8128,-0.0128056,0.0401364,1.09,1.09081,89639.1,-0.214213,281.97,56.7025,-6.6311,-7.80645,57.6202
46,1.13642,234868,0,-285.361,15.1012,285.761,0.18853,68.3049,-21.328,-10.1116,72.2682,-0.00903957,0.0576824,1.09,1.09156,93021,-0.152221,285.148,60.105,-18.7665,-8.89461,63.5918
47,1.14922,239049,0,-285.361,17.2929,285.885,0.196701,70.1121,-28.497,-10.664,76.4297,-0.00711923,0.066054,1.09,1.09202,94594.2,-0.123382,286.743,61.0085,-24.8024,-9.29115,66.5095
48,1.16221,242940,0,-285.361,19.3618,286.017,0.203428,71.8944,-34.1277,-10.1154,80.2236,-0.00524351,0.0739568,1.09,1.09252,96062.5,-0.0964676,287.939,61.8601,-29.3643,-8.70237,69.0266
49,1.17611,247148,0,-285.361,21.2789,286.154,0.210885,73.1721,-40.8389,-9.43046,84.3261,-0.00345468,0.0812793,1.09,1.09303,97642.7,-0.067501,289.216,62.2162,-34.7279,-8.03456,71.7038
50,1.18819,250964,0,-285.361,23.0247,286.289,0.218056,74.1635,-47.1985,-8.80365,88.3483,-0.00178468,0.0879479,1.09,1.09354,99066.6,-0.0413987,290.449,62.4183,-39.7234,-7.41851,74.3575
51,1.19903,254682,0,-285.361,24.5897,286.419,0.225135,74.8869,-53.4026,-7.59634,92.2908,-0.000254864,0.0939256,1.09,1.09404,100447,-0.0160938,291.837,62.4586,-44.5489,-6.36646,76.9819
52,1.21462,259434,0,-285.361,25.9727,286.541,0.234157,75.3318,-61.4125,-7.6318,97.4916,0.00112326,0.0992083,1.09,1.09451,102204,0.0161203,293.13,62.0218,-50.5611,-6.28849,80.2663
53,1.27969,285600,0,-285.361,30.5042,286.987,0.305742,69.7851,-117.114,-5.30545,136.432,0.00582104,0.116517,1.09,1.09623,111327,0.183352,303.104,54.5289,-91.5983,-4.196,106.683
54,1.27656,279818,0,-285.361,29.8678,286.92,0.274525,74.8443,-95.5908,-2.40335,121.429,0.0051434,0.114087,1.09,1.09597,109614,0.151951,299.132,58.6404,-74.882,-1.92707,95.1301
55,1.38169,305294,0,-285.361,31.0371,287.044,0.298491,77.7207,-120.224,-5.0511,143.247,0.00639335,0.118553,1.09,1.09645,119145,0.326661,300.4,56.2525,-87.0122,-3.66201,103.677
56,1.30373,303703,0,-285.361,31.4812,287.093,0.401033,56.0785,-175.838,-2.85793,184.586,0.00687377,0.120249,1.09,1.09663,116248,0.273546,310.648,43.0143,-134.919,-2.10097,141.626
57,1.43027,329999,0,-285.361,31.8499,287.133,0.404166,61.6528,-193.473,8.75788,203.247,0.00727497,0.121658,1.09,1.09679,126215,0.456255,307.427,43.1167,-135.174,6.04527,142.013
58,1.22468,263373,0,-285.361,27.1797,286.653,0.243399,75.1094,-69.5939,-5.03185,102.519,0.00234651,0.103819,1.09,1.09494,103630,0.0422573,294.777,61.3335,-56.8264,-4.12456,83.7141
59,1.23736,267762,0,-285.361,28.2215,286.753,0.254142,74.8623,-78.1429,-6.54425,108.414,0.0034183,0.107798,1.09,1.09532,105202,0.0710711,296.181,60.5045,-63.1526,-5.30215,87.6194
60,1.25711,272899,0,-285.361,29.1123,286.842,0.257453,76.4453,-81.3231,-3.35735,111.663,0.00434684,0.111201,1.09,1.09567,107170,0.107153,296.982,60.8135,-64.6935,-2.69496,88.8302
61,1.16647,239170,0,-285.361,16.7957,285.855,0.0577595,16.2071,-11.0797,11.5824,22.7944,0.00639499,0.0641548,1.09,1.09191,95578.6,-0.105338,285.441,13.8939,-9.49798,9.9271,19.5397
62,1.1535,235698,0,-285.361,14.5503,285.732,0.0591312,18.8205,-7.36849,11.0414,23.0308,0.00593333,0.0555782,1.09,1.09143,94186.7,-0.130851,284.447,16.3158,-6.38735,9.57123,19.9653
63,1.14115,232167,0,-285.361,12.2239,285.623,0.0645267,21.9852,-2.37636,11.2449,24.8081,0.00537638,0.0466918,1.09,1.09101,92758.7,-0.157029,283.17,19.2655,-2.08085,9.85059,21.7376
64,1.12843,228681,0,-285.361,9.86298,285.532,0.0742042,25.6802,1.88987,11.2852,28.114,0.00471699,0.0376738,1.09,1.09066,91331.7,-0.183187,281.955,22.7572,1.67875,9.99681,24.9127
65,1.11686,225576,0,-285.361,7.51732,285.46,0.0872328,30.07,5.95794,11.2269,32.6458,0.00395099,0.028714,1.09,1.09039,90038.3,-0.206896,280.843,26.9231,5.33863,10.0443,29.2275
66,1.10531,222321,0,-285.361,5.23561,285.409,0.10398,35.2062,9.8006,11.6648,38.3614,0.00307866,0.0199985,1.09,1.09019,88659.8,-0.232166,279.433,31.8516,8.8728,10.5446,34.7051
67,1.09068,218704,0,-285.361,3.06167,285.378,0.123606,41.091,13.7841,11.9621,44.9618,0.00210593,0.0116947,1.09,1.09006,87108.9,-0.260595,278.231,37.6744,12.6507,10.9532,41.2234
68,1.07866,215485,0,-285.361,1.03139,285.363,0.14664,47.9656,17.9015,12.129,52.6144,0.00104479,0.00393963,1.09,1.09001,85678,-0.286824,276.709,44.4676,16.6075,11.2323,48.7785
69,1.07614,215455,0,-285.361,-0.829196,285.363,0.164972,55.3949,17.0477,11.8602,59.1598,-8.70217e-05,-0.0031673,1.09,1.09,85530.1,-0.289536,276.878,51.4747,15.8449,11.0143,54.9729
70,1.07982,216816,0,-285.361,-2.50445,285.372,0.183018,63.4129,13.0309,12.2637,65.8893,-0.00126794,-0.00956629,1.09,1.09004,85920.5,-0.282381,277.188,58.7253,12.0675,11.3574,61.0187
71,1.02927,202710,0,-285.361,1.75323,285.367,0.147328,42.7165,25.7823,-3.32828,50.0051,-0.0185745,0.00669683,1.09,1.09018,80593.7,-0.380025,272.767,41.5029,25.0758,-3.22115,48.5969
72,1.05139,209396,0,-285.361,3.78143,285.386,0.14804,48.8781,15.8454,-4.74552,51.601,-0.0174568,0.014444,1.09,1.09024,83247.4,-0.331381,275.825,46.4894,15.0814,-4.50321,49.0814
73,1.06994,215036,0,-285.361,5.94134,285.423,0.155011,54.2623,7.75748,-6.08839,55.1511,-0.0161029,0.0226942,1.09,1.09036,85439.8,-0.291192,278.183,50.7158,7.25902,-5.68039,51.5466
74,1.08758,220259,0,-285.361,8.19761,285.479,0.16325,58.8897,0.429155,-7.00718,59.3067,-0.0145391,0.0313126,1.09,1.09055,87450.8,-0.254329,280.113,54.1476,0.395521,-6.44078,54.5307
75,1.66145,390073,0,-285.361,32.1446,287.166,0.299232,0.190308,-176.052,25.6861,177.916,0.00788578,0.122784,1.09,1.09692,152208,0.932745,319.16,0.114312,-105.982,15.4866,107.107
76,1.45255,332073,0,-285.361,31.8274,287.131,0.343585,0.459248,-174.065,23.3947,175.63,0.00788539,0.121572,1.09,1.09679,128578,0.499576,308.362,0.316082,-119.826,16.1176,120.905
77,1.33326,305421,0,-285.361,31.4441,287.089,0.324753,0.755395,-151.096,23.0214,152.842,0.00788289,0.120108,1.09,1.09663,118663,0.317818,310.048,0.566498,-113.305,17.2963,114.619
