Point ID,Density,Energy,Grid_Velocity_0,Grid_Velocity_1,Grid_Velocity_2,Grid_Velocity_Magnitude,Mach,Momentum_0,Momentum_1,Momentum_2,Momentum_Magnitude,Points_0,Points_1,Points_2,Points_Magnitude,Pressure,Pressure_Coefficient,Temperature,Velocity_0,Velocity_1,Velocity_2,Velocity_Magnitude
37,1.40692,306808,0,-170.17,32.1548,173.181,0.257383,34.5524,-120.053,10.5662,125.372,0.0114484,0.122822,0.65,0.661601,120487,0.351259,298.332,24.5588,-85.3317,7.51103,89.1125
38,1.3501,291055,0,-170.17,31.8499,173.125,0.228596,37.69,-98.6997,12.9059,106.437,0.0111148,0.121658,0.65,0.66138,114743,0.24597,296.066,27.9138,-73.1086,9.55719,78.8378
39,1.10204,223055,0,-170.17,-9.44994,170.432,0.165802,-58.7921,16.9756,1.0718,61.2032,-0.0153176,-0.0360961,0.65,0.651182,88540.1,-0.234359,279.88,-53.3473,15.3935,0.973008,55.5324
40,1.13565,232039,0,-170.17,-9.8469,170.454,0.196309,-74.7598,-0.642544,1.44243,74.7765,-0.0148087,-0.0376124,0.65,0.651256,91824.3,-0.174157,281.672,-65.8318,-0.557953,1.2694,65.8464
41,1.10371,221410,0,-170.17,-8.96135,170.405,0.154878,-46.3898,33.1764,2.6198,57.0925,-0.0157795,-0.0342298,0.65,0.651092,87972.9,-0.244758,277.665,-42.0312,30.0597,2.37419,51.7285
42,1.10002,220046,0,-170.17,-8.36834,170.375,0.140233,-33.36,39.1109,2.70937,51.4772,-0.0161828,-0.0319647,0.65,0.650987,87536.3,-0.252761,277.214,-30.3281,35.5579,2.46443,46.7999
43,1.10634,221692,0,-170.17,-7.65661,170.342,0.117349,-21.5222,37.5754,2.71318,43.3875,-0.0165119,-0.0292461,0.65,0.650867,88335.7,-0.238106,278.15,-19.4536,33.9643,2.45211,39.2177
44,1.24101,263945,0,-170.17,-9.77985,170.45,0.2645,90.6043,-66.0994,0.382132,112.154,-0.0063508,-0.0373563,0.65,0.651103,103549,0.0407657,290.671,73.0106,-53.25,0.312283,90.3671
45,1.26794,274099,0,-170.17,-10.1247,170.471,0.30972,83.2172,-105.872,3.89204,134.719,-0.00725792,-0.0386735,0.65,0.65119,106771,0.0998269,293.349,65.6288,-83.507,3.07048,106.254
46,1.22778,258337,0,-170.17,-10.4068,170.488,0.295312,-102.073,-68.2946,2.40225,122.837,-0.0136863,-0.039751,0.65,0.651358,100871,-0.008317,286.205,-83.147,-55.5967,1.94694,100.041
47,1.22718,259500,0,-170.17,-10.5849,170.498,0.366043,-116.447,-96.993,6.2595,151.68,-0.0130941,-0.0404312,0.65,0.651388,100048,-0.0233998,283.98,-94.9097,-79.0522,5.14481,123.627
48,1.15135,237599,0,-170.17,-10.163,170.473,0.242031,-91.177,-22.4258,3.06085,93.9443,-0.014262,-0.0388198,0.65,0.651314,93506.4,-0.143322,282.905,-79.2016,-19.4795,2.66271,81.6053
49,1.1209,225034,0,-170.17,-3.32613,170.202,0.109694,12.661,38.7989,5.27493,41.1519,-0.016637,-0.0127049,0.65,0.650337,89711.5,-0.212888,278.811,11.2956,34.6139,4.70722,36.7133
50,1.11857,224111,0,-170.17,-4.65839,170.233,0.112167,5.46458,41.3506,4.46455,41.9483,-0.0168377,-0.0177937,0.65,0.650461,89329.9,-0.219883,278.205,4.88533,36.9674,3.99123,37.5018
51,1.18864,244984,0,-170.17,17.2929,171.046,0.119888,47.0968,-0.722864,10.7571,48.315,-0.0032794,0.066054,0.65,0.653356,97600.6,-0.0682724,286.045,39.6228,-0.608256,9.0501,40.6478
52,1.19458,246764,0,-170.17,19.3618,171.268,0.121968,47.9853,-4.34688,11.1318,49.4509,-0.00140368,0.0739568,0.65,0.654195,98296.2,-0.0555204,286.65,40.1694,-3.63904,9.31867,41.3964
53,1.20233,248776,0,-170.17,21.2789,171.495,0.124181,48.7995,-7.70339,11.4537,50.7141,0.000385144,0.0812793,0.65,0.655062,99082.3,-0.0411103,287.079,40.5872,-6.407,9.52612,42.1796
54,1.20584,250168,0,-170.17,23.0247,171.72,0.126425,48.9115,-12.438,11.8713,51.8456,0.00205514,0.0879479,0.65,0.655926,99621.4,-0.0312286,287.801,40.5623,-10.3149,9.84498,42.9956
55,1.2115,251778,0,-170.17,24.5897,171.937,0.129081,49.2276,-16.1297,12.2183,53.2242,0.00358496,0.0939256,0.65,0.656761,100243,-0.019827,288.245,40.6337,-13.3138,10.0853,43.9325
56,1.34473,295745,0,-170.17,-10.5819,170.498,0.405545,71.4299,-172.754,5.23741,187.012,-0.00892638,-0.0404199,0.65,0.651317,113089,0.215649,292.962,53.1125,-128.475,3.89506,139.076
57,1.29491,280944,0,-170.17,-10.3891,170.486,0.350132,88.6195,-127.47,2.35715,155.266,-0.00811625,-0.0396835,0.65,0.651261,108646,0.134203,292.284,68.4561,-98.4052,1.8164,119.888
58,1.32558,290449,0,-170.17,-10.7104,170.506,0.445689,68.3819,-189.303,4.86214,201.334,-0.00968315,-0.0409106,0.65,0.651358,110059,0.160103,289.226,51.6117,-142.807,3.66908,151.891
59,1.40576,314702,0,-170.17,-10.7821,170.511,0.486592,20.1165,-233.377,11.5936,234.529,-0.0103721,-0.0411845,0.65,0.651386,118050,0.306584,292.545,14.3449,-165.98,8.22067,166.801
60,1.32749,292535,0,-170.17,-10.8079,170.512,0.514232,-35.4391,-228.313,9.33058,231.236,-0.0109728,-0.041283,0.65,0.651402,108952,0.139802,285.872,-26.7631,-172.024,7.04392,174.236
61,1.31295,276725,0,-170.17,31.0371,172.977,0.159698,48.8746,-51.0353,12.1946,71.708,0.0102332,0.118553,0.65,0.660802,109905,0.157282,291.609,37.2273,-38.8668,9.28816,54.6147
62,1.22194,260243,0,-170.17,30.5042,172.882,0.170035,42.792,-55.7909,12.7428,71.4573,0.00966086,0.116517,0.65,0.660431,103261,0.0354879,294.386,35.02,-45.6606,10.4286,58.4812
63,1.19082,259904,0,-170.17,31.4812,173.057,0.252785,29.5286,-99.476,10.332,104.279,0.0107136,0.120249,0.65,0.661116,102133,0.0148078,298.783,24.7946,-83.5568,8.67979,87.589
64,1.24312,262000,0,-170.17,29.8678,172.771,0.155297,46.2809,-45.3959,12.8992,66.0991,0.00898323,0.114087,0.65,0.659997,104097,0.05081,291.713,37.2298,-36.518,10.3766,53.1723
65,1.19834,246384,0,-170.17,12.2239,170.608,0.0412881,14.0711,2.4549,8.81148,16.7829,0.0092162,0.0466918,0.65,0.65174,98506.4,-0.0516672,286.362,11.7422,2.0487,7.35311,14.0052
66,1.19434,245236,0,-170.17,9.86298,170.455,0.0471448,16.5425,4.99856,8.10198,19.0862,0.00855681,0.0376738,0.65,0.651147,98033.4,-0.0603385,285.941,13.8508,4.18533,6.78369,15.9806
67,1.19028,244124,0,-170.17,7.51732,170.336,0.0544354,19.4143,6.78522,7.66477,21.9477,0.00779082,0.028714,0.65,0.650681,97568.8,-0.0688553,285.557,16.311,5.70083,6.4396,18.4395
68,1.18751,243292,0,-170.17,5.23561,170.25,0.0635234,22.8842,9.05894,6.8041,25.5352,0.00691848,0.0199985,0.65,0.650344,97206.8,-0.0754904,285.16,19.2708,7.62864,5.72972,21.5033
69,1.18502,242662,0,-170.17,3.06167,170.197,0.0725218,26.7268,9.56172,6.31626,29.08,0.00594575,0.0116947,0.65,0.650132,96922,-0.0807115,284.923,22.5541,8.06901,5.33017,24.5399
70,1.18059,241582,0,-170.17,1.03139,170.173,0.0841212,31.2318,11.0227,5.54979,33.5816,0.00488461,0.00393963,0.65,0.65003,96441.8,-0.0895137,284.576,26.4549,9.33726,4.70092,28.4455
71,1.18248,241952,0,-170.17,-0.829196,170.172,0.0950195,36.1927,10.4382,4.88895,37.9838,0.0037528,-0.0031673,0.65,0.650019,96536.7,-0.0877749,284.4,30.6079,8.8277,4.13459,32.1226
72,1.3099,283698,0,-170.17,-10.7035,170.506,0.425127,-104.27,-157.621,6.30681,189.094,-0.0125073,-0.0408845,0.65,0.651405,108012,0.122574,287.253,-79.634,-120.289,4.78335,144.339
73,1.30857,285874,0,-170.17,-10.7716,170.51,0.471996,-70.3134,-197.132,5.83671,209.378,-0.011957,-0.0411447,0.65,0.651411,107637,0.11571,286.529,-53.6666,-150.699,4.50462,160.033
74,1.35819,299273,0,-170.17,-10.8021,170.512,0.499134,-54.4861,-223.514,9.49613,230.255,-0.0114716,-0.0412612,0.65,0.651409,111901,0.193866,287.021,-40.1124,-164.554,6.99021,169.517
75,1.10658,221171,0,-170.17,-6.81097,170.306,0.119059,-11.6701,42.2763,3.31604,43.9827,-0.0167471,-0.026016,0.65,0.650736,88118.4,-0.24209,277.406,-10.546,38.2077,2.99583,39.7494
76,1.11402,223092,0,-170.17,-5.81623,170.269,0.113008,-2.63957,41.8093,3.96302,42.0796,-0.0168648,-0.0222164,0.65,0.650598,88918.7,-0.22742,278.054,-2.36952,37.5318,3.55879,37.7745
77,1.21367,252947,0,-170.17,25.9727,172.14,0.131809,49.2404,-19.9025,12.2981,54.5158,0.00496308,0.0992083,0.65,0.657546,100689,-0.0116609,289.008,40.5721,-16.3983,10.1333,44.9186
