"PointID","x","y","Adjoint_Density","Adjoint_Momentum_x","Adjoint_Momentum_y","Adjoint_Energy","Sensitivity_x","Sensitivity_y","Surface_Sensitivity"
0, 9.997500181200000e-01, -3.632794188203967e-05, -1.981148374362451e+00, 4.205844608620871e+00, 1.877230990391844e-01, -9.260999158068234e-01, 0.000000000000000e+00, 0.000000000000000e+00, 3.071053884116273e+00
1, 9.990000128750000e-01, -1.451891484241624e-04, -9.533681301744409e-01, 1.916435043100433e+00, 5.962521906973813e-02, -3.089593409083756e-01, 0.000000000000000e+00, 0.000000000000000e+00, -2.525107580064564e+00
2, 9.977599978450000e-01, -3.244028290381463e-04, -8.484613379087738e-01, 1.553432800965985e+00, 7.924540514901303e-02, -2.582708620858283e-01, 0.000000000000000e+00, 0.000000000000000e+00, -2.166630595380306e-01
3, 9.960200190539999e-01, -5.731755057199800e-04, -7.493458351779940e-01, 1.325006084352330e+00, 2.823665225218275e-02, -2.203764200997785e-01, 0.000000000000000e+00, 0.000000000000000e+00, -1.977932248336917e-01
4, 9.937800168990000e-01, -8.866347059527801e-04, -6.562360832692520e-01, 1.143551250323262e+00, 5.284179740026865e-03, -1.857143962807181e-01, 0.000000000000000e+00, 0.000000000000000e+00, -1.508836585616026e-01
5, 9.910500049590000e-01, -1.255261080706361e-03, -5.953257133392034e-01, 1.028190063428040e+00, -1.008548620232339e-02, -1.657846282813384e-01, 0.000000000000000e+00, 0.000000000000000e+00, -9.316231783022305e-02
6, 9.878399968150000e-01, -1.667136323975734e-03, -5.461393395409172e-01, 9.384540301031536e-01, -2.202767116068751e-02, -1.504154324238196e-01, 0.000000000000000e+00, 0.000000000000000e+00, -7.083276001098153e-02
7, 9.841300249100000e-01, -2.113973664755289e-03, -5.060234280695883e-01, 8.668472685285612e-01, -3.022431097749978e-02, -1.382199741956457e-01, 0.000000000000000e+00, 0.000000000000000e+00, -5.443878703361992e-02
8, 9.799500107769999e-01, -2.585081565522821e-03, -4.735298658197980e-01, 8.087638187752759e-01, -3.614136050890540e-02, -1.284965530713621e-01, 0.000000000000000e+00, 0.000000000000000e+00, -4.201487283688905e-02
9, 9.752799868580000e-01, -3.083165860199545e-03, -4.470513806732541e-01, 7.612780042451288e-01, -4.075562384395413e-02, -1.206366735246104e-01, 0.000000000000000e+00, 0.000000000000000e+00, -3.284489405494034e-02
10, 9.701499938960000e-01, -3.614515256769670e-03, -4.253839259230500e-01, 7.220831469878191e-01, -4.512416220604908e-02, -1.142109557346824e-01, 0.000000000000000e+00, 0.000000000000000e+00, -2.575919544092699e-02
11, 9.645400047300000e-01, -4.197774968545859e-03, -4.069491574451237e-01, 6.886774722230886e-01, -4.974479553722457e-02, -1.087771081666699e-01, 0.000000000000000e+00, 0.000000000000000e+00, -2.069894692184495e-02
