"PointID","x","y","Adjoint_Density","Adjoint_Momentum_x","Adjoint_Momentum_y","Adjoint_Energy","Sensitivity_x","Sensitivity_y","Surface_Sensitivity"
0, 9.997500181200000e-01, -3.632768776089116e-05, -1.212724505198037e+00, 2.494639799389566e+00, 4.842614019012580e-02, -5.455021249067017e-01, 0.000000000000000e+00, 0.000000000000000e+00, 1.632432876596531e+00
1, 9.990000128750000e-01, -1.451731053805576e-04, -6.397922654446048e-01, 1.216576370037816e+00, -1.077280176624019e-02, -1.994888148355057e-01, 0.000000000000000e+00, 0.000000000000000e+00, -1.403627371952433e+00
2, 9.977599978450000e-01, -3.242269187459531e-04, -5.765381756081023e-01, 1.009313254669703e+00, 2.305823812957652e-03, -1.703984286279021e-01, 0.000000000000000e+00, 0.000000000000000e+00, -1.160962317569720e-01
3, 9.960200190539999e-01, -5.722260797616628e-04, -5.130454058003228e-01, 8.700294510840427e-01, -2.521377194358393e-02, -1.470592043868167e-01, 0.000000000000000e+00, 0.000000000000000e+00, -1.099734223028546e-01
4, 9.937800168990000e-01, -8.832067050175864e-04, -4.535960299686730e-01, 7.577196072999289e-01, -3.713098692623239e-02, -1.258264177705040e-01, 0.000000000000000e+00, 0.000000000000000e+00, -8.336344025508337e-02
5, 9.910500049590000e-01, -1.245796418074502e-03, -4.124396507832301e-01, 6.828273145593541e-01, -4.426488974293897e-02, -1.129247983111636e-01, 0.000000000000000e+00, 0.000000000000000e+00, -5.234950594132308e-02
6, 9.878399968150000e-01, -1.645653398407595e-03, -3.788769081494262e-01, 6.237341952258749e-01, -4.859532084893742e-02, -1.027970816517712e-01, 0.000000000000000e+00, 0.000000000000000e+00, -4.023433535738725e-02
7, 9.841300249100000e-01, -2.071929716856070e-03, -3.521361548359553e-01, 5.772356592964369e-01, -5.019007419986907e-02, -9.487705465453325e-02, 0.000000000000000e+00, 0.000000000000000e+00, -3.098958389067716e-02
8, 9.799500107769999e-01, -2.512569905731329e-03, -3.316857921732471e-01, 5.411107579570130e-01, -5.049923702753969e-02, -8.883882119648982e-02, 0.000000000000000e+00, 0.000000000000000e+00, -2.361905552257481e-02
9, 9.752799868580000e-01, -2.970499252211821e-03, -3.163922054983167e-01, 5.134460278173260e-01, -5.091858374174456e-02, -8.430238267156696e-02, 0.000000000000000e+00, 0.000000000000000e+00, -1.789318578137763e-02
10, 9.701499938960000e-01, -3.454896306609941e-03, -3.047996511829393e-01, 4.919263848927315e-01, -5.264840032892789e-02, -8.083145611433902e-02, 0.000000000000000e+00, 0.000000000000000e+00, -1.343720734279369e-02
11, 9.645400047300000e-01, -3.988639400443227e-03, -2.950089128118252e-01, 4.737922791320536e-01, -5.612280667683894e-02, -7.792269170533314e-02, 0.000000000000000e+00, 0.000000000000000e+00, -1.032646832640410e-02
