"Time_Iter","Outer_Iter","Inner_Iter",   "rms[A_Rho]"   ,   "rms[A_RhoU]"  ,   "rms[A_RhoV]"  ,    "rms[A_E]"    
          0,           0,           0,      -5.654547106,      -5.408286458,      -5.647439221,      -5.530359702
          0,           0,           1,      -5.383947374,      -5.325440233,      -5.276249455,      -5.732070516
          0,           0,           2,      -5.104729174,      -5.073729061,      -5.120527925,      -5.588091437
          0,           0,           3,      -4.980656199,      -4.947189962,      -5.056366002,      -5.506315121
          0,           0,           4,      -4.962112962,      -4.931757159,      -5.083142763,       -5.51481145
          0,           0,           5,      -4.980359186,      -4.948708347,      -5.133958804,      -5.528194329
          0,           0,           6,      -5.014466252,      -4.972429537,      -5.175780756,      -5.572118734
          0,           0,           7,      -5.045807533,      -4.986860317,      -5.219884124,      -5.611142367
          0,           0,           8,      -5.073381943,      -4.995242455,      -5.269926669,      -5.638641805
          0,           0,           9,      -5.092127994,      -4.996734178,      -5.333846348,      -5.676320617
          0,           0,          10,      -5.104454839,      -4.996858699,       -5.39874168,      -5.711415154
          0,           0,          11,      -5.121066341,      -5.004086869,      -5.437323324,      -5.739074763
          0,           0,          12,       -5.13914394,      -5.014525906,      -5.457809662,      -5.761229341
          0,           0,          13,      -5.152877397,      -5.022964159,       -5.48375978,      -5.779903789
          0,           0,          14,      -5.164209305,      -5.030850356,      -5.512907289,      -5.795772028
          0,           0,          15,       -5.17803617,      -5.041355487,      -5.532426384,      -5.808957001
          0,           0,          16,      -5.196362918,      -5.054283603,       -5.54217109,      -5.819131624
          0,           0,          17,      -5.218213027,      -5.066684974,      -5.549840917,      -5.825653382
          0,           0,          18,      -5.241541309,      -5.075439945,      -5.559886824,      -5.828477007
          0,           0,          19,       -5.26425926,      -5.078735048,      -5.573229009,      -5.828523739
          0,           0,          20,       -5.28466433,      -5.076456244,      -5.589782088,      -5.827229677
          0,           0,          21,      -5.301820971,       -5.07000103,      -5.609003776,      -5.826004335
          0,           0,          22,       -5.31577001,       -5.06163187,      -5.629801487,      -5.825975659
          0,           0,          23,      -5.327425462,      -5.053722237,      -5.650929191,      -5.828004028
          0,           0,          24,      -5.338321381,      -5.048323807,      -5.671647966,       -5.83302552
          0,           0,          25,      -5.350512884,      -5.047184453,      -5.692551162,      -5.843362564
          0,           0,          26,      -5.366136438,      -5.051559064,      -5.719703935,      -5.867196896
          0,           0,          27,      -5.378267073,      -5.056551982,       -5.75292965,      -5.881834634
          0,           0,          28,      -5.393342198,      -5.067017491,      -5.762641411,      -5.884601066
          0,           0,          29,      -5.411508305,      -5.082328264,      -5.773829487,      -5.899055148
          0,           0,          30,      -5.434197582,      -5.102653015,      -5.795791237,      -5.918212879
          0,           0,          31,      -5.463838966,      -5.129844532,      -5.821793255,      -5.945546289
          0,           0,          32,      -5.499325857,      -5.162918938,      -5.851505037,      -5.979430985
          0,           0,          33,      -5.538125856,      -5.200336485,      -5.888018781,      -6.016742561
          0,           0,          34,      -5.578968698,       -5.24120783,        -5.9297219,      -6.056838859
          0,           0,          35,      -5.621333802,      -5.285062023,      -5.973107892,      -6.099870137
          0,           0,          36,      -5.664343121,      -5.331303515,      -6.017408872,      -6.145892553
          0,           0,          37,      -5.707027665,      -5.379068515,      -6.063004515,      -6.194146239
          0,           0,          38,      -5.748664727,      -5.427402091,       -6.10903276,      -6.243384659
          0,           0,          39,      -5.788695112,        -5.4753462,      -6.153960882,      -6.292364678
          0,           0,          40,      -5.826682963,      -5.521943006,      -6.196346633,      -6.339831927
          0,           0,          41,      -5.862366636,      -5.566257521,      -6.234820145,      -6.384466312
          0,           0,          42,      -5.895662336,      -5.607439223,      -6.268187284,      -6.425065836
          0,           0,          43,      -5.926637737,      -5.644832024,      -6.295815173,      -6.460840784
          0,           0,          44,      -5.955518404,      -5.678113344,      -6.317905397,      -6.491589624
          0,           0,          45,      -5.982683247,       -5.70737177,      -6.335450333,      -6.517650824
          0,           0,          46,      -6.008563129,      -5.733037592,      -6.349865341,      -6.539717432
          0,           0,          47,      -6.033465956,      -5.755691565,      -6.362524409,      -6.558641502
          0,           0,          48,      -6.057442048,      -5.775864303,      -6.374496336,      -6.575249143
          0,           0,          49,      -6.080270488,      -5.793925825,      -6.386503585,      -6.590196495
          0,           0,          50,      -6.101555248,      -5.810085194,      -6.398953099,      -6.603929093
          0,           0,          51,      -6.120868313,      -5.824455032,      -6.411977334,      -6.616729859
          0,           0,          52,      -6.137891276,      -5.837131397,      -6.425485393,      -6.628793018
          0,           0,          53,      -6.152528417,      -5.848262722,      -6.439214128,      -6.640290964
          0,           0,          54,      -6.164962939,      -5.858093012,      -6.452776046,      -6.651422714
          0,           0,          55,      -6.175625933,      -5.866960435,      -6.465699024,       -6.66240623
          0,           0,          56,      -6.185044571,      -5.875213772,      -6.477479277,       -6.67332615
          0,           0,          57,      -6.193566209,       -5.88302325,       -6.48784624,      -6.683838398
          0,           0,          58,      -6.201182109,      -5.890261836,      -6.497285596,      -6.693238039
          0,           0,          59,      -6.207764751,      -5.896723457,      -6.506850301,      -6.701233982
          0,           0,          60,      -6.213443299,      -5.902432026,      -6.517156283,      -6.708291426
          0,           0,          61,      -6.218748871,      -5.907743713,      -6.528097012,      -6.715182235
          0,           0,          62,      -6.224559158,      -5.913311185,      -6.539311408,      -6.722668519
          0,           0,          63,      -6.231881521,      -5.919940267,      -6.550620737,       -6.73144799
          0,           0,          64,      -6.241583423,      -5.928386011,      -6.562183244,      -6.742040626
          0,           0,          65,       -6.25424916,      -5.939224426,      -6.574449741,      -6.754749261
          0,           0,          66,      -6.270167701,      -5.952831993,       -6.58798348,      -6.769763385
          0,           0,          67,      -6.289370699,      -5.969410942,      -6.603192395,      -6.787213508
          0,           0,          68,      -6.311678138,      -5.989018223,      -6.620138226,      -6.807114581
          0,           0,          69,      -6.336740609,      -6.011594155,      -6.638547786,      -6.829315178
