"Time_Iter","Outer_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoW]"   ,    "rms[RhoE]"   
          0,           0,         210,      -11.83297313,      -11.78103261,      -11.49430668,       -12.5343667,      -11.22594279
          0,           0,         211,      -11.82399236,      -11.77240677,      -11.49577318,      -12.45209159,      -11.21729315
          0,           0,         212,       -11.8276516,      -11.77663605,      -11.47456463,      -12.33968986,      -11.22310909
          0,           0,         213,      -11.81178006,      -11.75542793,      -11.48552787,      -12.14089471,      -11.20555825
          0,           0,         214,      -11.80923482,      -11.75292394,      -11.49345007,      -12.32282999,      -11.20283332
          0,           0,         215,      -11.82770035,      -11.77486567,      -11.47582045,      -12.40574045,      -11.22286537
          0,           0,         216,      -11.83830478,      -11.78620964,      -11.48772018,      -12.42834898,      -11.23202189
          0,           0,         217,      -11.81502091,      -11.75901716,      -11.49373097,      -12.24953944,      -11.20797976
          0,           0,         218,       -11.8217979,      -11.76972372,      -11.47611474,      -12.40540216,      -11.21707756
          0,           0,         219,      -11.84463255,      -11.79380995,      -11.47658084,      -12.50504416,      -11.23996146
          0,           0,         220,      -11.84665838,       -11.7941183,      -11.48966077,      -12.52335422,      -11.24007421
          0,           0,         221,      -11.82409267,      -11.76824732,      -11.49478145,      -12.33259599,      -11.21708658
          0,           0,         222,      -11.80784696,       -11.7484228,      -11.47480215,      -12.10426347,      -11.20264426
          0,           0,         223,      -11.81746169,      -11.76080079,      -11.47597607,      -12.27164064,      -11.21345812
          0,           0,         224,      -11.84199596,      -11.78683515,      -11.47788842,      -12.36375387,      -11.23711458
          0,           0,         225,      -11.84747159,      -11.79285262,      -11.47868085,      -12.35003581,      -11.24215037
          0,           0,         226,      -11.85141834,      -11.79696645,      -11.47910056,      -12.33766838,      -11.24610078
          0,           0,         227,      -11.83138861,       -11.7733579,      -11.47857819,      -12.16562384,      -11.22569717
          0,           0,         228,      -11.82696776,      -11.76979897,      -11.47917422,      -12.33823523,      -11.22191977
          0,           0,         229,      -11.84615978,       -11.7897154,      -11.47933852,      -12.42500783,      -11.24071024
          0,           0,         230,      -11.85175036,      -11.79553606,      -11.47947027,       -12.4181749,      -11.24628319
          0,           0,         231,      -11.85466795,      -11.79905748,      -11.47960868,      -12.41321756,      -11.24925754
          0,           0,         232,      -11.83992654,      -11.78163608,      -11.47927661,      -12.25191553,      -11.23430689
          0,           0,         233,      -11.83794921,      -11.78145544,      -11.47961671,      -12.43958422,      -11.23286067
          0,           0,         234,      -11.85162701,       -11.7958841,      -11.47966295,      -12.51918663,      -11.24623422
          0,           0,         235,      -11.85564416,      -11.80005181,      -11.47964576,      -12.48369595,      -11.25022738
          0,           0,         236,      -11.84658439,      -11.78908724,      -11.47954068,      -12.32605421,      -11.24107247
          0,           0,         237,      -11.82713956,      -11.76470291,       -11.4782611,      -12.12116412,      -11.22144654
