"Time_Iter","Outer_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoE]"   ,     "rms[nu]"    
          0,           0,           0,      -4.590575734,      -13.61609199,      -13.67192577,      -2.542868302,      -9.860287014
          0,           0,         100,       -4.84328748,      -4.075131057,      -4.092992326,      -2.793982984,      -11.30712174
          0,           0,         200,      -4.540205642,      -3.784097733,       -3.79838562,      -2.497660792,      -10.73659631
          0,           0,         300,      -4.648962561,       -3.87695859,      -3.899371588,      -2.607641067,      -10.50583079
          0,           0,         400,       -4.92203595,      -3.940886531,      -4.064257178,      -2.891112626,      -10.38220889
          0,           0,         500,      -5.384507357,      -4.168258112,      -4.403434573,      -3.338883459,      -10.35556902
          0,           0,         600,      -5.572790179,      -4.384633037,      -4.617498524,      -3.527851721,      -10.33472973
          0,           0,         700,      -5.726444298,      -4.598992085,      -4.797360432,       -3.68736432,      -10.31940493
          0,           0,         800,      -5.986516393,      -4.793677612,      -5.082622568,      -3.938240935,      -10.31880254
          0,           0,         900,      -6.148820332,      -4.999753092,      -5.345933647,      -4.096120338,      -10.32783699
          0,           0,        1000,      -6.281412088,      -5.104253322,      -5.483231502,      -4.231540608,      -10.34177098
          0,           0,        1100,      -6.379085222,       -5.17741249,      -5.574898082,      -4.329709109,      -10.35640842
          0,           0,        1200,       -6.49336088,      -5.260808297,      -5.689088029,      -4.443687635,      -10.36369872
          0,           0,        1300,      -6.668097919,      -5.312205993,      -5.739645977,      -4.613690174,      -10.36294198
          0,           0,        1400,      -6.796656393,      -5.352405216,      -5.770954404,      -4.732346478,      -10.35385436
          0,           0,        1500,      -6.889459057,      -5.407100678,      -5.805857049,      -4.825495668,      -10.33501239
          0,           0,        1600,      -7.024009526,       -5.44324621,      -5.792422909,      -4.962521722,      -10.30516013
          0,           0,        1700,         -7.155815,      -5.470071143,      -5.795614461,      -5.074198018,       -10.2668195
          0,           0,        1800,       -7.22508831,      -5.498947318,      -5.841332442,      -5.127881812,      -10.22532851
          0,           0,        1900,      -7.290837313,      -5.522296735,      -5.889918848,      -5.202733553,      -10.18662608
          0,           0,        2000,      -7.356634228,      -5.537532486,      -5.908842594,      -5.273139163,       -10.1538686
          0,           0,        2100,      -7.475202889,       -5.54525151,      -5.899484749,      -5.349449551,      -10.12768526
          0,           0,        2200,      -7.603011909,      -5.551508294,      -5.882730679,      -5.407446261,      -10.10713923
          0,           0,        2300,      -7.536187794,      -5.564443117,      -5.884133713,      -5.383429101,      -10.09089064
          0,           0,        2400,      -7.532351519,       -5.57884989,      -5.912001183,      -5.401763576,      -10.07860351
          0,           0,        2500,      -7.685530803,      -5.586580539,      -5.957913558,      -5.494623094,      -10.06999807
          0,           0,        2600,      -7.897565167,      -5.590978893,      -6.002391196,      -5.555014944,      -10.06490132
          0,           0,        2700,       -7.91316243,      -5.596871816,      -6.022408464,      -5.550616846,      -10.06286111
          0,           0,        2800,      -7.943804261,      -5.603578141,       -6.02046648,      -5.563067807,      -10.06313135
          0,           0,        2900,      -8.009638727,      -5.609914499,      -6.024280406,      -5.582289956,      -10.06523105
          0,           0,        3000,      -7.961481201,      -5.616676104,       -6.05196392,      -5.581393815,      -10.06867767
          0,           0,        3100,       -7.91323005,      -5.624576558,       -6.10159413,      -5.580496354,      -10.07331514
          0,           0,        3200,      -7.954756703,      -5.633613247,       -6.15694701,      -5.597117721,      -10.07978532
          0,           0,        3300,      -8.087238566,      -5.643211483,      -6.198912153,      -5.621768289,      -10.08944658
          0,           0,        3400,      -8.199598224,      -5.653026946,      -6.225446223,       -5.63561372,      -10.10260876
          0,           0,        3500,      -8.164849332,      -5.663025257,      -6.251961689,      -5.639886653,      -10.11805199
          0,           0,        3600,      -8.148191968,      -5.672671095,      -6.291513904,      -5.649223162,      -10.13534983
          0,           0,        3700,      -8.204110078,      -5.681509781,      -6.344961859,      -5.664873587,      -10.15710571
          0,           0,        3800,      -8.297458428,       -5.69005763,       -6.40369108,      -5.679668885,      -10.18896339
          0,           0,        3900,      -8.393111369,      -5.698823666,      -6.456660675,      -5.691736392,      -10.23889861
          0,           0,        4000,      -8.471000265,      -5.707647037,      -6.500555877,      -5.702226526,      -10.31281292
          0,           0,        4100,      -8.504323872,      -5.716147022,      -6.541814561,      -5.711183405,      -10.40403244
          0,           0,        4200,       -8.50824993,       -5.72434475,      -6.587024571,      -5.719291388,      -10.48559823
          0,           0,        4300,      -8.532035973,        -5.7325522,      -6.637207501,      -5.727931176,      -10.53129158
          0,           0,        4400,      -8.594668198,      -5.740939059,      -6.689541914,      -5.737397575,      -10.54645242
          0,           0,        4500,      -8.674192072,      -5.749515487,       -6.74151232,      -5.746927776,      -10.54948541
