Point ID,Density,Energy,Mach,Momentum_0,Momentum_1,Momentum_2,Momentum_Magnitude,Points_0,Points_1,Points_2,Points_Magnitude,Pressure,Pressure_Coefficient,Temperature,Velocity_0,Velocity_1,Velocity_2,Velocity_Magnitude
160,0.994653,2.91759,0.746926,0.88164,-0.0828496,0,0.885524,0.66647,0.0395729,0,0.667644,1.00936,0.0208953,1.01479,0.88638,-0.083295,0,0.890285
161,0.984213,2.89013,0.758648,0.884487,-0.0851008,0,0.888572,0.68127,0.0381652,0,0.682338,0.995605,-0.00980952,1.01157,0.898674,-0.0864658,0,0.902824
162,0.984818,2.89162,0.757597,0.883746,-0.0869527,0,0.888013,0.69589,0.0367423,0,0.696859,0.996502,-0.00780737,1.01186,0.897369,-0.0882931,0,0.901702
163,0.986537,2.89612,0.755587,0.882996,-0.0887463,0,0.887444,0.71032,0.0353069,0,0.711197,0.998786,-0.00270977,1.01242,0.895046,-0.0899574,0,0.899556
164,0.986872,2.8969,0.754837,0.882327,-0.0904966,0,0.886956,0.72453,0.0338638,0,0.725321,0.999329,-0.00149775,1.01262,0.894064,-0.0917005,0,0.898755
165,0.987731,2.89904,0.75345,0.881456,-0.0921782,0,0.886263,0.73852,0.0324145,0,0.739231,1.00057,0.00128098,1.013,0.892405,-0.0933232,0,0.897272
166,0.989272,2.90293,0.751095,0.880172,-0.0937709,0,0.885153,0.75228,0.0309618,0,0.752917,1.00277,0.00619159,1.01365,0.889717,-0.0947878,0,0.894751
167,0.991196,2.90782,0.748296,0.87875,-0.0953062,0,0.883903,0.76578,0.0295103,0,0.766348,1.00548,0.0122382,1.01441,0.886555,-0.0961527,0,0.891754
168,0.993342,2.91325,0.745102,0.877091,-0.0967749,0,0.882413,0.77901,0.0280628,0,0.779515,1.00852,0.0190278,1.01528,0.88297,-0.0974235,0,0.888328
169,0.995749,2.91934,0.741547,0.87526,-0.0981852,0,0.88075,0.79197,0.0266206,0,0.792417,1.01193,0.0266307,1.01625,0.878997,-0.0986044,0,0.884511
170,0.998372,2.92599,0.737679,0.873263,-0.0995398,0,0.878918,0.80464,0.0251876,0,0.805034,1.01564,0.0349185,1.0173,0.874687,-0.0997021,0,0.880351
171,1.00118,2.93309,0.7335,0.871068,-0.100834,0,0.876885,0.81701,0.0237664,0,0.817356,1.01963,0.0438253,1.01843,0.870039,-0.100715,0,0.875849
172,1.00416,2.9406,0.729041,0.868682,-0.10207,0,0.874658,0.82905,0.022362,0,0.829352,1.02387,0.0532759,1.01963,0.865087,-0.101647,0,0.871038
173,1.00731,2.94857,0.724349,0.866166,-0.103253,0,0.872299,0.84077,0.0209746,0,0.841032,1.02835,0.0632883,1.02089,0.859879,-0.102504,0,0.865967
174,1.01061,2.95687,0.71938,0.863426,-0.104372,0,0.869711,0.85216,0.0196071,0,0.852386,1.03306,0.073787,1.02222,0.854365,-0.103277,0,0.860585
175,1.01406,2.96558,0.714185,0.860532,-0.105435,0,0.866967,0.86318,0.0182657,0,0.863373,1.03799,0.0847949,1.0236,0.848602,-0.103973,0,0.854948
176,1.01764,2.97457,0.708743,0.857422,-0.106431,0,0.864002,0.87385,0.0169496,0,0.874014,1.04312,0.0962388,1.02504,0.842563,-0.104587,0,0.849029
177,1.02136,2.98394,0.703079,0.854142,-0.107366,0,0.860864,0.88415,0.0156627,0,0.884289,1.04846,0.108172,1.02653,0.836276,-0.10512,0,0.842857
178,1.02522,2.99361,0.697179,0.850646,-0.10823,0,0.857503,0.89406,0.0144092,0,0.894176,1.054,0.120534,1.02808,0.829724,-0.105568,0,0.836413
179,1.02921,3.00364,0.691052,0.846954,-0.109024,0,0.853942,0.90358,0.0131906,0,0.903676,1.05975,0.13337,1.02967,0.822916,-0.10593,0,0.829706
180,1.03334,3.01399,0.684681,0.843033,-0.109741,0,0.850146,0.9127,0.0120097,0,0.912779,1.06571,0.146671,1.03132,0.815832,-0.1062,0,0.822715
181,1.03761,3.02467,0.678058,0.838871,-0.110377,0,0.846101,0.9214,0.0108709,0,0.921464,1.07188,0.160451,1.03303,0.808462,-0.106376,0,0.81543
182,1.04204,3.03573,0.671177,0.83446,-0.110926,0,0.8418,0.92969,0.00977422,0,0.929741,1.07828,0.174742,1.03479,0.800798,-0.106451,0,0.807842
183,1.04661,3.04716,0.664017,0.82977,-0.111383,0,0.837213,0.93754,0.00872535,0,0.937581,1.08492,0.189561,1.03661,0.792815,-0.106423,0,0.799926
184,1.05136,3.059,0.656555,0.824777,-0.111741,0,0.832312,0.94496,0.00772447,0,0.944992,1.09182,0.204957,1.03849,0.784487,-0.106283,0,0.791654
185,1.05629,3.07129,0.648757,0.81944,-0.111992,0,0.827057,0.95194,0.00677443,0,0.951964,1.099,0.220981,1.04044,0.775773,-0.106024,0,0.782985
186,1.06142,3.08407,0.640598,0.813735,-0.112128,0,0.821424,0.95847,0.00587808,0,0.958488,1.10649,0.237697,1.04246,0.766646,-0.105639,0,0.77389
187,1.06677,3.09736,0.632021,0.807585,-0.112136,0,0.815333,0.96454,0.00503823,0,0.964553,1.11431,0.255166,1.04457,0.757036,-0.105117,0,0.764299
188,1.07239,3.11131,0.622981,0.800958,-0.112008,0,0.808752,0.97015,0.00425627,0,0.970159,1.12254,0.273522,1.04677,0.746893,-0.104447,0,0.75416
189,1.07829,3.12594,0.613383,0.793733,-0.111725,0,0.801558,0.97528,0.00353632,0,0.975286,1.13121,0.292875,1.04908,0.736104,-0.103613,0,0.74336
190,1.08456,3.14147,0.603113,0.785804,-0.111268,0,0.793642,0.97995,0.00287683,0,0.979954,1.14044,0.313474,1.05152,0.724537,-0.102593,0,0.731764
191,1.09129,3.15812,0.592001,0.776993,-0.110613,0,0.784827,0.98413,0.00228318,0,0.984133,1.15036,0.335629,1.05413,0.711995,-0.101359,0,0.719173
192,1.09858,3.17609,0.579768,0.766974,-0.109706,0,0.77478,0.98784,0.00175361,0,0.987842,1.16115,0.359716,1.05696,0.698152,-0.0998616,0,0.705258
193,1.10679,3.19639,0.566116,0.755555,-0.108521,0,0.763309,0.99105,0.00129336,0,0.991051,1.17327,0.386761,1.06007,0.682657,-0.098051,0,0.689663
194,1.11586,3.2185,0.549656,0.740829,-0.106781,0,0.748485,0.99378,0.000900437,0,0.99378,1.18699,0.41738,1.06374,0.663908,-0.0956941,0,0.670769
195,1.12795,3.24856,0.530048,0.723546,-0.104592,0,0.731067,0.99602,0.000576998,0,0.99602,1.20466,0.456829,1.06801,0.641469,-0.0927274,0,0.648136
196,1.14535,3.29177,0.501285,0.696766,-0.100948,0,0.704041,0.99776,0.000325111,0,0.99776,1.23015,0.513734,1.07404,0.608342,-0.0881372,0,0.614693
197,1.15745,3.31526,0.451696,0.637326,-0.0924857,0,0.644002,0.999,0.000145254,0,0.999,1.25444,0.567944,1.08379,0.550628,-0.0799044,0,0.556395
198,1.27463,3.63603,0.385591,0.602333,-0.0874922,0,0.608654,0.99975,3.6329e-05,0,0.99975,1.39629,0.884566,1.09544,0.472555,-0.0686412,0,0.477514
199,1.18638,3.34568,0.0129161,0,0.0192562,0,0.0192562,1,0,0,1,1.33821,0.754934,1.12798,0,0.0162311,0,0.0162311
