"PointID","x","y","Density","Momentum_x","Momentum_y","Energy"
0, 9.997500181200000e-01, -3.633488090905796e-05, 1.316779989800031e+00, 6.831701802958817e-01, 9.948943431968536e-02, 3.765068111777389e+00
1, 9.990000128750000e-01, -1.456271896266352e-04, 1.189661552450842e+00, 6.774793583630049e-01, 9.970434232979941e-02, 3.411190729063424e+00
2, 9.977599978450000e-01, -3.292052987196542e-04, 1.187158084985698e+00, 7.209768533321307e-01, 1.097103944235159e-01, 3.411821693788326e+00
3, 9.960200190539999e-01, -5.990901489027237e-04, 1.180001854084468e+00, 7.316921449703702e-01, 1.196759239211987e-01, 3.394190258877158e+00
4, 9.937800168990000e-01, -9.801729224333503e-04, 1.177299509168793e+00, 7.313423921363283e-01, 1.345417436036437e-01, 3.387118801605775e+00
5, 9.910500049590000e-01, -1.513401105392901e-03, 1.175688783992535e+00, 7.314848549408043e-01, 1.567040193354789e-01, 3.383478058606999e+00
6, 9.878399968150000e-01, -2.252687337200841e-03, 1.170077477561809e+00, 7.333057632266271e-01, 1.849723121535959e-01, 3.369484996730084e+00
7, 9.841300249100000e-01, -3.258927697312878e-03, 1.158712278881908e+00, 7.417512533749450e-01, 2.166668354061888e-01, 3.341225059595629e+00
8, 9.799500107769999e-01, -4.557366026281986e-03, 1.139766423144957e+00, 7.592296020326150e-01, 2.473948192050092e-01, 3.294096459391002e+00
9, 9.752799868580000e-01, -6.142710887497202e-03, 1.112919688454365e+00, 7.860845555007618e-01, 2.713241086797047e-01, 3.227236018348185e+00
10, 9.701499938960000e-01, -7.939929424426253e-03, 1.079382280271509e+00, 8.201795401695147e-01, 2.830763154496373e-01, 3.143528212560725e+00
11, 9.645400047300000e-01, -9.849502412875723e-03, 1.041581365197622e+00, 8.567039210539819e-01, 2.792636765693379e-01, 3.048650734035946e+00
12, 9.584699869160000e-01, -1.174731446309565e-02, 1.006345110812203e+00, 8.893182896317232e-01, 2.605934497619115e-01, 2.959835523594156e+00
13, 9.519400000570000e-01, -1.354163235446613e-02, 9.824058248479122e-01, 9.131787587718087e-01, 2.326054179700116e-01, 2.899543578794038e+00
14, 9.449599981310000e-01, -1.518858656663390e-02, 9.729571788956646e-01, 9.267909329346963e-01, 2.032491474898527e-01, 2.875950892421160e+00
15, 9.375399947170000e-01, -1.669961405799511e-02, 9.748022697447134e-01, 9.313959888147609e-01, 1.791282698605187e-01, 2.880806277889424e+00
16, 9.296900033950000e-01, -1.812534791270719e-02, 9.820669286113397e-01, 9.302872254245448e-01, 1.633458353321469e-01, 2.899231099911536e+00
17, 9.214000105860000e-01, -1.953357664296195e-02, 9.895425162231798e-01, 9.270874386054919e-01, 1.555929046107408e-01, 2.918117129095204e+00
18, 9.126999974250000e-01, -2.097677731207698e-02, 9.940747701646763e-01, 9.244007716016718e-01, 1.535465031070215e-01, 2.929510797557657e+00
19, 9.035800099370001e-01, -2.249354689512637e-02, 9.948687721432024e-01, 9.233954819954348e-01, 1.544833870200141e-01, 2.931423899446898e+00
20, 8.940600156780000e-01, -2.409523258981467e-02, 9.924157527343133e-01, 9.242409978896752e-01, 1.562393119279420e-01, 2.925120832348222e+00
21, 8.841500282290000e-01, -2.577810901665304e-02, 9.876732620483736e-01, 9.265237644753437e-01, 1.575271587661266e-01, 2.913023702587754e+00
22, 8.738499879840000e-01, -2.753133251869592e-02, 9.815785284953173e-01, 9.296332003652791e-01, 1.578336324861242e-01, 2.897483667603782e+00
23, 8.631799817090000e-01, -2.933841496781108e-02, 9.748577729324650e-01, 9.330808174651728e-01, 1.571604010921763e-01, 2.880333044838543e+00
24, 8.521599769590000e-01, -3.118461824548129e-02, 9.679169570562155e-01, 9.365424159041001e-01, 1.557310813356398e-01, 2.862589777120385e+00
25, 8.407700061800000e-01, -3.306481289979092e-02, 9.609042852016215e-01, 9.398774521192768e-01, 1.538048278890541e-01, 2.844626432124697e+00
26, 8.290500044819999e-01, -3.496641483112244e-02, 9.537938731993914e-01, 9.430690491397774e-01, 1.515592081100231e-01, 2.826377518851888e+00
27, 8.170099854470000e-01, -3.688325008660763e-02, 9.464733233673454e-01, 9.461473487505125e-01, 1.490730517697975e-01, 2.807555237760309e+00
28, 8.046399950980000e-01, -3.881240625878723e-02, 9.388517651184443e-01, 9.491247274642962e-01, 1.463400809900901e-01, 2.787922107637418e+00
29, 7.919700145720000e-01, -4.074401912970985e-02, 9.309219896279330e-01, 9.520120800598676e-01, 1.433027667811496e-01, 2.767462635299404e+00
30, 7.790099978450000e-01, -4.267039251324443e-02, 9.226779472707272e-01, 9.548186448859564e-01, 1.398969286056803e-01, 2.746164285101003e+00
31, 7.657799720760000e-01, -4.458129914604242e-02, 9.139551821399695e-01, 9.574882367683016e-01, 1.360522794555966e-01, 2.723574039739843e+00
32, 7.522799968720000e-01, -4.646853584553372e-02, 9.046625986848739e-01, 9.600183185594877e-01, 1.317298941044243e-01, 2.699453668209309e+00
33, 7.385200262070000e-01, -4.832180046064648e-02, 8.951850450230223e-01, 9.623521411923662e-01, 1.269080700902576e-01, 2.674813480388450e+00
34, 7.245299816130000e-01, -5.012800801871500e-02, 8.860645114541895e-01, 9.644782906618052e-01, 1.215933635052093e-01, 2.651088611171793e+00
35, 7.103199958800001e-01, -5.187702463894907e-02, 8.767699840921345e-01, 9.663802511763582e-01, 1.158143340818229e-01, 2.626867727844026e+00
36, 6.958900094030001e-01, -5.356032082269197e-02, 8.652115494238017e-01, 9.680252302550009e-01, 1.096180984545434e-01, 2.596629321477097e+00
37, 6.812700033190000e-01, -5.516661342767991e-02, 8.498949068967414e-01, 9.690538537460137e-01, 1.030252343550501e-01, 2.556359325791570e+00
38, 6.664699912070000e-01, -5.668811837249374e-02, 8.341531519604573e-01, 9.694272788041125e-01, 9.611590000073274e-02, 2.514867884561874e+00
39, 6.514999866490000e-01, -5.811822414447723e-02, 8.236445223614433e-01, 9.695405547895002e-01, 8.901742744512171e-02, 2.487117065797755e+00
40, 6.363800168040000e-01, -5.945080024280103e-02, 8.209297980833653e-01, 9.699308316970279e-01, 8.186252682959008e-02, 2.479924120505154e+00
41, 6.211299896240000e-01, -6.068146331063896e-02, 8.249687410444964e-01, 9.706735133569103e-01, 7.473459594460898e-02, 2.490563131426835e+00
42, 6.057599782940000e-01, -6.180831404570604e-02, 8.331294145923546e-01, 9.714925971559913e-01, 6.769015307060718e-02, 2.512069568903818e+00
43, 5.902799963950000e-01, -6.283098124830669e-02, 8.428086153585178e-01, 9.720199305395998e-01, 6.078575463554791e-02, 2.537520979353834e+00
44, 5.747100114820000e-01, -6.375003931776750e-02, 8.526631788955654e-01, 9.720265798853337e-01, 5.408948356196754e-02, 2.563326296028156e+00
45, 5.590599775310000e-01, -6.456825338889757e-02, 8.643512374960797e-01, 9.716529573985210e-01, 4.769320421899328e-02, 2.593912138138352e+00
46, 5.433599948880000e-01, -6.528884258317373e-02, 8.827201429946240e-01, 9.706320181989969e-01, 4.165043777109535e-02, 2.642049809666470e+00
47, 5.276100039480000e-01, -6.591779177529022e-02, 9.096396638248132e-01, 9.683777506307731e-01, 3.600822376347183e-02, 2.712687917193723e+00
48, 5.118399858470000e-01, -6.646088473081260e-02, 9.259943649201101e-01, 9.649946954944201e-01, 3.082460419018975e-02, 2.755141471466649e+00
49, 4.960500001910000e-01, -6.692590573549391e-02, 8.929007069776879e-01, 9.636502785800205e-01, 2.623402892370517e-02, 2.666689604387865e+00
50, 4.802699983120000e-01, -6.732033341725373e-02, 7.856043355948092e-01, 9.587763927606219e-01, 2.209329081221413e-02, 2.382677114412890e+00
51, 4.645099937920000e-01, -6.765268889249867e-02, 7.277777909095768e-01, 9.560761694638628e-01, 1.855821813786951e-02, 2.231850333250524e+00
52, 4.487800002100000e-01, -6.793157996078560e-02, 7.253671312736371e-01, 9.563027927810485e-01, 1.560923233237243e-02, 2.225714236423162e+00
53, 4.331099987030000e-01, -6.816521465555142e-02, 7.385085142031876e-01, 9.600005616671872e-01, 1.320919315391202e-02, 2.260924885177011e+00
54, 4.174999892710000e-01, -6.836197940308607e-02, 7.430685549422548e-01, 9.611488873900601e-01, 1.124098009452753e-02, 2.273104980545710e+00
55, 4.019699990750000e-01, -6.852940809171351e-02, 7.396865426496771e-01, 9.604687683135347e-01, 9.690397266394975e-03, 2.264121084080109e+00
56, 3.865399956700000e-01, -6.867434212351634e-02, 7.335969356867960e-01, 9.588506342539813e-01, 8.525439166390914e-03, 2.247818379031929e+00
57, 3.712300062180000e-01, -6.880272692753150e-02, 7.273636374544483e-01, 9.567717672695506e-01, 7.693295297990531e-03, 2.230989922335793e+00
58, 3.560400009160000e-01, -6.891958918687746e-02, 7.212614651841710e-01, 9.545091977301868e-01, 7.128858629364787e-03, 2.214444638777508e+00
59, 3.409900069240000e-01, -6.902857774220321e-02, 7.150752040948062e-01, 9.521629307691510e-01, 6.756685739980832e-03, 2.197665678651072e+00
60, 3.261100053790000e-01, -6.913197675995722e-02, 7.086607080777779e-01, 9.495911793664575e-01, 6.492750131670831e-03, 2.180229495145613e+00
61, 3.113999962810000e-01, -6.923089696090810e-02, 7.020659481941298e-01, 9.468406343402551e-01, 6.248464975342738e-03, 2.162277604543318e+00
62, 2.968699932100000e-01, -6.932493974157226e-02, 6.953370192362957e-01, 9.439453775862471e-01, 5.929750460540863e-03, 2.143941740787494e+00
63, 2.825500071050000e-01, -6.941212909643740e-02, 6.884776597966993e-01, 9.408117358788445e-01, 5.437066544977296e-03, 2.125195408458568e+00
64, 2.684499919410000e-01, -6.948918241862981e-02, 6.816169927224914e-01, 9.376007621209363e-01, 4.668252291109303e-03, 2.106431030840683e+00
65, 2.545700073240000e-01, -6.955143966801525e-02, 6.747667539591936e-01, 9.341672717692409e-01, 3.516414092561921e-03, 2.087621045657534e+00
66, 2.409400045870000e-01, -6.959273615053758e-02, 6.682787710920787e-01, 9.308462318193371e-01, 1.871907694270973e-03, 2.069792528525442e+00
67, 2.275699973110000e-01, -6.960573598975030e-02, 6.625068223524265e-01, 9.277380750762527e-01, -3.799770994612827e-04, 2.053882822082172e+00
68, 2.144699990750000e-01, -6.958189473291404e-02, 6.579865403316141e-01, 9.252901661455400e-01, -3.360901883831393e-03, 2.041428079965464e+00
69, 2.016600072380000e-01, -6.951162396129423e-02, 6.548727329166839e-01, 9.235517652756399e-01, -7.205846332741862e-03, 2.032838642799723e+00
70, 1.891400069000000e-01, -6.938426203046545e-02, 6.529622367012315e-01, 9.224466660301831e-01, -1.205546940703187e-02, 2.027569544153219e+00
71, 1.769299954180000e-01, -6.918842706340246e-02, 6.517239540682149e-01, 9.216495590965588e-01, -1.806169504806738e-02, 2.024148765345686e+00
72, 1.650400012730000e-01, -6.891197085645540e-02, 6.508811459271098e-01, 9.209664810735795e-01, -2.537838460173695e-02, 2.021806720955839e+00
73, 1.534900069240000e-01, -6.854250882936687e-02, 6.510285796760759e-01, 9.208490635818053e-01, -3.419553785804810e-02, 2.022248105332076e+00
74, 1.422899961470000e-01, -6.806715416246759e-02, 6.531616671044779e-01, 9.216726206374436e-01, -4.473855845918286e-02, 2.028168871998303e+00
75, 1.314399987460000e-01, -6.747218780885676e-02, 6.577775442913688e-01, 9.236070347716390e-01, -5.726768375509005e-02, 2.040931723710042e+00
76, 1.209499984980000e-01, -6.674398078819867e-02, 6.644013598085970e-01, 9.261588204107736e-01, -7.203260630863940e-02, 2.059182360690060e+00
77, 1.108499988910000e-01, -6.587078714110481e-02, 6.728835553185847e-01, 9.293169335260004e-01, -8.936773954051480e-02, 2.082601493090993e+00
78, 1.011300012470000e-01, -6.483799125102263e-02, 6.831067248818434e-01, 9.322110362576268e-01, -1.095177178347166e-01, 2.110626511854071e+00
79, 9.181000292300000e-02, -6.363393644432622e-02, 6.958390268058983e-01, 9.352357158499620e-01, -1.329290768283771e-01, 2.145485654473150e+00
80, 8.290000259900000e-02, -6.224688309530078e-02, 7.114944364829497e-01, 9.379030268563935e-01, -1.599949091908206e-01, 2.188198407539653e+00
81, 7.440000027400000e-02, -6.066400062678758e-02, 7.303733884466076e-01, 9.394600392817040e-01, -1.910605183630444e-01, 2.239444214543045e+00
82, 6.633000075800000e-02, -5.887699719420526e-02, 7.529040577953628e-01, 9.392186379565012e-01, -2.265325166211995e-01, 2.300326363156556e+00
83, 5.869000032500000e-02, -5.687486604113989e-02, 7.793342799822011e-01, 9.357840543790505e-01, -2.665522536603205e-01, 2.371290526087491e+00
84, 5.149000138000000e-02, -5.464991589268806e-02, 8.101350031346636e-01, 9.276727694021635e-01, -3.111101859038491e-01, 2.453424972693706e+00
85, 4.473999887700000e-02, -5.219650564618818e-02, 8.457149291027977e-01, 9.128208048334158e-01, -3.597358500431700e-01, 2.547551873884965e+00
86, 3.844000026600000e-02, -4.950700808542591e-02, 8.862235946678982e-01, 8.886978614154377e-01, -4.111934272736313e-01, 2.653744177493087e+00
87, 3.260000050100000e-02, -4.657942502063887e-02, 9.315163109993405e-01, 8.526269499000234e-01, -4.633234802006569e-01, 2.771314346924012e+00
88, 2.723000012300000e-02, -4.341541517962621e-02, 9.812054004499676e-01, 8.018776100657300e-01, -5.127151524219969e-01, 2.898920089533983e+00
89, 2.232000045500000e-02, -4.000646210919036e-02, 1.034545691626872e+00, 7.345573870732556e-01, -5.542611796809678e-01, 3.034379599908734e+00
