"PointID","x","y","Density","Momentum_x","Momentum_y","Energy"
0, 9.997500181200000e-01, -3.632759958838607e-05, 1.316881729655686e+00, 6.937826090470919e-01, 1.007160106395309e-01, 3.766949517023091e+00
1, 9.990000128750000e-01, -1.451675389488613e-04, 1.181288477073573e+00, 7.073310926922376e-01, 1.023089919097717e-01, 3.393028426371401e+00
2, 9.977599978450000e-01, -3.241658839769744e-04, 1.165917026352887e+00, 7.697986811806065e-01, 1.102336244873839e-01, 3.362007351974144e+00
3, 9.960200190539999e-01, -5.718966667969888e-04, 1.144156405491483e+00, 8.009294162571522e-01, 1.122617562064268e-01, 3.308212855404274e+00
4, 9.937800168990000e-01, -8.820173520302381e-04, 1.127062080722215e+00, 8.210274085196207e-01, 1.107832222448240e-01, 3.265335254304382e+00
5, 9.910500049590000e-01, -1.242512739211742e-03, 1.114207171941320e+00, 8.387363538258484e-01, 1.067737555742527e-01, 3.233744576680216e+00
6, 9.878399968150000e-01, -1.638200447781525e-03, 1.103755654694065e+00, 8.513722872844358e-01, 1.002496122698022e-01, 3.207728266089086e+00
7, 9.841300249100000e-01, -2.057344660790646e-03, 1.096794582327905e+00, 8.603497460084277e-01, 9.260145930866832e-02, 3.190510992797990e+00
8, 9.799500107769999e-01, -2.487418134464790e-03, 1.093229393771523e+00, 8.653313457244409e-01, 8.546506281812846e-02, 3.181732449767424e+00
9, 9.752799868580000e-01, -2.931424932809207e-03, 1.092390329690428e+00, 8.670505302731449e-01, 8.070034498323378e-02, 3.179728108746635e+00
10, 9.701499938960000e-01, -3.399550375349383e-03, 1.092915755531488e+00, 8.667486323943666e-01, 7.947007020288180e-02, 3.181067970261260e+00
11, 9.645400047300000e-01, -3.916147725312588e-03, 1.093252192496094e+00, 8.660398529207135e-01, 8.191821129983783e-02, 3.181877398158697e+00
12, 9.584699869160000e-01, -4.504355513986378e-03, 1.092155496280331e+00, 8.663491437487341e-01, 8.713174180494387e-02, 3.179069356144946e+00
13, 9.519400000570000e-01, -5.183373949093944e-03, 1.089035567076867e+00, 8.684945817137569e-01, 9.357121708867142e-02, 3.171196081727408e+00
14, 9.449599981310000e-01, -5.959915652280259e-03, 1.083975875646211e+00, 8.725885125443315e-01, 9.967148028488686e-02, 3.158489597682682e+00
15, 9.375399947170000e-01, -6.828215506958439e-03, 1.077537987505471e+00, 8.781406274714997e-01, 1.043083385180259e-01, 3.142356056085651e+00
16, 9.296900033950000e-01, -7.773734225596253e-03, 1.070471148917732e+00, 8.843807250248907e-01, 1.070223487027729e-01, 3.124656157343948e+00
17, 9.214000105860000e-01, -8.781377715097346e-03, 1.063477483925566e+00, 8.905604832980595e-01, 1.079523681175581e-01, 3.107130624595641e+00
18, 9.126999974250000e-01, -9.833236542609692e-03, 1.057047954965009e+00, 8.961824550261266e-01, 1.076044113948803e-01, 3.091004178839844e+00
19, 9.035800099370001e-01, -1.092102089839992e-02, 1.051346150720472e+00, 9.010422334107623e-01, 1.065724288798932e-01, 3.076678884426847e+00
20, 8.940600156780000e-01, -1.203791469796656e-02, 1.046319959415340e+00, 9.052045861379976e-01, 1.053380464361550e-01, 3.064033041946465e+00
21, 8.841500282290000e-01, -1.318207474937869e-02, 1.041783265321218e+00, 9.088208664840639e-01, 1.041829686083989e-01, 3.052599626765726e+00
22, 8.738499879840000e-01, -1.435469763998298e-02, 1.037519663085494e+00, 9.120623615194211e-01, 1.032075374752402e-01, 3.041832586757798e+00
23, 8.631799817090000e-01, -1.555501212009196e-02, 1.033392002051166e+00, 9.151176849972756e-01, 1.023981704500653e-01, 3.031404602509809e+00
24, 8.521599769590000e-01, -1.678172695262093e-02, 1.029278923021542e+00, 9.180438662349798e-01, 1.016796128361923e-01, 3.020998206209327e+00
25, 8.407700061800000e-01, -1.803706958952669e-02, 1.025149501657880e+00, 9.209093180083816e-01, 1.009807629959147e-01, 3.010544697881064e+00
26, 8.290500044819999e-01, -1.931581213115837e-02, 1.020993865549398e+00, 9.237094452724725e-01, 1.002410949534378e-01, 3.000014406151103e+00
27, 8.170099854470000e-01, -2.061551079371916e-02, 1.016825700337427e+00, 9.264511490812308e-01, 9.942870333533566e-02, 2.989445116176015e+00
28, 8.046399950980000e-01, -2.193554613857087e-02, 1.012658932709511e+00, 9.291174165470337e-01, 9.852970471785259e-02, 2.978869475093378e+00
29, 7.919700145720000e-01, -2.327091353670766e-02, 1.008510041526770e+00, 9.316977326863022e-01, 9.754118799735964e-02, 2.968328829251893e+00
30, 7.790099978450000e-01, -2.461879875658321e-02, 1.004389129031331e+00, 9.342045150731946e-01, 9.647037942654745e-02, 2.957853536801941e+00
31, 7.657799720760000e-01, -2.597542127138560e-02, 1.000290033082979e+00, 9.366314772641214e-01, 9.532143028708211e-02, 2.947425085336609e+00
32, 7.522799968720000e-01, -2.733912365081370e-02, 9.961877721339281e-01, 9.389659220634822e-01, 9.409762448846012e-02, 2.936972553194936e+00
33, 7.385200262070000e-01, -2.870725220335367e-02, 9.920889417326491e-01, 9.412397493946111e-01, 9.280487141987005e-02, 2.926522203623705e+00
34, 7.245299816130000e-01, -3.007523482723538e-02, 9.879961937812929e-01, 9.434480737187203e-01, 9.144305313646080e-02, 2.916079683445314e+00
35, 7.103199958800001e-01, -3.144052067193764e-02, 9.838918048586329e-01, 9.455734520732260e-01, 9.001019045830695e-02, 2.905592349707566e+00
36, 6.958900094030001e-01, -3.280150569248710e-02, 9.798037110363862e-01, 9.476638740062023e-01, 8.851041754041480e-02, 2.895148407855233e+00
37, 6.812700033190000e-01, -3.415374741999370e-02, 9.756871477577282e-01, 9.496570969448450e-01, 8.693522478710368e-02, 2.884610141751647e+00
38, 6.664699912070000e-01, -3.549472612261725e-02, 9.715654761876351e-01, 9.516077760936285e-01, 8.528855438387223e-02, 2.874055446084060e+00
39, 6.514999866490000e-01, -3.682190729589435e-02, 9.674176254119128e-01, 9.534958858860471e-01, 8.356663741678989e-02, 2.863422136758754e+00
40, 6.363800168040000e-01, -3.813188273549485e-02, 9.632411072142018e-01, 9.553253294210055e-01, 8.176770699173569e-02, 2.852704647155624e+00
41, 6.211299896240000e-01, -3.942132023052797e-02, 9.590341157470814e-01, 9.571045007310832e-01, 7.989008182988180e-02, 2.841900576509494e+00
42, 6.057599782940000e-01, -4.068775555850371e-02, 9.547817126571024e-01, 9.588235652951023e-01, 7.793017079408367e-02, 2.830967204294625e+00
43, 5.902799963950000e-01, -4.192871087918431e-02, 9.504847437027102e-01, 9.604968726148236e-01, 7.588596906724876e-02, 2.819911076247485e+00
44, 5.747100114820000e-01, -4.314092004889915e-02, 9.461325922650852e-01, 9.621128363900117e-01, 7.375208667507256e-02, 2.808700620787999e+00
45, 5.590599775310000e-01, -4.432192449214743e-02, 9.417313804938009e-01, 9.636800341050438e-01, 7.152634463372223e-02, 2.797354936906610e+00
46, 5.433599948880000e-01, -4.546778375035351e-02, 9.372822668038889e-01, 9.651864541268592e-01, 6.920135079865672e-02, 2.785873753128687e+00
