"PointID","x","y","Adjoint_Density","Adjoint_Momentum_x","Adjoint_Momentum_y","Adjoint_Energy","Sensitivity_x","Sensitivity_y","Surface_Sensitivity"
0, 9.997500181200000e-01, -3.632839449065447e-05, -3.178691104367737e+00, 6.916071813172356e+00, 4.744034268863117e-01, -1.511000102382765e+00, 0.000000000000000e+00, 0.000000000000000e+00, 5.059765667495508e+00
1, 9.990000128750000e-01, -1.452177221419331e-04, -1.449711140177999e+00, 3.042866954048738e+00, 1.965106405343074e-01, -4.857259144959353e-01, 0.000000000000000e+00, 0.000000000000000e+00, -4.201027969308427e+00
2, 9.977599978450000e-01, -3.247161340580944e-04, -1.263792188686901e+00, 2.390808092315448e+00, 2.109474757684649e-01, -3.946200766616518e-01, 0.000000000000000e+00, 0.000000000000000e+00, -3.769891520565564e-01
3, 9.960200190539999e-01, -5.748664554072986e-04, -1.105761470902276e+00, 2.009717603091153e+00, 1.164349328765956e-01, -3.327290575008267e-01, 0.000000000000000e+00, 0.000000000000000e+00, -3.262986313137111e-01
4, 9.937800168990000e-01, -8.927399137724329e-04, -9.583750967542225e-01, 1.714016484468766e+00, 7.323834945960328e-02, -2.763786474034242e-01, 0.000000000000000e+00, 0.000000000000000e+00, -2.510337740588555e-01
5, 9.910500049590000e-01, -1.272116911753724e-03, -8.656220340384008e-01, 1.532107209452373e+00, 4.482599991247992e-02, -2.449558215065869e-01, 0.000000000000000e+00, 0.000000000000000e+00, -1.533756473732532e-01
6, 9.878399968150000e-01, -1.705394023809960e-03, -7.923943214258862e-01, 1.394117121848991e+00, 2.215646215937957e-02, -2.213203462367784e-01, 0.000000000000000e+00, 0.000000000000000e+00, -1.157181767410856e-01
7, 9.841300249100000e-01, -2.188842968997186e-03, -7.328493876094875e-01, 1.285038361024421e+00, 5.253480043333891e-03, -2.027069104406213e-01, 0.000000000000000e+00, 0.000000000000000e+00, -8.901004096150798e-02
8, 9.799500107769999e-01, -2.714197072752618e-03, -6.838856954840417e-01, 1.196066740500769e+00, -7.986181641393725e-03, -1.877579989512455e-01, 0.000000000000000e+00, 0.000000000000000e+00, -6.949908756030601e-02
9, 9.752799868580000e-01, -3.283767224405403e-03, -6.427066220025808e-01, 1.121933929439422e+00, -1.836079574443286e-02, -1.753924054548893e-01, 0.000000000000000e+00, 0.000000000000000e+00, -5.565376503097236e-02
10, 9.701499938960000e-01, -3.898696483253375e-03, -6.079159931638916e-01, 1.059444622811765e+00, -2.686513242276832e-02, -1.650296725200858e-01, 0.000000000000000e+00, 0.000000000000000e+00, -4.506775772646287e-02
11, 9.645400047300000e-01, -4.570104424204457e-03, -5.780288051487338e-01, 1.005828912856138e+00, -3.399991590205691e-02, -1.561988899432737e-01, 0.000000000000000e+00, 0.000000000000000e+00, -3.734095685694599e-02
12, 9.584699869160000e-01, -5.305279113830001e-03, -5.517885984063938e-01, 9.590194936075850e-01, -4.034518592101206e-02, -1.485356535583978e-01, 0.000000000000000e+00, 0.000000000000000e+00, -3.169670270121947e-02
13, 9.519400000570000e-01, -6.111423261450240e-03, -5.283167574876844e-01, 9.174843518229807e-01, -4.608457294961927e-02, -1.417478183693428e-01, 0.000000000000000e+00, 0.000000000000000e+00, -2.757879218963007e-02
