Caradonna_Radius,Pressure [free_steam),Temp [free_stream],omega,rho,,,,,,,,,,,,,,,,,,,,,,,,,,
1.143,101325,288.15,261.7993878,1.225225683,,,,,,,,,,,,,,,,,,,,,,,,,,
