"PointID","x","y"
0, 9.997500181200000e-01, -3.632711732757746e-05
1, 9.990000128750000e-01, -1.451370933591164e-04
2, 9.977599978450000e-01, -3.238320562961871e-04
3, 9.960200190539999e-01, -5.700949704850118e-04
4, 9.937800168990000e-01, -8.755123822787287e-04
5, 9.910500049590000e-01, -1.224553580509116e-03
6, 9.878399968150000e-01, -1.597439799091017e-03
7, 9.841300249100000e-01, -1.977581029013842e-03
8, 9.799500107769999e-01, -2.349872653970352e-03
9, 9.752799868580000e-01, -2.717752476392050e-03
10, 9.701499938960000e-01, -3.096911653420951e-03
11, 9.645400047300000e-01, -3.519761653703880e-03
12, 9.584699869160000e-01, -4.019095565959088e-03
13, 9.519400000570000e-01, -4.621440946756167e-03
14, 9.449599981310000e-01, -5.336957497111246e-03
15, 9.375399947170000e-01, -6.158960199728728e-03
16, 9.296900033950000e-01, -7.068919511735808e-03
17, 9.214000105860000e-01, -8.046645728834772e-03
18, 9.126999974250000e-01, -9.070017832039425e-03
19, 9.035800099370001e-01, -1.012808022601951e-02
20, 8.940600156780000e-01, -1.121323649344494e-02
21, 8.841500282290000e-01, -1.232413866958305e-02
22, 8.738499879840000e-01, -1.346309348693742e-02
23, 8.631799817090000e-01, -1.463060187674694e-02
24, 8.521599769590000e-01, -1.582640265330692e-02
25, 8.407700061800000e-01, -1.705330150870143e-02
26, 8.290500044819999e-01, -1.830649238300235e-02
27, 8.170099854470000e-01, -1.958364013951479e-02
28, 8.046399950980000e-01, -2.088407658877092e-02
29, 7.919700145720000e-01, -2.220275945376930e-02
30, 7.790099978450000e-01, -2.353678091759418e-02
31, 7.657799720760000e-01, -2.488227663493330e-02
32, 7.522799968720000e-01, -2.623749252620694e-02
33, 7.385200262070000e-01, -2.759969370084717e-02
34, 7.245299816130000e-01, -2.896423103098835e-02
35, 7.103199958800001e-01, -3.032846397753283e-02
36, 6.958900094030001e-01, -3.169070432513677e-02
37, 6.812700033190000e-01, -3.304643022423456e-02
38, 6.664699912070000e-01, -3.439305390373634e-02
39, 6.514999866490000e-01, -3.572799351416123e-02
40, 6.363800168040000e-01, -3.704781314782318e-02
41, 6.211299896240000e-01, -3.834918014271584e-02
42, 6.057599782940000e-01, -3.962967119880997e-02
43, 5.902799963950000e-01, -4.088688954625064e-02
44, 5.747100114820000e-01, -4.211767954887620e-02
45, 5.590599775310000e-01, -4.331974386255107e-02
46, 5.433599948880000e-01, -4.448931244878346e-02
47, 5.276100039480000e-01, -4.562494140141110e-02
