"Time_Iter","Outer_Iter","Inner_Iter",     "rms[P]"     ,     "rms[U]"     ,     "rms[V]"     
          0,           0,         379,       -2.47464206,      -2.457494677,      -2.984312714
          0,           0,         380,      -2.474644258,      -2.457494422,      -2.984322006
          0,           0,         381,      -2.474646457,      -2.457494072,      -2.984332205
          0,           0,         382,       -2.47464426,      -2.457493868,      -2.984327199
          0,           0,         383,      -2.474641816,       -2.45749398,      -2.984314289
          0,           0,         384,      -2.474645785,      -2.457494403,      -2.984322835
          0,           0,         385,      -2.474642481,      -2.457494008,      -2.984312896
          0,           0,         386,       -2.47464385,      -2.457494118,      -2.984314859
          0,           0,         387,      -2.474644556,      -2.457493913,      -2.984318612
          0,           0,         388,      -2.474644421,      -2.457493718,       -2.98431981
          0,           0,         389,      -2.474643781,      -2.457493543,       -2.98431829
          0,           0,         390,      -2.474642811,      -2.457493061,      -2.984316809
          0,           0,         391,      -2.474644045,      -2.457493515,      -2.984317239
          0,           0,         392,      -2.474643444,      -2.457493405,      -2.984316247
          0,           0,         393,      -2.474641822,      -2.457493784,      -2.984306609
          0,           0,         394,      -2.474642977,      -2.457492358,      -2.984318506
          0,           0,         395,      -2.474641382,      -2.457493121,      -2.984306691
          0,           0,         396,      -2.474642629,      -2.457493393,      -2.984309651
          0,           0,         397,      -2.474645407,      -2.457493856,      -2.984316326
          0,           0,         398,      -2.474644594,      -2.457493944,      -2.984314843
          0,           0,         399,      -2.474645526,      -2.457494611,      -2.984313366
          0,           0,         400,      -2.474643304,      -2.457493323,      -2.984313546
          0,           0,         401,      -2.474646729,       -2.45749395,      -2.984314939
          0,           0,         402,      -2.474641361,      -2.457493075,      -2.984299273
          0,           0,         403,      -2.474639972,       -2.45749309,      -2.984286939
          0,           0,         404,      -2.474640792,      -2.457493219,      -2.984286502
          0,           0,         405,      -2.474641966,      -2.457493134,      -2.984291278
          0,           0,         406,      -2.474641508,      -2.457492927,      -2.984291608
          0,           0,         407,      -2.474643458,      -2.457493536,      -2.984294057
          0,           0,         408,      -2.474640866,      -2.457492645,      -2.984290166
          0,           0,         409,      -2.474641092,      -2.457491984,      -2.984292576
          0,           0,         410,      -2.474641535,      -2.457492778,      -2.984288365
          0,           0,         411,      -2.474643726,      -2.457493551,      -2.984290478
          0,           0,         412,      -2.474643629,      -2.457493101,      -2.984294524
          0,           0,         413,      -2.474643253,      -2.457491761,      -2.984301597
          0,           0,         414,      -2.474640469,      -2.457492402,      -2.984286151
