"PointID","x","y","Density","Momentum_x","Momentum_y","Energy"
0, 9.997500181200000e-01, -3.632760951729512e-05, 1.316906816242644e+00, 6.940109111729533e-01, 1.007495881521433e-01, 3.767054324288432e+00
1, 9.990000128750000e-01, -1.451681657726592e-04, 1.181284870334704e+00, 7.074606289045575e-01, 1.023301679924589e-01, 3.393041107962811e+00
2, 9.977599978450000e-01, -3.241727569772366e-04, 1.165928698491089e+00, 7.698934522253118e-01, 1.102566171042807e-01, 3.362058003044042e+00
3, 9.960200190539999e-01, -5.719337613825857e-04, 1.144188855218148e+00, 8.009949236841110e-01, 1.122965092371389e-01, 3.308316102095352e+00
4, 9.937800168990000e-01, -8.821512832461577e-04, 1.127115124289533e+00, 8.210588092103150e-01, 1.108424182815971e-01, 3.265488920151882e+00
5, 9.910500049590000e-01, -1.242882510733750e-03, 1.114279084200348e+00, 8.387417288099011e-01, 1.068740354138142e-01, 3.233945336308516e+00
6, 9.878399968150000e-01, -1.639039721021824e-03, 1.103834691323105e+00, 8.513631653546088e-01, 1.004051126675798e-01, 3.207946346939920e+00
7, 9.841300249100000e-01, -2.058987088370527e-03, 1.096862664371652e+00, 8.603442750229061e-01, 9.281820298375205e-02, 3.190700918681356e+00
8, 9.799500107769999e-01, -2.490250505907394e-03, 1.093266588597393e+00, 8.653506960672860e-01, 8.573663134388740e-02, 3.181844408362605e+00
9, 9.752799868580000e-01, -2.935825176433615e-03, 1.092381925615027e+00, 8.671122940043419e-01, 8.100695419112380e-02, 3.179725641788627e+00
10, 9.701499938960000e-01, -3.405783043089279e-03, 1.092856619112431e+00, 8.668618411655354e-01, 7.978419674337087e-02, 3.180938735542846e+00
11, 9.645400047300000e-01, -3.924311237797823e-03, 1.093147357993016e+00, 8.662023399705913e-01, 8.221248113340836e-02, 3.181634319625845e+00
12, 9.584699869160000e-01, -4.514348916409296e-03, 1.092017281440133e+00, 8.665494990995327e-01, 8.738619348328973e-02, 3.178743346875831e+00
13, 9.519400000570000e-01, -5.194944303063329e-03, 1.088878699310291e+00, 8.687165431518947e-01, 9.377699276395574e-02, 3.170823756403998e+00
14, 9.449599981310000e-01, -5.972737306177248e-03, 1.083813680868287e+00, 8.728158373585823e-01, 9.983040095380065e-02, 3.158103874481264e+00
15, 9.375399947170000e-01, -6.841979388012726e-03, 1.077379976202855e+00, 8.783608824633530e-01, 1.044296799178933e-01, 3.141980302741874e+00
16, 9.296900033950000e-01, -7.788210529616167e-03, 1.070322178719050e+00, 8.845871757234383e-01, 1.071183958515867e-01, 3.124302267102814e+00
17, 9.214000105860000e-01, -8.796438209743719e-03, 1.063338120880400e+00, 8.907519050535727e-01, 1.080344728807458e-01, 3.106799957903577e+00
