"PointID","x","y","Density","Momentum_x","Momentum_y","Energy"
0, 9.997500181200000e-01, -3.633194206917260e-05, 1.320792555398755e+00, 6.967272162328217e-01, 1.013344704229796e-01, 3.778274709761404e+00
1, 9.990000128750000e-01, -1.454416640842179e-04, 1.188450275340408e+00, 7.004796147387576e-01, 1.023743155928686e-01, 3.411693032858651e+00
2, 9.977599978450000e-01, -3.271711890400089e-04, 1.180061309732440e+00, 7.524251851797538e-01, 1.117710619126726e-01, 3.397844409221386e+00
3, 9.960200190539999e-01, -5.881130159034690e-04, 1.167180670440226e+00, 7.719218908838785e-01, 1.189648574042184e-01, 3.366134513251540e+00
4, 9.937800168990000e-01, -9.405465464485996e-04, 1.159223044176100e+00, 7.799796618126473e-01, 1.280467380089420e-01, 3.346023887235972e+00
5, 9.910500049590000e-01, -1.404024152924981e-03, 1.153759533916707e+00, 7.874855451858198e-01, 1.410542255199339e-01, 3.332871438300799e+00
6, 9.878399968150000e-01, -2.004521545918310e-03, 1.146292662313761e+00, 7.943224844396031e-01, 1.571989752646445e-01, 3.314278821522346e+00
7, 9.841300249100000e-01, -2.773510468450876e-03, 1.135660026601845e+00, 8.042987390209088e-01, 1.749553641630086e-01, 3.287807686254278e+00
8, 9.799500107769999e-01, -3.720793514962689e-03, 1.120626520282295e+00, 8.186944771558948e-01, 1.915458185292703e-01, 3.250309819371570e+00
9, 9.752799868580000e-01, -4.844109244901079e-03, 1.101291835226141e+00, 8.375261928335144e-01, 2.035357730498684e-01, 3.202028158500516e+00
10, 9.701499938960000e-01, -6.102395462273475e-03, 1.078796911669158e+00, 8.593121981856114e-01, 2.081460898889797e-01, 3.145748072543918e+00
11, 9.645400047300000e-01, -7.445591325733691e-03, 1.055586662836838e+00, 8.812009033460422e-01, 2.041589748704356e-01, 3.087504372920479e+00
12, 9.584699869160000e-01, -8.808450622296312e-03, 1.035473364933448e+00, 9.001145776329185e-01, 1.927280981146395e-01, 3.036957580050827e+00
13, 9.519400000570000e-01, -1.014344224072373e-02, 1.021428213321414e+00, 9.139427045288728e-01, 1.771154502982886e-01, 3.001658272326544e+00
14, 9.449599981310000e-01, -1.142658820939330e-02, 1.014128740326311e+00, 9.222202622596660e-01, 1.612896909166840e-01, 2.983332685761133e+00
15, 9.375399947170000e-01, -1.266189960447361e-02, 1.011989354517858e+00, 9.258974725291700e-01, 1.483524355664748e-01, 2.977954447967670e+00
16, 9.296900033950000e-01, -1.387323157691959e-02, 1.012431432861574e+00, 9.267963167636807e-01, 1.396768311879847e-01, 2.979029302221968e+00
17, 9.214000105860000e-01, -1.509434543757167e-02, 1.013131986974348e+00, 9.267349893259550e-01, 1.350307950852104e-01, 2.980723173586875e+00
18, 9.126999974250000e-01, -1.634877641018440e-02, 1.012646290802823e+00, 9.269844025303685e-01, 1.332269171580017e-01, 2.979409776163906e+00
19, 9.035800099370001e-01, -1.765544974929399e-02, 1.010489226496199e+00, 9.280998630912174e-01, 1.328867658358396e-01, 2.973870677954915e+00
20, 8.940600156780000e-01, -1.901767766543053e-02, 1.006833337386055e+00, 9.301303353122262e-01, 1.329039934284556e-01, 2.964548246051437e+00
21, 8.841500282290000e-01, -2.043175115910471e-02, 1.002128725141602e+00, 9.328130894382042e-01, 1.326186097290511e-01, 2.952570850100429e+00
22, 8.738499879840000e-01, -2.189094971286510e-02, 9.968491286304756e-01, 9.358191706737387e-01, 1.317777095751686e-01, 2.939125667288620e+00
23, 8.631799817090000e-01, -2.338465572302901e-02, 9.913778992963032e-01, 9.389012909946585e-01, 1.303984166786679e-01, 2.925183577377949e+00
24, 8.521599769590000e-01, -2.490334635405680e-02, 9.859258328659104e-01, 9.418828805640594e-01, 1.286111201999237e-01, 2.911270116206881e+00
25, 8.407700061800000e-01, -2.644466680923917e-02, 9.805785504779794e-01, 9.447080998770800e-01, 1.265716257778455e-01, 2.897605415662730e+00
26, 8.290500044819999e-01, -2.799961152683955e-02, 9.753286901358845e-01, 9.473667089525677e-01, 1.243875788523283e-01, 2.884169642213942e+00
27, 8.170099854470000e-01, -2.956431564693858e-02, 9.701322020873101e-01, 9.498920202874743e-01, 1.221203562213530e-01, 2.870854964233187e+00
28, 8.046399950980000e-01, -3.113781984702154e-02, 9.649368234317880e-01, 9.522930087816970e-01, 1.197851194476430e-01, 2.857523624999582e+00
29, 7.919700145720000e-01, -3.271399318795573e-02, 9.597228041042077e-01, 9.545942223393769e-01, 1.173689479868504e-01, 2.844128836278123e+00
30, 7.790099978450000e-01, -3.428907065505443e-02, 9.544823810919948e-01, 9.568205439072422e-01, 1.148543296026888e-01, 2.830656229003905e+00
31, 7.657799720760000e-01, -3.585777996416818e-02, 9.491877514905163e-01, 9.589583264586976e-01, 1.122154504109784e-01, 2.817026822940311e+00
32, 7.522799968720000e-01, -3.741696371975925e-02, 9.438134527737020e-01, 9.610096191385450e-01, 1.094367132338919e-01, 2.803172996707743e+00
33, 7.385200262070000e-01, -3.896205573771493e-02, 9.383838155441128e-01, 9.629793741126831e-01, 1.065107177626673e-01, 2.789161398520684e+00
34, 7.245299816130000e-01, -4.048626522570740e-02, 9.329538931359282e-01, 9.648459284625395e-01, 1.034334413066605e-01, 2.775132691929623e+00
35, 7.103199958800001e-01, -4.198515620964384e-02, 9.275669645706472e-01, 9.665880394560286e-01, 1.002085009892048e-01, 2.761195891849388e+00
36, 6.958900094030001e-01, -4.345543985479940e-02, 9.222708306769268e-01, 9.682270795300443e-01, 9.685021437251698e-02, 2.747484587712473e+00
37, 6.812700033190000e-01, -4.489098074867501e-02, 9.170635022407662e-01, 9.697181515912734e-01, 9.336600542191417e-02, 2.733979509956675e+00
38, 6.664699912070000e-01, -4.628804598256252e-02, 9.119841861793043e-01, 9.710917463563742e-01, 8.977700603543405e-02, 2.720793791562200e+00
39, 6.514999866490000e-01, -4.764320573285971e-02, 9.070501635697195e-01, 9.723419817441142e-01, 8.610095674907212e-02, 2.707971007406071e+00
40, 6.363800168040000e-01, -4.895251551416317e-02, 9.022811108780175e-01, 9.734608095455176e-01, 8.235617264163575e-02, 2.695560209219268e+00
41, 6.211299896240000e-01, -5.021255078875833e-02, 8.977107245389505e-01, 9.744703770191715e-01, 7.856353381674248e-02, 2.683656788177935e+00
42, 6.057599782940000e-01, -5.142115744282698e-02, 8.933485573883295e-01, 9.753530188113549e-01, 7.473983758363104e-02, 2.672279537530615e+00
43, 5.902799963950000e-01, -5.257653945637072e-02, 8.892221732929495e-01, 9.761420246334283e-01, 7.090462358743288e-02, 2.661510763379273e+00
44, 5.747100114820000e-01, -5.367655281936956e-02, 8.853163982451365e-01, 9.768191538643012e-01, 6.707032989163503e-02, 2.651303333809500e+00
45, 5.590599775310000e-01, -5.472016753342872e-02, 8.816373899060143e-01, 9.774214227658412e-01, 6.325475203886495e-02, 2.641684127041669e+00
46, 5.433599948880000e-01, -5.570539880113279e-02, 8.781783862465070e-01, 9.779291175360973e-01, 5.946403660481529e-02, 2.632627779480930e+00
47, 5.276100039480000e-01, -5.663251715757307e-02, 8.749881090111213e-01, 9.783788434163736e-01, 5.571098723256557e-02, 2.624273535561252e+00
48, 5.118399858470000e-01, -5.750021563826074e-02, 8.720758982851912e-01, 9.787535400911982e-01, 5.199451830482829e-02, 2.616639189903949e+00
49, 4.960500001910000e-01, -5.830908549252986e-02, 8.694050676480830e-01, 9.790997241128915e-01, 4.832072314657952e-02, 2.609641649925642e+00
50, 4.802699983120000e-01, -5.905826390428581e-02, 8.668225711039124e-01, 9.793902332450958e-01, 4.468227316529765e-02, 2.602867395528489e+00
51, 4.645099937920000e-01, -5.974802079504549e-02, 8.642298581104336e-01, 9.796244337954604e-01, 4.107339668724479e-02, 2.596055816941164e+00
52, 4.487800002100000e-01, -6.037856701137848e-02, 8.619317507929672e-01, 9.797588275953582e-01, 3.748320769196024e-02, 2.589995704684978e+00
53, 4.331099987030000e-01, -6.094930881031776e-02, 8.611040084304056e-01, 9.798228979025038e-01, 3.389720849721263e-02, 2.587792977970922e+00
54, 4.174999892710000e-01, -6.146070650297861e-02, 8.635439345125575e-01, 9.798785754222387e-01, 3.030281845812017e-02, 2.594202930649894e+00
55, 4.019699990750000e-01, -6.191231563502213e-02, 8.701155660221046e-01, 9.800060654517333e-01, 2.668054292449863e-02, 2.611541382885098e+00
56, 3.865399956700000e-01, -6.230358846803352e-02, 8.771449219915570e-01, 9.802182638238931e-01, 2.300754518149526e-02, 2.630137734811827e+00
57, 3.712300062180000e-01, -6.263384042254978e-02, 8.742670764898964e-01, 9.804380808638214e-01, 1.925384880638565e-02, 2.622582051773107e+00
58, 3.560400009160000e-01, -6.290254754464515e-02, 8.503478465012028e-01, 9.800314652749631e-01, 1.538176889985940e-02, 2.559392857188430e+00
59, 3.409900069240000e-01, -6.310846261291152e-02, 8.108859901125441e-01, 9.774999885574174e-01, 1.135040780428886e-02, 2.455072015380314e+00
60, 3.261100053790000e-01, -6.325008479160395e-02, 7.828643499649112e-01, 9.742680733586941e-01, 7.162752838016468e-03, 2.380911406602936e+00
61, 3.113999962810000e-01, -6.332600636550460e-02, 7.736680357413714e-01, 9.723693946836928e-01, 2.801335540138947e-03, 2.356346125257677e+00
