"PointID","x","y","Adjoint_Density","Adjoint_Momentum_x","Adjoint_Momentum_y","Adjoint_Energy","Sensitivity_x","Sensitivity_y","Surface_Sensitivity"
0, 9.997500181200000e-01, -3.632801718620756e-05, -2.233440248919395e+00, 4.780444780410176e+00, 2.470730820084236e-01, -1.049928445768279e+00, 0.000000000000000e+00, 0.000000000000000e+00, 3.492943960098514e+00
1, 9.990000128750000e-01, -1.451939025120721e-04, -1.058071087160577e+00, 2.156415055454428e+00, 8.851261260829280e-02, -3.462408684593480e-01, 0.000000000000000e+00, 0.000000000000000e+00, -2.880149578984459e+00
2, 9.977599978450000e-01, -3.244549575977988e-04, -9.369017279015538e-01, 1.733553204563311e+00, 1.071588141646797e-01, -2.872702606973517e-01, 0.000000000000000e+00, 0.000000000000000e+00, -2.501910245102794e-01
3, 9.960200190539999e-01, -5.734568589906313e-04, -8.255502576995327e-01, 1.473072955183186e+00, 4.699359664032222e-02, -2.443443276965966e-01, 0.000000000000000e+00, 0.000000000000000e+00, -2.253038284469643e-01
4, 9.937800168990000e-01, -8.876505836261839e-04, -7.210951519411313e-01, 1.267587807480396e+00, 1.969863413688765e-02, -2.051333971503866e-01, 0.000000000000000e+00, 0.000000000000000e+00, -1.722996929319658e-01
5, 9.910500049590000e-01, -1.258065995972492e-03, -6.534993992423962e-01, 1.138155283860402e+00, 1.422045629246417e-03, -1.827898790253325e-01, 0.000000000000000e+00, 0.000000000000000e+00, -1.060974429751059e-01
6, 9.878399968150000e-01, -1.673503232393272e-03, -5.991563508481222e-01, 1.038039454250682e+00, -1.298135547243882e-02, -1.656592213919803e-01, 0.000000000000000e+00, 0.000000000000000e+00, -8.049909837418694e-02
7, 9.841300249100000e-01, -2.126435124185016e-03, -5.547602613290409e-01, 9.581872278790317e-01, -2.320441049872722e-02, -1.520652933499135e-01, 0.000000000000000e+00, 0.000000000000000e+00, -6.186075973010254e-02
8, 9.799500107769999e-01, -2.606575586858324e-03, -5.185417417245169e-01, 8.931349252564280e-01, -3.081226646255116e-02, -1.411750002009873e-01, 0.000000000000000e+00, 0.000000000000000e+00, -4.785594707025835e-02
9, 9.752799868580000e-01, -3.116567760319910e-03, -4.886925953797666e-01, 8.395361694113679e-01, -3.671229167017538e-02, -1.322920048466967e-01, 0.000000000000000e+00, 0.000000000000000e+00, -3.761735731115631e-02
10, 9.701499938960000e-01, -3.661847710738936e-03, -4.640237654359236e-01, 7.949765522178696e-01, -4.194407693707255e-02, -1.249701404078341e-01, 0.000000000000000e+00, 0.000000000000000e+00, -2.972234099067542e-02
11, 9.645400047300000e-01, -4.259811984372515e-03, -4.430085141753457e-01, 7.569500449906589e-01, -4.702203269920043e-02, -1.187711417926902e-01, 0.000000000000000e+00, 0.000000000000000e+00, -2.405891617165358e-02
