"PointID","x","y","Adjoint_Density","Adjoint_Momentum_x","Adjoint_Momentum_y","Adjoint_Energy","Sensitivity_x","Sensitivity_y","Surface_Sensitivity"
0, 9.997500181200000e-01, -3.633201036321746e-05, -1.895758982720144e-01, 2.801836934012660e-01, -5.430414620430543e-02, -3.216010000385762e-02, 0.000000000000000e+00, 0.000000000000000e+00, -5.310294813292967e-01
1, 9.990000128750000e-01, -1.454459724699239e-04, -2.378024477202644e-01, 3.520094915651415e-01, -6.186697912148895e-02, -6.186329429660237e-02, 0.000000000000000e+00, 0.000000000000000e+00, 1.508614825866585e-01
2, 9.977599978450000e-01, -3.272183670067600e-04, -2.271752358762490e-01, 3.237181132162675e-01, -7.359309583911772e-02, -5.806020888302738e-02, 0.000000000000000e+00, 0.000000000000000e+00, 1.591757231608674e-02
3, 9.960200190539999e-01, -5.883670945083110e-04, -2.209012707860371e-01, 3.080123632477626e-01, -8.127652669158938e-02, -5.613229419197081e-02, 0.000000000000000e+00, 0.000000000000000e+00, 1.512628090818146e-02
4, 9.937800168990000e-01, -9.414609000374445e-04, -2.177491566237992e-01, 3.008039853892644e-01, -9.138662812104413e-02, -5.536707354357106e-02, 0.000000000000000e+00, 0.000000000000000e+00, 1.346104192600724e-02
5, 9.910500049590000e-01, -1.406536507846496e-03, -2.127953942773364e-01, 2.928185247881225e-01, -1.043336260645813e-01, -5.405350303895157e-02, 0.000000000000000e+00, 0.000000000000000e+00, 9.975845666733622e-03
6, 9.878399968150000e-01, -2.010185007457267e-03, -2.046211178523285e-01, 2.815850217166811e-01, -1.206996660267545e-01, -5.197347318591972e-02, 0.000000000000000e+00, 0.000000000000000e+00, 9.584717216260844e-03
7, 9.841300249100000e-01, -2.784487238874371e-03, -1.911196114006844e-01, 2.637396186000522e-01, -1.394764055157893e-01, -4.856231764195309e-02, 0.000000000000000e+00, 0.000000000000000e+00, 8.892174171875870e-03
8, 9.799500107769999e-01, -3.739471268030284e-03, -1.706480269704169e-01, 2.367349619132304e-01, -1.585742161521905e-01, -4.340500253232475e-02, 0.000000000000000e+00, 0.000000000000000e+00, 6.933453055548006e-03
9, 9.752799868580000e-01, -4.872591734583813e-03, -1.428053288257752e-01, 1.999062590355588e-01, -1.749403687771703e-01, -3.637544160390062e-02, 0.000000000000000e+00, 0.000000000000000e+00, 3.625197105105345e-03
10, 9.701499938960000e-01, -6.141718285174173e-03, -1.091642578929776e-01, 1.553840381147022e-01, -1.853351767157640e-01, -2.784441299596088e-02, 0.000000000000000e+00, 0.000000000000000e+00, -1.638959893595908e-04
11, 9.645400047300000e-01, -7.495298972983256e-03, -7.327790091880632e-02, 1.078791836997043e-01, -1.872698283687188e-01, -1.870509318730576e-02, 0.000000000000000e+00, 0.000000000000000e+00, -4.115703882457992e-03
12, 9.584699869160000e-01, -8.866383488628452e-03, -4.056355435566733e-02, 6.430313186517950e-02, -1.802401967801248e-01, -1.031507973652041e-02, 0.000000000000000e+00, 0.000000000000000e+00, -7.095572647477194e-03
13, 9.519400000570000e-01, -1.020610679605370e-02, -1.638175101706895e-02, 3.138242741229284e-02, -1.665600931264877e-01, -4.087818379102135e-03, 0.000000000000000e+00, 0.000000000000000e+00, -7.253647386749741e-03
14, 9.449599981310000e-01, -1.148979874380423e-02, -3.416368991359245e-03, 1.256742356449162e-02, -1.505372858324286e-01, -7.509699425343165e-04, 0.000000000000000e+00, 0.000000000000000e+00, -4.693552386189270e-03
15, 9.375399947170000e-01, -1.272149242168404e-02, -1.317412720438046e-04, 6.211177409674517e-03, -1.363833221900683e-01, 7.536989783722079e-05, 0.000000000000000e+00, 0.000000000000000e+00, -1.424714218670995e-03
16, 9.296900033950000e-01, -1.392557556073941e-02, -1.956811679239846e-03, 6.899648243079977e-03, -1.265143111506953e-01, -4.431357927649978e-04, 0.000000000000000e+00, 0.000000000000000e+00, 6.768966499991788e-04
17, 9.214000105860000e-01, -1.513650216569393e-02, -4.398331781788040e-03, 9.065535108188258e-03, -1.211010611409972e-01, -1.109713728069362e-03, 0.000000000000000e+00, 0.000000000000000e+00, 1.413409871931928e-03
18, 9.126999974250000e-01, -1.637844570150357e-02, -4.626279723339030e-03, 9.068056123315585e-03, -1.190789941566021e-01, -1.209251492684068e-03, 0.000000000000000e+00, 0.000000000000000e+00, 1.363904859701172e-03
19, 9.035800099370001e-01, -1.767065838252766e-02, -1.830653510108933e-03, 5.693547896218322e-03, -1.189583278233290e-01, -5.145361344572081e-04, 0.000000000000000e+00, 0.000000000000000e+00, 1.020049109910647e-03
20, 8.940600156780000e-01, -1.901654062058338e-02, 3.731762670669156e-03, -8.952723230472372e-04, -1.194971146425673e-01, 8.924636798827774e-04, 0.000000000000000e+00, 0.000000000000000e+00, 5.764527458380060e-04
21, 8.841500282290000e-01, -2.041225341464881e-02, 1.127404613887482e-02, -9.824127185669660e-03, -1.199060658859028e-01, 2.806382611341222e-03, 0.000000000000000e+00, 0.000000000000000e+00, 1.857014666909303e-04
22, 8.738499879840000e-01, -2.185083437353031e-02, 1.987566369324200e-02, -2.002690404198344e-02, -1.197762597977733e-01, 5.000168598949837e-03, 0.000000000000000e+00, 0.000000000000000e+00, -5.659964678540565e-05
23, 8.631799817090000e-01, -2.332147606615843e-02, 2.891065730743097e-02, -3.073400247487283e-02, -1.190914095274724e-01, 7.289339267804420e-03, 0.000000000000000e+00, 0.000000000000000e+00, -1.963946805134524e-04
24, 8.521599769590000e-01, -2.481455798056501e-02, 3.788101163674602e-02, -4.135788832124498e-02, -1.179171094337978e-01, 9.569146650075180e-03, 0.000000000000000e+00, 0.000000000000000e+00, -2.066112480697174e-04
25, 8.407700061800000e-01, -2.632765605665703e-02, 4.666117141018737e-02, -5.171866518072295e-02, -1.164497571338554e-01, 1.178696509823735e-02, 0.000000000000000e+00, 0.000000000000000e+00, -1.758341762832839e-04
26, 8.290500044819999e-01, -2.785197566507152e-02, 5.518652482484204e-02, -6.174463914990281e-02, -1.147860639491039e-01, 1.394950703849633e-02, 0.000000000000000e+00, 0.000000000000000e+00, -1.157935002918074e-04
27, 8.170099854470000e-01, -2.938392683022285e-02, 6.356000561453046e-02, -7.154460380785935e-02, -1.130185283228347e-01, 1.607320080878612e-02, 0.000000000000000e+00, 0.000000000000000e+00, -7.646792288447026e-05
28, 8.046399950980000e-01, -3.092288724932895e-02, 7.192132104754191e-02, -8.126975903131266e-02, -1.111900473640054e-01, 1.818652202437611e-02, 0.000000000000000e+00, 0.000000000000000e+00, -1.224670588918622e-04
29, 7.919700145720000e-01, -3.246327768342024e-02, 8.032618931176375e-02, -9.100334647865232e-02, -1.092755365626375e-01, 2.032104792277968e-02, 0.000000000000000e+00, 0.000000000000000e+00, -2.172901197142284e-04
30, 7.790099978450000e-01, -3.400191728217287e-02, 8.889570244951654e-02, -1.008599415074533e-01, -1.072959118302027e-01, 2.248030838703170e-02, 0.000000000000000e+00, 0.000000000000000e+00, -3.269386404581254e-04
31, 7.657799720760000e-01, -3.553421303407786e-02, 9.758795434021222e-02, -1.108150832883869e-01, -1.051948619998155e-01, 2.467989669748269e-02, 0.000000000000000e+00, 0.000000000000000e+00, -3.303749622720791e-04
32, 7.522799968720000e-01, -3.705767840962685e-02, 1.064193368381327e-01, -1.208752612157532e-01, -1.029780800062450e-01, 2.690912631921236e-02, 0.000000000000000e+00, 0.000000000000000e+00, -2.462181323845423e-04
33, 7.385200262070000e-01, -3.856847311226563e-02, 1.152885391717761e-01, -1.309375908223163e-01, -1.005918432500720e-01, 2.916059392563735e-02, 0.000000000000000e+00, 0.000000000000000e+00, -1.355017367350675e-04
34, 7.245299816130000e-01, -4.006058016761890e-02, 1.241900228532498e-01, -1.409906626260208e-01, -9.805099384968223e-02, 3.141501409433126e-02, 0.000000000000000e+00, 0.000000000000000e+00, -8.725190909694695e-05
