"Time_Iter","Outer_Iter","Inner_Iter",   "rms[A_Rho]"   ,   "rms[A_RhoU]"  ,   "rms[A_RhoV]"  ,    "rms[A_E]"    
          0,           0,           0,       -5.61501302,       -5.36883195,      -5.624219218,      -5.506653343
          0,           0,           1,      -5.351532013,      -5.292125858,      -5.248818667,      -5.704089546
          0,           0,           2,      -5.073156017,      -5.044007925,      -5.086606157,      -5.556559729
          0,           0,           3,      -4.946827714,      -4.914815668,      -5.022843619,      -5.475425945
          0,           0,           4,      -4.925732588,      -4.894695348,      -5.051479985,      -5.482169174
          0,           0,           5,      -4.944012807,      -4.908401813,      -5.101637516,      -5.490669673
          0,           0,           6,      -4.977594185,        -4.9266396,      -5.143224908,      -5.533562896
          0,           0,           7,      -5.009093564,      -4.935459284,      -5.192001287,      -5.570540388
          0,           0,           8,      -5.039371206,      -4.940807834,      -5.243922377,      -5.594768765
          0,           0,           9,      -5.061043868,      -4.940763587,      -5.306750791,       -5.63032492
          0,           0,          10,      -5.074472948,      -4.938949687,      -5.370733417,      -5.663414715
          0,           0,          11,      -5.090642033,      -4.943368952,      -5.409890629,      -5.689568668
          0,           0,          12,      -5.108131871,      -4.952082644,      -5.431157973,      -5.712442206
          0,           0,          13,       -5.12164364,      -4.961321209,      -5.458948924,      -5.735185582
          0,           0,          14,      -5.133075087,       -4.97259172,      -5.492070722,      -5.758425311
          0,           0,          15,      -5.147428821,      -4.989155883,      -5.517086259,      -5.782200337
          0,           0,          16,      -5.167067063,      -5.011648654,      -5.532060778,      -5.805953724
          0,           0,          17,      -5.191519306,      -5.038100068,      -5.543832004,      -5.828055099
          0,           0,          18,      -5.219196841,      -5.065444381,      -5.556958863,      -5.846739637
          0,           0,          19,      -5.248175565,      -5.090239071,      -5.572646675,      -5.860961857
          0,           0,          20,      -5.276399335,      -5.109165034,      -5.591090299,      -5.870602414
          0,           0,          21,      -5.301993207,      -5.120035492,      -5.611974897,       -5.87628827
          0,           0,          22,      -5.323705738,      -5.122756336,      -5.634269358,      -5.879069169
          0,           0,          23,      -5.341229671,      -5.119283312,      -5.656578223,      -5.880093687
          0,           0,          24,      -5.355239498,      -5.112628743,      -5.677786201,      -5.880452566
          0,           0,          25,      -5.367149976,      -5.105787862,       -5.69746356,      -5.881249174
          0,           0,          26,      -5.378758328,      -5.101181946,      -5.715944861,      -5.883853856
          0,           0,          27,      -5.392023154,      -5.100641552,      -5.734498707,      -5.890687716
          0,           0,          28,      -5.408806217,      -5.105382651,      -5.757609531,      -5.907652123
          0,           0,          29,      -5.425814398,      -5.112794558,      -5.789304545,      -5.926961092
          0,           0,          30,      -5.442840081,      -5.123603858,      -5.809549622,      -5.936624319
          0,           0,          31,      -5.461350073,      -5.137893315,      -5.821669836,       -5.94456757
          0,           0,          32,      -5.482536612,      -5.156278251,       -5.83555405,      -5.958696219
          0,           0,          33,      -5.507773408,      -5.179756017,      -5.859165678,      -5.981480556
          0,           0,          34,      -5.537576984,      -5.208478308,       -5.88629249,       -6.01136747
          0,           0,          35,       -5.57002015,      -5.241040615,      -5.917198843,      -6.045387925
          0,           0,          36,      -5.603289198,       -5.27602404,      -5.952387226,      -6.081072745
          0,           0,          37,      -5.636747957,      -5.312645785,      -5.989244192,      -6.118195965
          0,           0,          38,      -5.669940286,      -5.350298093,      -6.026390285,      -6.156918929
          0,           0,          39,      -5.702377697,      -5.388250397,      -6.063803762,      -6.196590412
          0,           0,          40,      -5.733823377,      -5.425740234,      -6.100591055,      -6.236011687
          0,           0,          41,      -5.764204237,      -5.462133683,      -6.135049987,      -6.274093429
          0,           0,          42,      -5.793520426,       -5.49699864,      -6.166000073,      -6.310173509
