"Time_Iter","Outer_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoE]"   ,    "RefForce"    ,       "CD"       ,       "CL"       ,       "CSF"      ,       "CMx"      ,       "CMy"      ,       "CMz"      ,       "CFx"      ,       "CFy"      ,       "CFz"      ,      "CEff"      
          0,           0,           0,      -5.315504837,      -5.269477595,      -5.801258083,      -4.719123272,             0.448,     0.01301275483,      0.3266525267,                 0,                 0,                 0,     0.08227677143,    0.009449032472,      0.3267750308,                 0,       25.10248835
          0,           0,           1,      -5.578571885,      -5.434812635,      -5.443207072,      -4.980399186,             0.448,     0.01183093084,      0.3266988389,                 0,                 0,                 0,     0.08158398215,    0.008266773638,      0.3268084496,                 0,       27.61395897
          0,           0,           2,      -5.491766903,      -5.457260971,      -5.546394198,      -4.909508428,             0.448,     0.01137990478,      0.3272886656,                 0,                 0,                 0,     0.08144630985,    0.007809340891,      0.3273933216,                 0,       28.76022884
          0,           0,           3,      -5.465194682,      -5.508499872,      -5.502564964,      -4.879000005,             0.448,      0.0113632667,      0.3270535939,                 0,                 0,                 0,     0.08167919291,    0.007795267841,      0.3271580825,                 0,       28.78165254
          0,           0,           4,      -5.410040414,      -5.523118596,      -5.475258865,      -4.831579604,             0.448,     0.01113677059,      0.3270346952,                 0,                 0,                 0,     0.08157621506,    0.007568991342,      0.3271367144,                 0,        29.3653077
          0,           0,           5,      -5.363212688,       -5.52149941,      -5.485215503,       -4.79474174,             0.448,     0.01096538104,       0.327613913,                 0,                 0,                 0,      0.0815451086,    0.007391294197,      0.3277140283,                 0,       29.87711158
          0,           0,           6,      -5.330378794,      -5.625089713,      -5.495782307,      -4.766756756,             0.448,     0.01084135426,      0.3279125509,                 0,                 0,                 0,     0.08144908817,    0.007264017412,      0.3280112956,                 0,       30.24645657
          0,           0,           7,      -5.294925007,      -5.607673298,      -5.476964432,      -4.732178994,             0.448,     0.01072462461,        0.32812496,                 0,                 0,                 0,     0.08134860728,    0.007144977865,      0.3282224189,                 0,       30.59547274
          0,           0,           8,      -5.257582237,      -5.539844813,      -5.470887278,      -4.697007452,             0.448,      0.0106067593,      0.3284457039,                 0,                 0,                 0,     0.08128815144,    0.007023621059,      0.3285418581,                 0,       30.96569789
          0,           0,           9,      -5.232640065,      -5.555484516,      -5.479550387,      -4.674889585,             0.448,     0.01048362662,       0.328768389,                 0,                 0,                 0,      0.0812085132,    0.006896976033,      0.3288631809,                 0,       31.36017725
          0,           0,          10,      -5.212318478,      -5.592618005,        -5.4948145,      -4.655977808,             0.448,     0.01036909361,      0.3290820691,                 0,                 0,                 0,     0.08111302103,    0.006779028381,      0.3291755931,                 0,       31.73682113
          0,           0,          11,      -5.193306035,      -5.611189745,       -5.50573977,      -4.638100683,             0.448,     0.01026242446,      0.3294245479,                 0,                 0,                 0,     0.08101613441,    0.006668630006,       0.329516888,                 0,       32.10007043
          0,           0,          12,      -5.175387608,      -5.614278829,      -5.510076617,      -4.621181212,             0.448,     0.01015626356,      0.3298063577,                 0,                 0,                 0,     0.08091935834,    0.006558310847,      0.3298975172,                 0,       32.47319803
          0,           0,          13,      -5.159270588,      -5.608898944,       -5.51337138,      -4.605154716,             0.448,     0.01004964393,      0.3302198592,                 0,                 0,                 0,     0.08082252129,    0.006447187312,      0.3303098312,                 0,       32.85886162
          0,           0,          14,      -5.145170346,      -5.600768307,      -5.517711518,      -4.590418823,             0.448,    0.009944907884,      0.3306486439,                 0,                 0,                 0,     0.08072268503,    0.006337780546,      0.3307374479,                 0,       33.24803486
          0,           0,          15,      -5.132059173,      -5.589801709,      -5.523162472,      -4.576536826,             0.448,    0.009845084829,      0.3310887164,                 0,                 0,                 0,     0.08062134379,    0.006233163358,      0.3311764054,                 0,       33.62984902
