"Time_Iter","Outer_Iter","Inner_Iter",   "rms[A_Rho]"   ,   "rms[A_RhoU]"  ,   "rms[A_RhoV]"  ,    "rms[A_E]"    
          0,           0,           0,      -5.206120532,      -4.971999455,      -5.117629934,      -5.138801171
          0,           0,           1,      -4.994892337,      -4.921665802,      -4.932812469,      -5.342414113
          0,           0,           2,      -4.811996826,      -4.760594444,      -4.877726545,      -5.303128451
          0,           0,           3,      -4.758573548,      -4.697403917,      -4.842511361,      -5.270293133
          0,           0,           4,      -4.739486411,      -4.672421624,      -4.865350993,      -5.259493583
          0,           0,           5,      -4.758699593,      -4.674853603,      -4.907590208,      -5.276718824
          0,           0,           6,      -4.769976718,      -4.661556434,      -4.933820332,      -5.294327824
          0,           0,           7,      -4.761060579,      -4.634860625,      -4.946144892,      -5.303453751
          0,           0,           8,       -4.75122044,      -4.608853131,      -4.966002833,      -5.306531957
          0,           0,           9,      -4.745566919,        -4.5866341,      -4.997148616,      -5.304164107
          0,           0,          10,      -4.746715347,      -4.571813155,       -5.03029541,      -5.297580539
          0,           0,          11,      -4.755249093,      -4.563817803,       -5.04762682,      -5.289204548
          0,           0,          12,      -4.767672253,       -4.55932227,      -5.057370737,      -5.281398471
          0,           0,          13,      -4.781169789,      -4.557481201,      -5.070447019,      -5.277825693
          0,           0,          14,      -4.796915155,      -4.560262864,      -5.084566414,      -5.281054085
          0,           0,          15,       -4.81721289,      -4.569226235,       -5.09848165,      -5.291743511
          0,           0,          16,      -4.842619461,      -4.584231204,      -5.116500221,      -5.309608251
          0,           0,          17,      -4.871992199,      -4.604368935,      -5.141700523,      -5.334191703
          0,           0,          18,      -4.903464165,      -4.628862483,      -5.172986926,      -5.365314973
          0,           0,          19,      -4.935134369,      -4.657246229,      -5.207838799,      -5.404196177
          0,           0,          20,       -4.96165831,      -4.686716491,      -5.248454358,      -5.452277151
          0,           0,          21,      -4.981938262,       -4.71587113,       -5.26777012,      -5.480427717
          0,           0,          22,      -5.000761365,      -4.747628825,      -5.289682793,      -5.520484994
          0,           0,          23,      -5.019738826,       -4.78128136,      -5.318091617,      -5.560340869
          0,           0,          24,      -5.042754577,      -4.819011079,      -5.346725712,      -5.599838627
          0,           0,          25,      -5.072265446,      -4.861397263,      -5.382308442,      -5.640260234
          0,           0,          26,      -5.109546213,      -4.909096141,      -5.425499437,       -5.68174662
          0,           0,          27,      -5.154195782,      -4.962106165,      -5.471889128,      -5.724667147
          0,           0,          28,       -5.20427605,      -5.019420957,      -5.516960601,      -5.768359372
          0,           0,          29,      -5.255550513,      -5.078767052,      -5.554312326,      -5.810280138
          0,           0,          30,      -5.301170496,      -5.135589211,      -5.580409655,      -5.847180111
          0,           0,          31,      -5.331392728,      -5.181162727,      -5.589933195,      -5.870731791
          0,           0,          32,      -5.348698837,      -5.212135596,      -5.599071427,      -5.889526975
          0,           0,          33,      -5.355716777,      -5.226540521,      -5.614858611,      -5.902785061
          0,           0,          34,      -5.356364322,      -5.225324522,      -5.631264847,      -5.912314288
          0,           0,          35,      -5.356012515,        -5.2136696,      -5.654502963,        -5.9198796
          0,           0,          36,      -5.360070127,      -5.199544913,      -5.684052051,      -5.926519734
          0,           0,          37,       -5.36997866,      -5.187317996,      -5.713708856,       -5.93324983
          0,           0,          38,       -5.38634949,      -5.179811919,      -5.741319219,      -5.941525769
          0,           0,          39,      -5.409789613,      -5.179454212,      -5.764891948,      -5.953290056
          0,           0,          40,       -5.44061603,      -5.187902026,      -5.784466086,       -5.97249717
          0,           0,          41,      -5.470191817,       -5.19880246,       -5.79606386,      -5.985846519
          0,           0,          42,      -5.505817018,      -5.222019863,      -5.793296966,      -6.002888329
          0,           0,          43,      -5.542666816,      -5.251028222,      -5.815715472,      -6.030981157
          0,           0,          44,      -5.585914546,      -5.290800466,       -5.83690176,      -6.066371715
          0,           0,          45,       -5.63010682,      -5.338492275,      -5.862568456,      -6.113459187
          0,           0,          46,      -5.672693206,       -5.38929335,      -5.901856456,      -6.162242246
          0,           0,          47,      -5.713648865,      -5.440634234,       -5.94863975,      -6.212354155
          0,           0,          48,      -5.751826675,      -5.488374894,      -5.999126838,      -6.261058327
          0,           0,          49,      -5.788022625,      -5.528748831,      -6.053121343,      -6.303278141
          0,           0,          50,      -5.824515025,      -5.561292744,      -6.106502284,      -6.337136263
          0,           0,          51,      -5.863374884,      -5.588365767,      -6.155150114,       -6.36424076
          0,           0,          52,      -5.905380343,      -5.612948041,      -6.197087877,      -6.388758714
          0,           0,          53,      -5.939215683,      -5.629313799,      -6.207474866,      -6.389048562
          0,           0,          54,      -5.978724969,      -5.654103257,      -6.214537549,      -6.402472453
          0,           0,          55,      -6.022418663,      -5.686141014,       -6.23836661,      -6.429290675
          0,           0,          56,      -6.073043658,       -5.72969901,      -6.268853019,      -6.463680167
          0,           0,          57,      -6.129908641,      -5.784294559,      -6.303720301,      -6.511025396
          0,           0,          58,      -6.188449554,      -5.845058556,      -6.350318401,       -6.56117831
          0,           0,          59,      -6.244707673,      -5.909647651,      -6.406664794,      -6.614642367
          0,           0,          60,      -6.296772915,      -5.975826932,      -6.470471713,      -6.672289609
          0,           0,          61,      -6.345933611,      -6.040738051,      -6.539676623,      -6.730791018
          0,           0,          62,      -6.393088387,      -6.102232214,      -6.609785492,      -6.788073493
          0,           0,          63,      -6.436732122,      -6.158839671,      -6.677698358,      -6.843732293
          0,           0,          64,      -6.474841571,      -6.209400222,      -6.739678863,      -6.898059564
          0,           0,          65,      -6.501037811,      -6.250213978,      -6.774379262,      -6.933942422
          0,           0,          66,      -6.521549735,      -6.282963227,        -6.8080007,      -6.971702569
          0,           0,          67,      -6.538027958,      -6.309767648,      -6.842559557,      -7.010319328
          0,           0,          68,      -6.548440066,       -6.32673289,      -6.871856587,      -7.042618614
          0,           0,          69,      -6.558238114,      -6.335763204,      -6.898999373,      -7.069077521
          0,           0,          70,       -6.57105292,      -6.340371751,      -6.928914338,      -7.101802256
          0,           0,          71,      -6.577455051,      -6.332947296,      -6.949090813,      -7.101632714
          0,           0,          72,      -6.589227998,      -6.328886963,      -6.963383123,      -7.093713539
          0,           0,          73,      -6.606930008,      -6.330369524,       -6.96688674,      -7.098444892
          0,           0,          74,      -6.631792437,      -6.338009007,      -6.980887752,      -7.107129533
          0,           0,          75,      -6.665010882,      -6.353693042,      -6.998415324,       -7.12260366
          0,           0,          76,      -6.704155491,      -6.376290596,      -7.018638171,      -7.144762028
          0,           0,          77,      -6.746130009,      -6.404204786,      -7.044763791,      -7.172058819
          0,           0,          78,      -6.789474997,      -6.436806873,      -7.075904699,      -7.204482604
          0,           0,          79,       -6.83356277,      -6.473867682,       -7.11015366,       -7.24195899
